Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Rogério Ceni,br BRA,GK,41.0,35,35,3150.0,35.0,8.0,0.0,8.0,1.0,7.0,8.0,1.0,0.0,0.23,0.0,0.23,0.03,0.03,Matches
Ganso,br BRA,MF,24.0,34,33,2977.0,33.1,5.0,8.0,13.0,5.0,0.0,0.0,9.0,0.0,0.15,0.24,0.39,0.15,0.39,Matches
Josef de Souza,br BRA,MF,24.0,33,32,2846.0,31.6,3.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,0.09,0.09,0.19,0.09,0.19,Matches
Alan Kardec,br BRA,FW,25.0,27,27,2225.0,24.7,8.0,2.0,10.0,8.0,0.0,0.0,2.0,0.0,0.32,0.08,0.4,0.32,0.4,Matches
Denílson,br BRA,MF,25.0,28,25,2271.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alexandre Pato,br BRA,"FW,MF",24.0,29,24,1951.0,21.7,9.0,3.0,12.0,9.0,0.0,0.0,4.0,0.0,0.42,0.14,0.55,0.42,0.55,Matches
Edson Silva,br BRA,DF,27.0,23,23,2070.0,23.0,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,0.17,0.04,0.22,0.17,0.22,Matches
Álvaro Pereira,uy URU,"DF,MF",28.0,21,21,1811.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,0.05,0.05,0.0,0.05,Matches
Antônio Carlos,br BRA,DF,30.0,19,18,1643.0,18.3,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Kaká,br BRA,"FW,MF",31.0,19,18,1567.0,17.4,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.11,0.06,0.17,0.11,0.17,Matches
Rafael Tolói,it ITA,DF,23.0,17,17,1462.0,16.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches
Luís Fabiano,br BRA,FW,33.0,23,16,1521.0,16.9,9.0,1.0,10.0,9.0,0.0,0.0,4.0,0.0,0.53,0.06,0.59,0.53,0.59,Matches
Osvaldo,br BRA,"FW,MF",26.0,32,15,1498.0,16.6,0.0,8.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.48,0.48,0.0,0.48,Matches
Maicon Souza,br BRA,MF,28.0,19,15,1235.0,13.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
Michel Bastos,br BRA,"DF,MF",30.0,19,13,1225.0,13.6,1.0,6.0,7.0,1.0,0.0,0.0,3.0,2.0,0.07,0.44,0.51,0.07,0.51,Matches
Hudson,br BRA,MF,26.0,19,11,1071.0,11.9,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches
Paulo Miranda,br BRA,DF,25.0,15,11,994.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
