Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Reinaldo,br BRA,"DF,MF",24.0,17,10,1025.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Auro,br BRA,"DF,MF",18.0,12,10,943.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Douglas,br BRA,DF,23.0,10,10,826.0,9.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches
Lucão,br BRA,DF,17.0,9,9,773.0,8.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Rodrigo Caio,br BRA,"DF,MF",20.0,8,8,692.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ademilson,br BRA,FW,20.0,15,7,574.0,6.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.16,0.16,0.31,0.16,0.31,Matches
Gabriel Boschilia,br BRA,MF,17.0,18,3,437.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
Denis,br BRA,GK,26.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Ricardo,br BRA,DF,30.0,3,2,254.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dorlan Pabón,co COL,"FW,MF",26.0,7,1,158.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,Matches
Ewandro,br BRA,"FW,MF",17.0,4,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Léo,br BRA,GK,23.0,0,0,,,,,,,,,,,,,,,,Matches
Wellington Martins,br BRA,MF,23.0,0,0,,,,,,,,,,,,,,,,Matches
Renan Ribeiro,br BRA,GK,23.0,0,0,,,,,,,,,,,,,,,,Matches
João Schmidt,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.2,38,418,3420.0,38.0,58.0,40.0,98.0,51.0,7.0,8.0,93.0,5.0,1.53,1.05,2.58,1.34,2.39,
Opponent Total,,,26.4,38,418,3420.0,38.0,39.0,22.0,61.0,35.0,4.0,4.0,86.0,4.0,1.03,0.58,1.61,0.92,1.5,
