Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2017-04-05,19:15,Sudamericana,First stage,Wed,Away,D,0,0,ar Defensa y Just,,,Lucas Pratto,3-4-1-2,3-5-2,Jesús Valenzuela,Match Report,Leg 1 of 2
2017-05-11,21:45,Sudamericana,First stage,Thu,Home,D,1,1,ar Defensa y Just,,,Lucas Pratto,4-3-1-2,3-5-2,Ulises Mereles,Match Report,Leg 2 of 2; Defensa y Just won
2017-05-14,16:00,Série A,Matchweek 1,Sun,Away,L,0,1,Cruzeiro,62.0,11416.0,Maicon,3-4-3,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2017-05-22,20:00,Série A,Matchweek 2,Mon,Home,W,2,0,Avaí,55.0,12427.0,Diego Lugano,4-3-2-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2017-05-27,19:00,Série A,Matchweek 3,Sat,Home,W,2,0,Palmeiras,37.0,33288.0,Lucas Pratto,3-4-3,4-3-2-1,Anderson Daronco,Match Report,
2017-06-04,16:00,Série A,Matchweek 4,Sun,Away,L,0,1,Ponte Preta,55.0,6246.0,Lucas Pratto,3-4-3,4-2-3-1,Rodolpho Toski Marques,Match Report,
2017-06-08,19:30,Série A,Matchweek 5,Thu,Home,W,2,0,Vitória,51.0,12536.0,Maicon,3-4-3,4-2-3-1,Rafael Traci,Match Report,
2017-06-11,16:00,Série A,Matchweek 6,Sun,Away,L,2,3,Corinthians,45.0,42443.0,Lucas Pratto,3-1-4-2,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2017-06-14,19:30,Série A,Matchweek 7,Wed,Away,D,0,0,Sport Recife,43.0,10810.0,Lucas Pratto,3-4-3,4-3-3,Heber Roberto Lopes,Match Report,
2017-06-18,16:00,Série A,Matchweek 8,Sun,Home,L,1,2,Atlético Mineiro,60.0,22704.0,Lucas Pratto,3-4-3,4-4-2,Braulio da Silva Machado,Match Report,
2017-06-21,21:45,Série A,Matchweek 9,Wed,Away,L,0,1,Ath Paranaense,66.0,19150.0,Diego Lugano,3-4-3,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,
2017-06-25,16:00,Série A,Matchweek 10,Sun,Home,D,1,1,Fluminense,52.0,17742.0,Lucas Pratto,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
