Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Lucas Pratto,ar ARG,FW,28.0,35,3007.0,86.0,87.9,33.4,35,86.0,27.0,0,,0,1.29,39.0,40.0,-1.0,-0.03,-0.03,Matches
Rodrigo Caio,br BRA,"DF,MF",23.0,33,2970.0,90.0,86.8,33.0,33,90.0,33.0,0,,0,1.39,42.0,42.0,0.0,0.0,0.2,Matches
Jucilei,br BRA,MF,28.0,35,2745.0,78.0,80.3,30.5,31,86.0,26.0,4,19.0,2,1.26,38.0,41.0,-3.0,-0.1,-0.37,Matches
Petros,br BRA,MF,27.0,27,2319.0,86.0,67.8,25.8,27,86.0,21.0,0,,0,1.33,29.0,37.0,-8.0,-0.31,-0.88,Matches
Christian Cueva,pe PER,MF,25.0,28,2017.0,72.0,59.0,22.4,25,78.0,6.0,3,26.0,0,1.46,29.0,24.0,5.0,0.22,0.61,Matches
Robert Arboleda,ec ECU,DF,25.0,23,2070.0,90.0,60.5,23.0,23,90.0,23.0,0,,1,1.57,35.0,34.0,1.0,0.04,0.18,Matches
Éder Militão,br BRA,"DF,MF",19.0,22,1708.0,78.0,49.9,19.0,21,81.0,13.0,1,5.0,12,1.5,23.0,20.0,3.0,0.16,0.37,Matches
Renan Ribeiro,br BRA,GK,26.0,20,1800.0,90.0,52.6,20.0,20,90.0,20.0,0,,3,1.1,25.0,28.0,-3.0,-0.15,-0.26,Matches
Júnior Tavares,br BRA,"DF,MF",20.0,23,1777.0,77.0,52.0,19.7,19,90.0,19.0,4,16.0,10,1.0,20.0,25.0,-5.0,-0.25,-0.47,Matches
Marcos Guilherme,br BRA,"FW,MF",21.0,22,1735.0,79.0,50.7,19.3,19,87.0,10.0,3,27.0,0,1.55,30.0,22.0,8.0,0.41,0.9,Matches
Edimar Fraga,br BRA,"DF,MF",30.0,19,1700.0,89.0,49.7,18.9,19,89.0,18.0,0,,17,1.63,28.0,24.0,4.0,0.21,0.47,Matches
Hernanes,br BRA,MF,31.0,19,1670.0,88.0,48.8,18.6,19,88.0,17.0,0,,0,1.53,28.0,28.0,0.0,0.0,0.05,Matches
Sidão,br BRA,GK,34.0,18,1620.0,90.0,47.4,18.0,18,90.0,18.0,0,,18,1.63,25.0,21.0,4.0,0.22,0.47,Matches
Marcinho,br BRA,"FW,MF",21.0,22,1515.0,69.0,44.3,16.8,17,80.0,9.0,5,31.0,8,1.18,16.0,25.0,-9.0,-0.53,-0.91,Matches
Lucas Fernandes,br BRA,MF,19.0,19,827.0,44.0,24.2,9.2,8,65.0,0.0,11,28.0,10,1.0,13.0,13.0,0.0,0.0,0.03,Matches
Cícero Santos,br BRA,MF,32.0,10,666.0,67.0,19.5,7.4,8,75.0,3.0,2,33.0,9,1.4,8.0,6.0,2.0,0.27,0.37,Matches
Maicon,br BRA,DF,28.0,7,630.0,90.0,18.4,7.0,7,90.0,7.0,0,,1,1.0,7.0,7.0,0.0,0.0,0.03,Matches
Felipe Araruna,br BRA,MF,20.0,8,560.0,70.0,16.4,6.2,7,78.0,3.0,1,16.0,18,1.38,4.0,8.0,-4.0,-0.64,-0.74,Matches
Jonathan David Gómez,ar ARG,"FW,MF",27.0,12,533.0,44.0,15.6,5.9,7,69.0,2.0,5,10.0,10,1.5,5.0,8.0,-3.0,-0.51,-0.57,Matches
Bruno Vieira,br BRA,DF,31.0,9,581.0,65.0,17.0,6.5,6,81.0,4.0,3,32.0,7,1.11,9.0,9.0,0.0,0.0,0.03,Matches
Julio Buffarini,ar ARG,"DF,MF",28.0,7,525.0,75.0,15.4,5.8,6,85.0,4.0,1,18.0,16,1.29,9.0,13.0,-4.0,-0.69,-0.78,Matches
Lucão,br BRA,DF,20.0,6,471.0,79.0,13.8,5.2,6,79.0,4.0,0,,2,1.17,6.0,5.0,1.0,0.19,0.25,Matches
Diego Lugano,uy URU,DF,36.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,22,1.57,8.0,7.0,1.0,0.2,0.26,Matches
Wellington Nem,br BRA,"FW,MF",24.0,10,393.0,39.0,11.5,4.4,5,55.0,0.0,5,24.0,1,1.1,8.0,3.0,5.0,1.15,1.32,Matches
Shaylon,br BRA,"FW,MF",19.0,10,433.0,43.0,12.7,4.8,4,79.0,2.0,6,20.0,23,1.2,6.0,6.0,0.0,0.0,0.03,Matches
Thiago Mendes,br BRA,"DF,MF",24.0,5,365.0,73.0,10.7,4.1,4,80.0,3.0,1,45.0,0,0.8,2.0,4.0,-2.0,-0.49,-0.52,Matches
Maicosuel,br BRA,MF,30.0,8,277.0,35.0,8.1,3.1,3,53.0,0.0,5,24.0,6,1.13,5.0,2.0,3.0,0.97,1.09,Matches
Bruno Fabiano Alves,br BRA,DF,25.0,4,275.0,69.0,8.0,3.1,3,90.0,3.0,1,4.0,12,1.25,2.0,4.0,-2.0,-0.65,-0.68,Matches
Gilberto,br BRA,FW,27.0,17,444.0,26.0,13.0,4.9,2,85.0,0.0,15,18.0,9,1.12,11.0,11.0,0.0,0.0,0.03,Matches
Thomaz,br BRA,MF,30.0,12,363.0,30.0,10.6,4.0,2,63.0,0.0,10,24.0,24,1.5,9.0,4.0,5.0,1.24,1.42,Matches
Denílson,br BRA,FW,21.0,12,362.0,30.0,10.6,4.0,2,84.0,0.0,10,19.0,11,1.0,4.0,7.0,-3.0,-0.75,-0.8,Matches
Luiz Araújo,br BRA,"FW,MF",20.0,4,242.0,61.0,7.1,2.7,2,90.0,1.0,2,32.0,0,1.5,3.0,2.0,1.0,0.37,0.43,Matches
Brenner,br BRA,FW,17.0,4,193.0,48.0,5.6,2.1,2,77.0,0.0,2,20.0,12,1.0,3.0,1.0,2.0,0.93,1.02,Matches
João Schmidt,br BRA,MF,23.0,3,117.0,39.0,3.4,1.3,1,92.0,1.0,2,13.0,2,2.0,2.0,1.0,1.0,0.77,0.82,Matches
Douglas,br BRA,DF,26.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,12,0.0,2.0,3.0,-1.0,-1.0,-1.0,Matches
Wesley,br BRA,MF,29.0,3,88.0,29.0,2.6,1.0,1,46.0,0.0,2,21.0,5,0.33,1.0,2.0,-1.0,-1.02,-1.02,Matches
Guilherme Bissoli,br BRA,FW,19.0,1,13.0,13.0,0.4,0.1,0,,0.0,1,12.0,1,1.0,0.0,1.0,-1.0,-6.92,-6.92,Matches
Aderlan Santos,br BRA,DF,27.0,3,11.0,4.0,0.3,0.1,0,,0.0,3,3.0,13,2.33,0.0,0.0,0.0,0.0,0.03,Matches
Léo Natel,br BRA,"FW,MF",19.0,1,9.0,9.0,0.3,0.1,0,,0.0,1,8.0,4,0.0,0.0,0.0,0.0,0.0,0.03,Matches
Gabriel Sara,br BRA,MF,17.0,1,8.0,8.0,0.2,0.1,0,,0.0,1,7.0,1,1.0,0.0,1.0,-1.0,-11.25,-11.25,Matches
Andrés Chávez,ar ARG,"FW,MF",25.0,1,3.0,3.0,0.1,0.0,0,,0.0,1,2.0,2,3.0,0.0,0.0,0.0,0.0,0.03,Matches
Paulinho Bóia,br BRA,"FW,MF",18.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Pedro Bortoluzo,br BRA,FW,20.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Caique,br BRA,DF,18.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Denis,br BRA,GK,29.0,0,,,,,0,,0.0,0,,18,,,,,,,Matches
