Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Tiago Volpi,br BRA,GK,29.0,38.0,1,0,0,0,9,0,0,0,0,0,0,0,42,6,0,100.0,Matches
Reinaldo,br BRA,DF,30.0,33.6,5,1,0,39,42,1,267,39,29,0,0,0,158,42,26,61.8,Matches
Dani Alves,br BRA,"MF,FW",36.0,29.9,10,0,0,64,63,10,192,19,31,0,1,0,207,15,21,41.7,Matches
Luciano,br BRA,FW,26.0,27.7,5,0,0,37,60,9,21,15,15,0,1,0,90,14,31,31.1,Matches
Igor Gomes,br BRA,"MF,FW",20.0,26.6,4,0,0,41,42,5,67,24,14,0,0,0,107,28,29,49.1,Matches
Gabriel Sara,br BRA,"MF,FW",20.0,25.3,5,0,0,31,32,7,72,15,17,0,0,0,95,29,29,50.0,Matches
Tchê Tchê,br BRA,MF,27.0,26.6,6,1,0,31,37,1,16,21,11,0,0,0,106,7,12,36.8,Matches
Bruno Fabiano Alves,br BRA,DF,28.0,24.3,5,0,0,44,39,0,1,22,11,1,0,0,84,59,47,55.7,Matches
Luan Silva,br BRA,MF,20.0,23.4,6,0,0,40,18,0,6,37,22,0,0,0,112,23,14,62.2,Matches
Juanfran,es ESP,DF,35.0,18.6,3,0,0,23,12,0,76,22,18,0,0,0,69,10,31,24.4,Matches
Brenner,br BRA,FW,20.0,21.2,5,0,0,19,38,6,4,6,3,0,0,0,50,14,30,31.8,Matches
Robert Arboleda,ec ECU,DF,28.0,19.2,4,0,0,24,19,0,4,31,9,0,0,0,101,70,33,68.0,Matches
Diego,br BRA,DF,20.0,16.8,4,0,0,34,14,0,3,30,21,0,1,0,89,79,42,65.3,Matches
Léo Pelé,br BRA,DF,23.0,14.7,3,0,0,12,18,0,18,18,7,0,1,0,80,26,13,66.7,Matches
Pablo,br BRA,"FW,MF",27.0,16.0,4,0,0,43,19,12,11,10,8,0,0,0,52,28,49,36.4,Matches
Igor Vinícius de Souza,br BRA,DF,22.0,15.3,7,0,0,39,19,0,54,30,26,1,1,0,88,18,23,43.9,Matches
Vitor Bueno,br BRA,"FW,MF",25.0,14.8,2,0,0,10,30,3,28,13,9,0,0,0,72,25,17,59.5,Matches
Paulinho Bóia,br BRA,"FW,DF",21.0,5.6,0,0,0,11,21,4,12,3,8,0,0,0,28,7,5,58.3,Matches
Liziero,br BRA,"MF,DF",21.0,4.4,1,0,0,7,4,0,12,4,4,0,0,0,21,5,8,38.5,Matches
Hernanes,br BRA,"MF,FW",34.0,5.9,5,0,0,17,17,0,14,7,5,0,0,0,47,12,12,50.0,Matches
Gonzalo Carneiro,uy URU,"FW,MF",24.0,2.3,1,0,0,9,6,0,1,4,2,0,0,0,4,14,10,58.3,Matches
Jonas,br BRA,"MF,FW",20.0,2.3,1,0,0,4,2,0,8,0,3,0,0,0,12,9,6,60.0,Matches
Rodrigo Nestor,br BRA,"MF,FW",19.0,1.8,1,0,0,3,3,0,3,2,3,0,0,0,14,2,2,50.0,Matches
Welington,br BRA,DF,18.0,1.0,1,0,0,4,1,0,0,4,0,0,0,0,2,1,0,100.0,Matches
Santiago Tréllez,co COL,"MF,FW",30.0,0.7,0,0,0,2,2,0,0,1,0,0,0,0,2,1,7,12.5,Matches
Helinho,br BRA,"MF,FW",19.0,0.6,0,0,0,0,1,0,4,0,3,0,0,0,3,0,1,0.0,Matches
Antonio Galeano,py PAR,"MF,DF",19.0,0.5,0,0,0,1,7,0,1,0,1,1,0,0,6,0,0,,Matches
Joao Rojas,ec ECU,MF,30.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0,Matches
Squad Total,,,26.5,38.0,90,2,0,589,575,58,896,377,280,3,5,0,1741,545,498,52.3,
Opponent Total,,,26.3,38.0,87,5,3,613,557,52,537,426,321,4,7,0,1679,498,545,47.7,
