Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Vladimir,br BRA,GK,29.0,33.5,53,7,0,11,1,50.6,0.27,-1.4,-0.04,130,376,34.6,532,107,35.3,34.4,327,57.5,42.7,511,8,1.6,6,0.18,10.1,Matches
Lucas Frigeri,br BRA,GK,29.0,4.0,7,0,0,1,0,4.4,0.2,-2.6,-0.64,17,50,34.0,72,7,48.6,36.9,34,44.1,34.7,53,0,0.0,1,0.25,13.3,Matches
Glédson,br BRA,GK,35.0,0.5,2,0,0,0,0,1.5,0.49,-0.5,-1.05,1,2,50.0,10,2,20.0,25.6,0,,,2,0,0.0,0,0.0,9.5,Matches
Squad Total,,,26.7,38.0,62,7,0,12,1,56.5,0.27,-4.5,-0.12,148,428,34.6,614,116,36.6,,361,56.2,42.0,566,8,1.4,7,0.18,,
Opponent Total,,,27.3,38.0,18,4,1,3,1,28.5,0.21,11.5,0.3,166,424,39.2,746,139,35.8,33.9,317,49.5,39.8,545,32,5.9,29,0.76,12.6,
