Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Vladimir,br BRA,GK,29.0,33.5,3,0,0,0,2,0,0,0,0,0,0,0,28,7,0,100.0,Matches
Betão,br BRA,DF,35.0,27.7,5,1,0,19,30,0,2,63,22,0,1,0,128,55,40,57.9,Matches
Igor,br BRA,DF,26.0,27.5,5,0,0,33,26,3,78,52,29,0,0,0,141,47,46,50.5,Matches
Pedro Castro,br BRA,MF,25.0,25.6,1,0,0,31,32,1,12,40,28,0,0,0,211,34,26,56.7,Matches
Richard Franco,py PAR,MF,26.0,25.3,5,0,0,65,43,0,27,31,32,0,0,0,174,45,46,49.5,Matches
Lourenço,br BRA,"DF,FW",21.0,23.4,3,0,0,28,36,5,136,39,22,0,0,0,141,23,55,29.5,Matches
Caio Paulista,br BRA,"MF,FW",20.0,22.4,1,0,0,30,36,2,43,22,22,1,0,0,130,29,35,45.3,Matches
João Paulo Alves,br BRA,"MF,FW",28.0,23.2,8,1,1,44,44,1,72,18,37,0,0,0,137,12,34,26.1,Matches
Ricardo Thalheimer,br BRA,DF,26.0,19.3,4,0,0,22,5,3,4,35,20,0,2,1,82,33,40,45.2,Matches
Marquinhos,br BRA,DF,36.0,18.0,3,0,0,20,8,2,0,36,15,0,0,0,66,54,29,65.1,Matches
Leonardo Morais,br BRA,DF,27.0,14.5,8,2,1,38,25,1,54,28,28,0,1,0,95,14,14,50.0,Matches
Matheus Barbosa,br BRA,MF,24.0,12.0,1,1,0,16,13,1,7,14,13,0,0,0,58,20,23,46.5,Matches
Jonathan Júnior,br BRA,FW,19.0,13.0,3,0,0,30,30,3,10,3,7,2,0,0,49,20,39,33.9,Matches
Eduardo Kunde,br BRA,DF,21.0,11.3,2,1,0,12,8,0,0,17,10,0,1,0,35,22,21,51.2,Matches
Luanderson,br BRA,"MF,DF",29.0,10.5,3,0,0,15,24,0,0,22,14,0,1,0,73,19,22,46.3,Matches
Brenner Marlos,br BRA,FW,24.0,10.3,4,1,0,29,23,7,0,1,3,0,0,0,18,14,59,19.2,Matches
Vinícius Araújo,br BRA,"FW,MF",25.0,11.1,2,0,0,17,21,5,14,3,3,1,0,0,29,17,43,28.3,Matches
Iury,br BRA,DF,26.0,7.5,1,0,0,15,11,0,32,24,5,1,0,0,33,10,13,43.5,Matches
Wesley Soares,br BRA,"MF,DF",20.0,5.7,1,1,0,9,3,1,6,5,5,0,0,0,32,1,5,16.7,Matches
Julinho,br BRA,"MF,DF",32.0,5.8,2,0,0,7,4,0,31,8,6,0,0,0,38,10,16,38.5,Matches
Gegê,br BRA,MF,25.0,5.7,2,0,0,13,6,0,45,6,11,0,0,0,26,4,8,33.3,Matches
Paulinho Oliveira,br BRA,DF,30.0,5.7,0,0,0,7,11,0,27,8,4,0,1,0,29,5,6,45.5,Matches
Getúlio,br BRA,"FW,MF",21.0,5.4,0,0,0,8,10,3,3,5,7,0,0,0,10,9,34,20.9,Matches
Gustavo Ferrareis,br BRA,"FW,MF",23.0,4.7,1,1,0,8,9,2,16,2,4,0,0,0,25,10,16,38.5,Matches
Luan Pereira,ae UAE,"MF,FW",18.0,6.7,4,0,0,15,22,0,4,8,9,0,0,0,38,13,8,61.9,Matches
Douglas dos Santos,br BRA,"MF,FW",36.0,5.6,1,0,0,3,8,2,35,0,2,0,0,0,22,5,3,62.5,Matches
Jonny Mosquera,co COL,MF,27.0,5.1,2,0,0,8,14,0,0,14,8,0,0,0,36,6,8,42.9,Matches
Lucas Frigeri,br BRA,GK,29.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
Igor Goularte,br BRA,"FW,MF",22.0,3.0,0,0,0,4,4,1,11,0,2,0,0,0,18,0,5,0.0,Matches
Ramon Pereira,br BRA,DF,19.0,3.0,0,0,0,1,3,0,12,1,10,0,0,0,10,2,4,33.3,Matches
