Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Raniele,br BRA,"MF,DF",25.0,31.3,1543,1456,79,76,3,12,13,3,0,0,0,0,1194,8,39,Matches
Kevin,br BRA,DF,24.0,29.2,1951,1505,441,96,2,10,184,273,69,18,45,1,1445,5,39,Matches
Bruno Silva,br BRA,MF,35.0,28.9,1387,1347,37,35,2,3,14,1,0,0,0,0,1162,3,16,Matches
Guilherme Bissoli,br BRA,FW,24.0,27.1,545,477,66,1,1,0,15,2,0,0,0,0,386,2,25,Matches
Bruno Cortez,br BRA,DF,34.0,27.0,1482,1203,277,40,1,6,28,237,0,0,0,0,1191,2,44,Matches
Eduardo,br BRA,MF,25.0,20.8,789,763,23,10,4,4,26,11,2,1,0,0,659,3,12,Matches
William Pottker,br BRA,"FW,MF",28.0,21.9,755,728,24,3,5,7,55,9,8,2,0,0,579,3,20,Matches
Vladimir,br BRA,GK,32.0,22.5,668,403,262,48,0,2,0,0,0,0,0,0,551,3,0,Matches
Bressan,br BRA,DF,29.0,20.6,1046,988,54,52,0,20,0,2,0,0,0,0,875,4,8,Matches
Muriqui,br BRA,"FW,MF",35.0,14.3,376,363,11,2,2,3,12,3,1,0,0,0,277,2,9,Matches
Arthur Chaves,br BRA,DF,21.0,16.5,829,808,17,15,0,2,0,2,0,0,0,0,720,4,6,Matches
Rafael Vaz,br BRA,DF,33.0,15.5,850,793,54,52,2,19,8,1,0,0,0,0,668,3,1,Matches
Natanael,br BRA,"DF,FW",31.0,13.4,537,418,118,31,1,7,106,56,31,16,11,0,345,1,10,Matches
Nonoca,br BRA,MF,23.0,11.5,503,488,15,15,0,1,1,0,0,0,0,0,441,0,7,Matches
Douglas Friedrich,br BRA,GK,33.0,10.4,261,154,106,23,0,0,0,0,0,0,0,0,201,1,0,Matches
Renato,br BRA,"DF,MF",32.0,11.3,467,392,75,13,0,2,63,39,22,10,12,0,351,0,12,Matches
Morato,br BRA,"FW,MF",29.0,7.3,214,206,6,2,1,1,5,1,3,0,0,0,168,2,7,Matches
Jean Cléber,br BRA,MF,31.0,9.6,401,390,10,6,1,2,6,4,0,0,0,0,316,1,11,Matches
Jean Pyerre,br BRA,MF,23.0,8.4,611,570,40,14,3,2,26,4,22,10,6,0,510,1,4,Matches
Thales Oleques,br BRA,DF,27.0,6.2,282,214,67,11,0,0,21,56,0,0,0,0,202,1,5,Matches
Marcinho,br BRA,"FW,MF",26.0,5.8,224,209,15,3,1,3,14,7,5,1,2,0,186,0,1,Matches
Rodrigo Freitas,br BRA,DF,23.0,5.3,287,275,11,9,0,1,2,2,0,0,0,0,249,1,2,Matches
Glédson,br BRA,GK,38.0,5.0,128,70,57,10,0,0,0,0,0,0,0,0,98,1,0,Matches
Mateus Sarará,br BRA,MF,19.0,4.8,261,257,2,2,0,2,1,0,0,0,0,0,212,2,1,Matches
Pablo Dyego,br BRA,FW,27.0,5.4,130,126,4,1,0,0,7,2,0,0,0,0,108,0,3,Matches
Paolo Guerrero,pe PER,FW,38.0,4.8,111,101,10,0,0,0,2,0,0,0,0,0,79,0,2,Matches
Vitinho,br BRA,"FW,MF",21.0,4.0,96,88,8,4,0,1,1,0,0,0,0,0,73,0,4,Matches
Matheus Galdezani,br BRA,MF,29.0,3.2,142,137,4,2,0,1,4,0,2,0,2,0,106,1,6,Matches
Jonathan Copete,co COL,FW,34.0,3.1,81,79,1,0,0,0,6,0,1,0,0,0,56,1,7,Matches
Felipe Silva Lipe,br BRA,DF,19.0,3.0,109,105,4,3,0,0,0,0,0,0,0,0,94,0,1,Matches
Wellington,br BRA,DF,26.0,3.0,131,127,4,4,0,0,0,0,0,0,0,0,108,0,1,Matches
Rômulo,br BRA,"FW,MF",26.0,4.7,140,128,12,3,2,0,7,4,0,0,0,0,100,0,6,Matches
Vinícius Leite,br BRA,MF,28.0,1.5,65,60,5,2,0,1,5,0,3,3,0,0,50,0,0,Matches
Dentinho,br BRA,"FW,MF",24.0,3.2,107,106,1,0,2,0,7,0,1,0,0,0,84,0,3,Matches
Raphael Rodrigues,br BRA,DF,23.0,1.4,96,93,3,3,0,0,0,0,0,0,0,0,84,0,1,Matches
Diego Matos,br BRA,DF,25.0,1.2,62,52,10,0,0,0,2,10,0,0,0,0,40,0,0,Matches
Lucas Silva,br BRA,"FW,MF",24.0,1.2,30,30,0,0,0,0,3,0,0,0,0,0,19,0,2,Matches
Nathan,br BRA,"FW,MF",22.0,1.1,21,20,1,0,0,0,0,0,0,0,0,0,16,0,1,Matches
Felipe Rocha,br BRA,FW,19.0,0.5,11,11,0,0,0,0,0,0,0,0,0,0,7,0,1,Matches
Gaspar,br BRA,FW,19.0,0.4,9,8,1,0,0,0,1,1,0,0,0,0,5,0,0,Matches
Andrey,br BRA,MF,19.0,0.3,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Gustavo Santos,br BRA,FW,19.0,0.2,11,11,0,0,0,0,1,0,0,0,0,0,9,0,1,Matches
Matheus Ribeiro,br BRA,DF,28.0,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
Vinícius Jaú,br BRA,MF,23.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Gabriel Kazu,br BRA,MF,22.0,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Squad Total,,,28.7,38.0,17767,15777,1935,591,33,112,646,730,170,61,78,1,14036,55,319,
Opponent Total,,,27.6,38.0,17630,15642,1949,547,32,127,804,782,262,125,102,1,13924,39,327,
