Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Raniele,br BRA,"MF,DF",25.0,31.3,1966,199,689,1097,206,31,1966,65,38,58.5,22,33.8,1126,7103,3768,49,44,11,40,23,1264,37,Matches
Kevin,br BRA,DF,24.0,29.2,2222,127,667,996,583,21,2221,31,14,45.2,15,48.4,1000,4624,2360,36,31,2,25,9,1172,95,Matches
Bruno Silva,br BRA,MF,35.0,28.9,1710,88,389,1066,271,31,1710,29,19,65.5,9,31.0,905,4077,1661,22,22,5,25,25,1090,61,Matches
Guilherme Bissoli,br BRA,FW,24.0,27.1,800,28,63,383,365,78,792,36,15,41.7,18,50.0,417,1700,559,17,21,6,55,39,543,145,Matches
Bruno Cortez,br BRA,DF,34.0,27.0,1730,91,471,994,299,11,1730,53,36,67.9,16,30.2,917,5925,3482,68,51,3,31,20,1001,78,Matches
Eduardo,br BRA,MF,25.0,20.8,1030,20,144,638,267,21,1030,45,19,42.2,24,53.3,586,3622,1644,40,35,5,41,22,711,75,Matches
William Pottker,br BRA,"FW,MF",28.0,21.9,1083,19,114,494,496,83,1081,106,52,49.1,50,47.2,696,4760,2240,76,63,17,84,39,832,191,Matches
Vladimir,br BRA,GK,32.0,22.5,724,650,724,0,0,0,724,0,0,,0,,363,1426,858,0,0,0,0,0,265,0,Matches
Bressan,br BRA,DF,29.0,20.6,1214,213,645,553,19,8,1214,2,2,100.0,0,0.0,688,3364,2328,10,7,1,2,1,811,2,Matches
Muriqui,br BRA,"FW,MF",35.0,14.3,509,5,44,272,199,38,507,27,8,29.6,19,70.4,304,1730,770,23,25,6,25,12,375,101,Matches
Arthur Chaves,br BRA,DF,21.0,16.5,981,143,513,452,20,12,981,4,2,50.0,2,50.0,587,2826,1650,6,3,0,6,1,671,0,Matches
Rafael Vaz,br BRA,DF,33.0,15.5,1000,141,496,463,49,9,1000,6,5,83.3,1,16.7,560,2700,1757,6,12,0,7,5,655,3,Matches
Natanael,br BRA,"DF,FW",31.0,13.4,665,39,186,246,240,16,665,24,10,41.7,10,41.7,315,1942,1018,27,21,4,15,9,346,74,Matches
Nonoca,br BRA,MF,23.0,11.5,635,35,184,406,63,8,635,20,10,50.0,9,45.0,367,2223,1183,18,17,2,18,14,395,6,Matches
Douglas Friedrich,br BRA,GK,33.0,10.4,291,237,290,1,0,0,291,0,0,,0,,127,626,340,0,0,0,0,0,100,0,Matches
Renato,br BRA,"DF,MF",32.0,11.3,586,24,133,259,199,10,586,17,8,47.1,6,35.3,293,1504,818,22,16,2,20,10,375,61,Matches
Morato,br BRA,"FW,MF",29.0,7.3,315,6,38,130,151,15,315,27,16,59.3,11,40.7,216,1081,385,9,9,5,29,15,250,60,Matches
Jean Cléber,br BRA,MF,31.0,9.6,510,16,103,298,120,15,510,18,9,50.0,7,38.9,290,1391,625,13,10,0,16,17,337,26,Matches
Jean Pyerre,br BRA,MF,23.0,8.4,678,1,63,425,196,6,678,18,10,55.6,7,38.9,412,1755,821,13,16,0,12,9,524,34,Matches
Thales Oleques,br BRA,DF,27.0,6.2,355,30,137,132,86,0,355,5,1,20.0,3,60.0,167,760,388,9,5,0,4,3,174,18,Matches
Marcinho,br BRA,"FW,MF",26.0,5.8,294,3,24,125,146,22,294,12,6,50.0,6,50.0,190,1025,445,16,7,6,20,8,219,53,Matches
Rodrigo Freitas,br BRA,DF,23.0,5.3,330,41,180,146,8,1,330,0,0,,0,,211,1105,675,5,2,0,1,0,229,0,Matches
Glédson,br BRA,GK,38.0,5.0,134,121,134,0,0,0,134,1,1,100.0,0,0.0,60,305,225,0,0,0,0,0,42,0,Matches
Mateus Sarará,br BRA,MF,19.0,4.8,299,22,79,188,35,2,299,3,2,66.7,0,0.0,170,730,356,4,4,0,1,3,198,1,Matches
Pablo Dyego,br BRA,FW,27.0,5.4,200,10,47,83,72,6,200,16,6,37.5,9,56.3,134,837,431,15,15,0,11,8,139,33,Matches
Paolo Guerrero,pe PER,FW,38.0,4.8,183,5,11,94,80,26,183,11,7,63.6,3,27.3,101,431,182,6,7,1,21,16,144,26,Matches
Vitinho,br BRA,"FW,MF",21.0,4.0,146,5,14,83,54,12,146,16,8,50.0,4,25.0,103,671,375,15,10,3,18,8,114,28,Matches
Matheus Galdezani,br BRA,MF,29.0,3.2,195,6,34,91,71,9,195,13,7,53.8,6,46.2,102,506,235,9,6,3,7,4,128,18,Matches
Jonathan Copete,co COL,FW,34.0,3.1,123,9,20,58,46,12,123,6,3,50.0,3,50.0,70,269,81,4,3,2,8,6,83,18,Matches
Felipe Silva Lipe,br BRA,DF,19.0,3.0,143,46,105,36,2,2,143,0,0,,0,,86,390,199,1,2,2,1,0,87,0,Matches
Wellington,br BRA,DF,26.0,3.0,167,38,107,57,4,3,167,1,0,0.0,1,100.0,110,590,407,0,1,1,0,0,113,0,Matches
Rômulo,br BRA,"FW,MF",26.0,4.7,207,5,20,116,75,9,207,17,8,47.1,7,41.2,124,630,303,6,7,1,15,5,144,28,Matches
