Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Vladimir,br BRA,GK,32.0,22.5,37,6,1,7,0,41.1,0.3,4.1,0.18,61,160,38.1,451,91,21.7,28.6,214,29.0,31.4,376,12,3.2,11,0.49,10.8,Matches
Douglas Friedrich,br BRA,GK,33.0,10.4,16,2,0,3,0,13.7,0.31,-2.3,-0.22,35,88,39.8,177,41,31.6,32.6,83,38.6,35.7,170,5,2.9,11,1.05,11.0,Matches
Glédson,br BRA,GK,38.0,5.0,7,0,0,2,1,4.1,0.25,-1.9,-0.37,13,39,33.3,80,21,31.3,31.4,47,29.8,30.5,106,4,3.8,1,0.2,12.2,Matches
Squad Total,,,28.7,38.0,60,8,1,12,1,59.1,0.29,0.1,0.0,112,293,38.2,710,153,25.6,,349,31.8,32.5,655,21,3.2,24,0.63,,
Opponent Total,,,27.6,38.0,34,13,2,2,0,42.4,0.24,8.4,0.22,165,427,38.6,781,149,40.1,35.1,288,39.6,34.1,524,32,6.1,39,1.03,13.8,
