Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Betão,br BRA,DF,33.0,36.0,1,6,2,33.3,0.17,0.06,0.17,0.5,,0,0,Matches
Alemão,br BRA,DF,26.0,33.3,0,16,3,18.8,0.48,0.09,0.0,0.0,,0,0,Matches
Judson,br BRA,MF,23.0,29.5,0,25,2,8.0,0.85,0.07,0.0,0.0,,0,0,Matches
Leandro Silva,br BRA,DF,28.0,29.7,1,26,6,23.1,0.87,0.2,0.04,0.17,,0,0,Matches
Douglas Friedrich,br BRA,GK,28.0,28.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Pedro Castro,br BRA,MF,23.0,27.9,3,35,11,31.4,1.25,0.39,0.09,0.27,,0,0,Matches
Cappa,br BRA,"DF,MF",24.0,27.3,0,15,1,6.7,0.55,0.04,0.0,0.0,,0,0,Matches
Junior Dutra,br BRA,"FW,MF",28.0,26.2,9,70,23,32.9,2.67,0.88,0.09,0.26,,3,3,Matches
Rômulo,br BRA,"FW,MF",21.0,23.1,3,49,15,30.6,2.12,0.65,0.06,0.2,,0,0,Matches
Wellington Simião,br BRA,MF,29.0,21.9,2,23,6,26.1,1.05,0.27,0.09,0.33,,0,0,Matches
Juan,br BRA,"DF,MF",34.0,17.5,1,20,4,20.0,1.14,0.23,0.05,0.25,,0,0,Matches
Diederrick Joel,cm CMR,FW,23.0,16.6,3,34,9,26.5,2.05,0.54,0.09,0.33,,0,0,Matches
Marquinhos,br BRA,MF,35.0,15.6,4,22,10,45.5,1.41,0.64,0.09,0.2,,2,2,Matches
Luan Scapolan,br BRA,MF,28.0,11.8,0,4,3,75.0,0.34,0.25,0.0,0.0,,0,0,Matches
João Paulo,br BRA,DF,26.0,11.0,0,5,1,20.0,0.46,0.09,0.0,0.0,,0,0,Matches
Maurício Kozlinski,br BRA,GK,25.0,10.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Luan Pereira,ae UAE,MF,16.0,10.5,0,12,6,50.0,1.14,0.57,0.0,0.0,,0,0,Matches
Maicon Sisenando,br BRA,DF,35.0,7.0,1,5,1,20.0,0.72,0.14,0.2,1.0,,0,0,Matches
Willians Santana,br BRA,"FW,MF",28.0,7.1,0,11,4,36.4,1.55,0.57,0.0,0.0,,0,0,Matches
Airton,br BRA,DF,26.0,4.1,0,3,0,0.0,0.73,0.0,0.0,,,0,0,Matches
Maurinho,br BRA,FW,27.0,5.4,0,11,1,9.1,2.03,0.18,0.0,0.0,,0,0,Matches
Diego Tavares,br BRA,FW,25.0,5.2,0,3,0,0.0,0.58,0.0,0.0,,,0,0,Matches
Lourenço,br BRA,"FW,MF",19.0,3.9,1,8,2,25.0,2.05,0.51,0.13,0.5,,0,0,Matches
Denílson,br BRA,FW,21.0,2.7,0,3,0,0.0,1.09,0.0,0.0,,,0,0,Matches
Lucas Otávio,br BRA,MF,22.0,2.8,0,0,0,,0.0,0.0,,,,0,0,Matches
Gustavo,br BRA,DF,34.0,2.7,0,1,0,0.0,0.37,0.0,0.0,,,0,0,Matches
Caio César,br BRA,MF,21.0,0.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Vinícius Pacheco,br BRA,MF,31.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Iury de Castilho,br BRA,"FW,MF",21.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,27.3,38.0,29,407,110,27.0,10.71,2.89,0.06,0.22,,5,5,
Opponent Total,,,26.7,38.0,46,635,193,30.4,16.71,5.08,0.06,0.2,,8,11,
