Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Vladimir,br BRA,GK,29.0,33.5,4,0.12,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Betão,br BRA,DF,35.0,27.7,15,0.54,12,1,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Igor,br BRA,DF,26.0,27.5,50,1.85,41,5,2,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Pedro Castro,br BRA,MF,25.0,25.6,37,1.44,33,0,1,3,0,0,2,0.08,2,0,0,0,0,0,Matches
Richard Franco,py PAR,MF,26.0,25.3,46,1.81,32,1,5,4,4,0,1,0.04,1,0,0,0,0,0,Matches
Lourenço,br BRA,"DF,FW",21.0,23.4,57,2.43,34,15,5,2,1,0,4,0.17,2,2,0,0,0,0,Matches
Caio Paulista,br BRA,"MF,FW",20.0,22.4,91,4.06,51,5,24,5,5,1,4,0.18,2,0,1,0,1,0,Matches
João Paulo Alves,br BRA,"MF,FW",28.0,23.2,87,3.76,64,6,7,3,6,1,3,0.13,1,0,0,0,1,1,Matches
Ricardo Thalheimer,br BRA,DF,26.0,19.3,14,0.73,11,0,0,2,0,1,0,0.0,0,0,0,0,0,0,Matches
Marquinhos,br BRA,DF,36.0,18.0,3,0.17,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,Matches
Leonardo Morais,br BRA,DF,27.0,14.5,46,3.08,23,3,11,1,7,1,3,0.2,1,0,1,1,0,0,Matches
Matheus Barbosa,br BRA,MF,24.0,12.0,28,2.34,21,0,1,1,4,1,0,0.0,0,0,0,0,0,0,Matches
Jonathan Júnior,br BRA,FW,19.0,13.0,36,2.76,22,1,2,3,6,2,5,0.38,2,0,0,1,2,0,Matches
Eduardo Kunde,br BRA,DF,21.0,11.3,6,0.53,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
