Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Douglas Friedrich,br BRA,GK,28.0,28,28,2520,28.0,34,1.21,141,114,80.1,8,11,9,10,35.7,9,6,1,2,14.3,Matches
Maurício Kozlinski,br BRA,GK,25.0,11,10,900,10.0,14,1.4,39,27,69.2,2,2,6,3,30.0,2,2,0,0,0.0,Matches
Squad Total,,,27.3,38,38,3420,38.0,48,1.26,180,141,77.8,10,13,15,12,31.6,11,8,1,2,11.1,
Opponent Total,,,26.7,38,38,3420,38.0,29,0.76,102,78,76.5,15,13,10,15,39.5,5,5,0,0,0.0,
