Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Vladimir,br BRA,GK,29.0,33.5,604,861,70.2,17246,12068,104,104,100.0,293,293,100.0,199,454,43.8,0,0.0,0.0,0.0,0,5,0,0,1,Matches
Betão,br BRA,DF,35.0,27.7,1032,1266,81.5,21509,9345,293,323,90.7,587,658,89.2,143,255,56.1,0,0.2,0.2,-0.2,7,61,1,1,79,Matches
Igor,br BRA,DF,26.0,27.5,1106,1362,81.2,16730,6923,651,708,91.9,382,477,80.1,57,105,54.3,0,1.4,1.5,-1.4,25,90,17,12,124,Matches
Pedro Castro,br BRA,MF,25.0,25.6,1011,1222,82.7,19219,5989,400,462,86.6,445,507,87.8,147,207,71.0,0,1.5,1.1,-1.5,19,110,8,1,119,Matches
Richard Franco,py PAR,MF,26.0,25.3,664,925,71.8,10508,3443,344,409,84.1,261,345,75.7,39,94,41.5,1,1.3,2.0,-0.3,18,86,11,2,110,Matches
Lourenço,br BRA,"DF,FW",21.0,23.4,680,1027,66.2,11102,4670,360,429,83.9,253,369,68.6,51,155,32.9,3,2.0,1.7,1.0,27,59,15,9,81,Matches
Caio Paulista,br BRA,"MF,FW",20.0,22.4,570,738,77.2,7612,2145,372,438,84.9,143,188,76.1,30,54,55.6,0,1.3,2.0,-1.3,25,44,23,5,71,Matches
João Paulo Alves,br BRA,"MF,FW",28.0,23.2,899,1146,78.4,14818,3748,461,513,89.9,322,401,80.3,86,143,60.1,0,2.5,2.5,-2.5,44,119,14,0,151,Matches
Ricardo Thalheimer,br BRA,DF,26.0,19.3,709,906,78.3,14857,6897,205,227,90.3,379,429,88.3,118,228,51.8,0,0.3,0.2,-0.3,6,62,0,0,64,Matches
Marquinhos,br BRA,DF,36.0,18.0,444,562,79.0,8840,3793,134,159,84.3,253,295,85.8,51,98,52.0,0,0.0,0.0,0.0,0,17,0,0,31,Matches
Leonardo Morais,br BRA,DF,27.0,14.5,556,756,73.5,8968,4208,282,318,88.7,235,320,73.4,29,75,38.7,2,2.0,1.0,0.0,15,36,16,11,57,Matches
Matheus Barbosa,br BRA,MF,24.0,12.0,375,495,75.8,6750,1879,160,190,84.2,164,204,80.4,47,80,58.8,0,1.6,0.7,-1.6,14,50,3,0,48,Matches
Jonathan Júnior,br BRA,FW,19.0,13.0,227,310,73.2,3132,511,128,161,79.5,71,88,80.7,12,18,66.7,0,1.0,0.3,-1.0,13,13,2,0,20,Matches
Eduardo Kunde,br BRA,DF,21.0,11.3,367,458,80.1,7599,3187,108,118,91.5,201,229,87.8,55,103,53.4,0,0.0,0.1,0.0,0,33,1,0,40,Matches
Luanderson,br BRA,"MF,DF",29.0,10.5,374,428,87.4,7368,1899,129,144,89.6,191,203,94.1,50,65,76.9,0,0.0,0.3,0.0,2,23,0,0,29,Matches
Brenner Marlos,br BRA,FW,24.0,10.3,122,177,68.9,1797,240,64,90,71.1,44,56,78.6,6,9,66.7,0,0.2,0.2,-0.2,5,10,0,0,13,Matches
Vinícius Araújo,br BRA,"FW,MF",25.0,11.1,157,230,68.3,2639,475,83,106,78.3,50,75,66.7,19,26,73.1,0,0.9,1.0,-0.9,10,10,7,1,20,Matches
Iury,br BRA,DF,26.0,7.5,329,440,74.8,5402,2166,170,199,85.4,132,160,82.5,22,57,38.6,1,0.8,0.8,0.2,9,22,11,10,33,Matches
Wesley Soares,br BRA,"MF,DF",20.0,5.7,187,237,78.9,2871,850,100,115,87.0,69,88,78.4,10,15,66.7,0,0.2,0.3,-0.2,5,18,1,0,22,Matches
Julinho,br BRA,"MF,DF",32.0,5.8,189,258,73.3,3209,1433,96,110,87.3,75,99,75.8,15,39,38.5,0,0.5,0.5,-0.5,5,37,4,2,37,Matches
Gegê,br BRA,MF,25.0,5.7,192,263,73.0,3145,804,94,103,91.3,78,98,79.6,14,41,34.1,0,0.7,0.7,-0.7,7,20,5,0,23,Matches
Paulinho Oliveira,br BRA,DF,30.0,5.7,203,262,77.5,3405,1495,106,112,94.6,76,100,76.0,16,31,51.6,0,0.8,0.7,-0.8,11,12,4,3,18,Matches
