Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Marquinhos,br BRA,DF,36.0,19,18,1624.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.0,0.8,6.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Leonardo Morais,br BRA,DF,27.0,18,15,1307.0,14.5,0.0,2.0,2.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,2.0,3.0,45.0,57.0,88.0,0.0,0.14,0.14,0.0,0.14,0.07,0.13,0.2,0.07,0.2,Matches
Matheus Barbosa,br BRA,MF,24.0,18,14,1077.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,0.7,1.6,2.4,9.0,48.0,22.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.2,0.06,0.2,Matches
Jonathan Júnior,br BRA,FW,19.0,16,13,1172.0,13.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.2,3.2,1.0,4.2,30.0,20.0,84.0,0.23,0.0,0.23,0.23,0.23,0.24,0.08,0.32,0.24,0.32,Matches
Eduardo Kunde,br BRA,DF,21.0,12,12,1015.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,0.1,12.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Luanderson,br BRA,"MF,DF",29.0,12,12,943.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,3.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Brenner Marlos,br BRA,FW,24.0,14,12,928.0,10.3,2.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,3.7,2.9,0.2,3.1,5.0,13.0,38.0,0.19,0.0,0.19,0.1,0.1,0.36,0.02,0.37,0.28,0.3,Matches
Vinícius Araújo,br BRA,"FW,MF",25.0,15,10,1001.0,11.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.8,2.8,0.9,3.7,11.0,20.0,84.0,0.09,0.0,0.09,0.09,0.09,0.25,0.08,0.33,0.25,0.33,Matches
Iury,br BRA,DF,26.0,10,9,674.0,7.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.8,1.0,25.0,33.0,41.0,0.0,0.13,0.13,0.0,0.13,0.02,0.1,0.12,0.02,0.12,Matches
Wesley Soares,br BRA,"MF,DF",20.0,10,7,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.2,0.3,6.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,Matches
Julinho,br BRA,"MF,DF",32.0,9,6,524.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,1.0,13.0,37.0,15.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17,Matches
Gegê,br BRA,MF,25.0,11,6,511.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.7,1.4,12.0,23.0,27.0,0.18,0.0,0.18,0.18,0.18,0.12,0.12,0.24,0.12,0.24,Matches
Paulinho Oliveira,br BRA,DF,30.0,6,6,510.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.8,5.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15,Matches
Getúlio,br BRA,"FW,MF",21.0,8,6,488.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,1.0,7.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.19,0.12,0.19,Matches
Gustavo Ferrareis,br BRA,"FW,MF",23.0,8,5,422.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3,1.4,14.0,11.0,48.0,0.0,0.0,0.0,0.0,0.0,0.22,0.07,0.29,0.22,0.29,Matches
Luan Pereira,ae UAE,"MF,FW",18.0,17,4,603.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.2,0.7,15.0,51.0,30.0,0.0,0.15,0.15,0.0,0.15,0.07,0.04,0.1,0.07,0.1,Matches
Douglas dos Santos,br BRA,"MF,FW",36.0,12,4,505.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.4,1.8,8.0,61.0,19.0,0.0,0.18,0.18,0.0,0.18,0.07,0.26,0.33,0.07,0.33,Matches
Jonny Mosquera,co COL,MF,27.0,11,4,463.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Lucas Frigeri,br BRA,GK,29.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Igor Goularte,br BRA,"FW,MF",22.0,7,3,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,14.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches
Ramon Pereira,br BRA,DF,19.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,5.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Bruno Sávio,br BRA,"FW,MF",24.0,5,3,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,12.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches
Zé Marcos,br BRA,DF,20.0,3,3,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Daniel Amorim,br BRA,FW,29.0,9,2,342.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,3.0,9.0,29.0,0.26,0.0,0.26,0.26,0.26,0.16,0.02,0.18,0.16,0.18,Matches
Feliciano Brizuela,py PAR,FW,22.0,4,1,170.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,2.0,21.0,0.53,0.0,0.53,0.53,0.53,0.27,0.0,0.27,0.27,0.27,Matches
Alex Silva,br BRA,DF,24.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.1,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,Matches
Marcinho,br BRA,MF,19.0,3,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Matias,br BRA,FW,20.0,2,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches
Gabriel Lima,br BRA,"MF,FW",22.0,6,0,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.9,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.17,0.25,0.42,0.17,0.42,Matches
Matheus Lucas,br BRA,"FW,MF",20.0,4,0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.15,0.11,0.15,Matches
André Moritz,br BRA,MF,32.0,4,0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.1,0.4,3.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,0.34,0.24,0.34,Matches
Jones Carioca,br BRA,"FW,MF",30.0,3,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.08,0.19,0.27,0.08,0.27,Matches
Glédson,br BRA,GK,35.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Falcão,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Nuno,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.7,38,418,3420.0,38.0,17.0,9.0,26.0,13.0,4.0,5.0,79.0,10.0,34.8,30.9,23.3,54.1,624.0,1422.0,1399.0,0.45,0.24,0.68,0.34,0.58,0.92,0.61,1.53,0.81,1.42,
Opponent Total,,,27.3,38,418,3420.0,38.0,61.0,40.0,101.0,54.0,7.0,7.0,65.0,4.0,57.9,52.4,40.7,93.1,733.0,1750.0,1731.0,1.61,1.05,2.66,1.42,2.47,1.52,1.07,2.59,1.38,2.45,
