Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Vladimir,br BRA,GK,29.0,34,34,3015.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Betão,br BRA,DF,35.0,28,28,2491.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.2,0.4,14.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches
Igor,br BRA,DF,26.0,28,28,2475.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,1.4,2.2,65.0,124.0,118.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches
Pedro Castro,br BRA,MF,25.0,27,27,2308.0,25.6,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.5,1.7,1.5,3.2,11.0,119.0,16.0,0.04,0.0,0.04,0.04,0.04,0.1,0.06,0.16,0.07,0.12,Matches
Richard Franco,py PAR,MF,26.0,27,26,2281.0,25.3,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,2.4,2.4,1.3,3.8,60.0,110.0,72.0,0.04,0.04,0.08,0.04,0.08,0.09,0.05,0.15,0.09,0.15,Matches
Lourenço,br BRA,"DF,FW",21.0,27,25,2110.0,23.4,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,2.0,3.7,49.0,81.0,131.0,0.04,0.13,0.17,0.04,0.17,0.07,0.08,0.16,0.07,0.16,Matches
Caio Paulista,br BRA,"MF,FW",20.0,26,23,2014.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.8,2.8,1.3,4.1,85.0,71.0,195.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18,Matches
João Paulo Alves,br BRA,"MF,FW",28.0,28,22,2085.0,23.2,5.0,0.0,5.0,2.0,3.0,3.0,8.0,1.0,5.1,2.8,2.5,5.3,46.0,151.0,144.0,0.22,0.0,0.22,0.09,0.09,0.22,0.11,0.33,0.12,0.23,Matches
Ricardo Thalheimer,br BRA,DF,26.0,21,20,1734.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.3,1.2,15.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,Matches
