Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Vladimir,br BRA,GK,32.0,23,22,2025,22.5,37,1.64,115,77,73.0,3,6,13,3,13.6,8,6,1,1,14.3,Matches
Douglas Friedrich,br BRA,GK,33.0,11,11,939,10.4,16,1.53,40,24,65.0,4,1,6,2,18.2,2,2,0,0,0.0,Matches
Glédson,br BRA,GK,38.0,5,5,450,5.0,7,1.4,17,11,58.8,2,1,2,1,20.0,0,0,0,0,,Matches
Squad Total,,,28.7,38,38,3414,38.0,60,1.58,173,113,69.9,9,8,21,6,15.8,10,8,1,1,11.1,
Opponent Total,,,27.6,38,38,3420,38.0,34,0.89,129,94,83.7,21,8,9,12,31.6,14,13,1,0,7.1,
