Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Raniele,br BRA,"MF,DF",25.0,31.3,2,31,10,32.3,0.99,0.32,0.06,0.2,23.6,0,0,0,1.4,1.4,0.04,0.6,0.6,Matches
Kevin,br BRA,DF,24.0,29.2,2,19,4,21.1,0.65,0.14,0.05,0.25,27.6,5,1,1,1.5,0.8,0.04,0.5,0.2,Matches
Bruno Silva,br BRA,MF,35.0,28.9,0,14,2,14.3,0.48,0.07,0.0,0.0,16.1,0,0,0,1.6,1.6,0.11,-1.6,-1.6,Matches
Guilherme Bissoli,br BRA,FW,24.0,27.1,14,50,16,32.0,1.84,0.59,0.1,0.31,19.4,2,9,9,11.6,4.5,0.09,2.4,0.5,Matches
Bruno Cortez,br BRA,DF,34.0,27.0,0,9,2,22.2,0.33,0.07,0.0,0.0,21.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Eduardo,br BRA,MF,25.0,20.8,1,35,9,25.7,1.68,0.43,0.03,0.11,23.4,1,0,0,2.3,2.3,0.07,-1.3,-1.3,Matches
William Pottker,br BRA,"FW,MF",28.0,21.9,3,40,14,35.0,1.83,0.64,0.05,0.14,20.3,0,1,2,4.3,3.3,0.08,-1.3,-1.3,Matches
Vladimir,br BRA,GK,32.0,22.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bressan,br BRA,DF,29.0,20.6,0,6,0,0.0,0.29,0.0,0.0,,10.4,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Muriqui,br BRA,"FW,MF",35.0,14.3,4,18,3,16.7,1.26,0.21,0.11,0.67,16.1,0,2,2,4.8,3.2,0.18,-0.8,-1.2,Matches
