Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Vladimir,br BRA,GK,29.0,33.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Betão,br BRA,DF,35.0,27.7,0,4,1,25.0,0.14,0.04,0.0,0.0,13.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Igor,br BRA,DF,26.0,27.5,0,17,3,17.6,0.62,0.11,0.0,0.0,22.7,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
Pedro Castro,br BRA,MF,25.0,25.6,1,33,8,24.2,1.29,0.31,0.03,0.13,28.2,3,0,1,2.5,1.7,0.05,-1.5,-0.7,Matches
Richard Franco,py PAR,MF,26.0,25.3,1,42,7,16.7,1.66,0.28,0.02,0.14,22.9,0,0,0,2.4,2.4,0.06,-1.4,-1.4,Matches
Lourenço,br BRA,"DF,FW",21.0,23.4,1,36,13,36.1,1.54,0.55,0.03,0.08,27.0,13,0,0,1.7,1.7,0.05,-0.7,-0.7,Matches
Caio Paulista,br BRA,"MF,FW",20.0,22.4,0,44,7,15.9,1.97,0.31,0.0,0.0,22.3,1,0,0,2.8,2.8,0.06,-2.8,-2.8,Matches
João Paulo Alves,br BRA,"MF,FW",28.0,23.2,5,40,10,25.0,1.73,0.43,0.05,0.2,23.5,0,3,3,5.1,2.8,0.07,-0.1,-0.8,Matches
Ricardo Thalheimer,br BRA,DF,26.0,19.3,0,12,1,8.3,0.62,0.05,0.0,0.0,16.7,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
Marquinhos,br BRA,DF,36.0,18.0,0,10,0,0.0,0.55,0.0,0.0,,11.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Leonardo Morais,br BRA,DF,27.0,14.5,0,13,1,7.7,0.9,0.07,0.0,0.0,22.8,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
Matheus Barbosa,br BRA,MF,24.0,12.0,0,15,4,26.7,1.25,0.33,0.0,0.0,21.4,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Jonathan Júnior,br BRA,FW,19.0,13.0,3,30,9,30.0,2.3,0.69,0.1,0.33,17.0,1,0,0,3.2,3.2,0.13,-0.2,-0.2,Matches
Eduardo Kunde,br BRA,DF,21.0,11.3,0,1,0,0.0,0.09,0.0,0.0,,10.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Luanderson,br BRA,"MF,DF",29.0,10.5,0,3,1,33.3,0.29,0.1,0.0,0.0,27.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Brenner Marlos,br BRA,FW,24.0,10.3,2,16,3,18.8,1.55,0.29,0.06,0.33,15.7,0,1,1,3.7,2.9,0.18,-1.7,-1.9,Matches
Vinícius Araújo,br BRA,"FW,MF",25.0,11.1,1,21,13,61.9,1.89,1.17,0.05,0.08,16.1,0,0,0,2.8,2.8,0.13,-1.8,-1.8,Matches
Iury,br BRA,DF,26.0,7.5,0,4,0,0.0,0.53,0.0,0.0,,24.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Wesley Soares,br BRA,"MF,DF",20.0,5.7,0,4,0,0.0,0.7,0.0,0.0,,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Julinho,br BRA,"MF,DF",32.0,5.8,0,12,5,41.7,2.06,0.86,0.0,0.0,29.0,3,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Gegê,br BRA,MF,25.0,5.7,1,14,5,35.7,2.47,0.88,0.07,0.2,23.7,3,0,0,0.7,0.7,0.05,0.3,0.3,Matches
Paulinho Oliveira,br BRA,DF,30.0,5.7,0,2,0,0.0,0.35,0.0,0.0,,26.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Getúlio,br BRA,"FW,MF",21.0,5.4,0,9,1,11.1,1.66,0.18,0.0,0.0,15.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Gustavo Ferrareis,br BRA,"FW,MF",23.0,4.7,0,15,2,13.3,3.2,0.43,0.0,0.0,22.2,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
Luan Pereira,ae UAE,"MF,FW",18.0,6.7,0,12,2,16.7,1.79,0.3,0.0,0.0,24.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Douglas dos Santos,br BRA,"MF,FW",36.0,5.6,0,8,1,12.5,1.43,0.18,0.0,0.0,20.7,2,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Jonny Mosquera,co COL,MF,27.0,5.1,0,4,0,0.0,0.78,0.0,0.0,,33.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Lucas Frigeri,br BRA,GK,29.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Igor Goularte,br BRA,"FW,MF",22.0,3.0,0,3,1,33.3,0.99,0.33,0.0,0.0,27.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Ramon Pereira,br BRA,DF,19.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bruno Sávio,br BRA,"FW,MF",24.0,2.4,0,4,1,25.0,1.7,0.42,0.0,0.0,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Zé Marcos,br BRA,DF,20.0,2.3,0,1,0,0.0,0.43,0.0,0.0,,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Daniel Amorim,br BRA,FW,29.0,3.8,1,11,3,27.3,2.89,0.79,0.09,0.33,14.7,0,0,0,0.6,0.6,0.05,0.4,0.4,Matches
Feliciano Brizuela,py PAR,FW,22.0,1.9,1,2,1,50.0,1.06,0.53,0.5,1.0,11.1,0,0,0,0.5,0.5,0.25,0.5,0.5,Matches
Alex Silva,br BRA,DF,24.0,1.0,0,2,1,50.0,2.0,1.0,0.0,0.0,26.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Marcinho,br BRA,MF,19.0,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matheus Matias,br BRA,FW,20.0,0.7,0,2,0,0.0,2.81,0.0,0.0,,21.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Gabriel Lima,br BRA,"MF,FW",22.0,2.2,0,4,1,25.0,1.83,0.46,0.0,0.0,20.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Matheus Lucas,br BRA,"FW,MF",20.0,1.3,0,3,0,0.0,2.29,0.0,0.0,,19.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
André Moritz,br BRA,MF,32.0,1.2,0,4,1,25.0,3.27,0.82,0.0,0.0,26.7,3,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Jones Carioca,br BRA,"FW,MF",30.0,0.6,0,1,0,0.0,1.55,0.0,0.0,,24.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Glédson,br BRA,GK,35.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
