Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Betão,br BRA,DF,33.0,36,3240.0,90.0,94.7,36.0,36,90.0,36.0,0,,0,1.17,28.0,46.0,-18.0,-0.5,0.0,Matches
Alemão,br BRA,DF,26.0,34,2994.0,88.0,87.5,33.3,34,88.0,33.0,0,,0,1.09,26.0,42.0,-16.0,-0.48,0.15,Matches
Judson,br BRA,MF,23.0,33,2654.0,80.0,77.6,29.5,33,80.0,20.0,0,,0,1.15,25.0,37.0,-12.0,-0.41,0.42,Matches
Leandro Silva,br BRA,DF,28.0,32,2677.0,84.0,78.3,29.7,30,88.0,28.0,2,13.0,4,1.09,21.0,38.0,-17.0,-0.57,-0.33,Matches
Douglas Friedrich,br BRA,GK,28.0,28,2520.0,90.0,73.7,28.0,28,90.0,28.0,0,,9,1.25,24.0,34.0,-10.0,-0.36,0.54,Matches
Pedro Castro,br BRA,MF,23.0,32,2510.0,78.0,73.4,27.9,27,87.0,22.0,5,30.0,0,1.22,23.0,33.0,-10.0,-0.36,0.53,Matches
Cappa,br BRA,"DF,MF",24.0,29,2454.0,85.0,71.8,27.3,27,89.0,26.0,2,19.0,8,1.0,17.0,37.0,-20.0,-0.73,-0.83,Matches
Junior Dutra,br BRA,"FW,MF",28.0,30,2358.0,79.0,68.9,26.2,27,85.0,22.0,3,22.0,0,1.3,22.0,35.0,-13.0,-0.5,0.01,Matches
Rômulo,br BRA,"FW,MF",21.0,34,2083.0,61.0,60.9,23.1,24,79.0,13.0,10,18.0,3,1.12,17.0,30.0,-13.0,-0.56,-0.16,Matches
Wellington Simião,br BRA,MF,29.0,32,1970.0,62.0,57.6,21.9,21,79.0,10.0,11,28.0,3,1.25,15.0,29.0,-14.0,-0.64,-0.33,Matches
Juan,br BRA,"DF,MF",34.0,22,1573.0,72.0,46.0,17.5,20,76.0,8.0,2,31.0,8,1.14,12.0,18.0,-6.0,-0.34,0.29,Matches
Diederrick Joel,cm CMR,FW,23.0,21,1494.0,71.0,43.7,16.6,19,75.0,5.0,2,31.0,1,1.14,10.0,15.0,-5.0,-0.3,0.35,Matches
Marquinhos,br BRA,MF,35.0,23,1401.0,61.0,41.0,15.6,18,70.0,2.0,5,28.0,5,0.83,15.0,24.0,-9.0,-0.58,-0.13,Matches
