Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2015-05-10,18:30,Série A,Matchweek 1,Sun,Home,D,1,1,Santos,51,7677,,4-3-1-2,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2015-05-17,18:30,Série A,Matchweek 2,Sun,Away,L,0,1,Internacional,43,13009,,4-4-2,4-2-3-1,Igor Junior Benevenuto,Match Report,
2015-05-24,16:00,Série A,Matchweek 3,Sun,Home,W,2,1,Flamengo,44,11868,,4-3-1-2,4-3-2-1,Raphael Claus,Match Report,
2015-05-30,18:30,Série A,Matchweek 4,Sat,Away,W,2,1,Coritiba,41,9906,,4-4-1-1,4-3-1-2,Italo Medeiros De Azevedo,Match Report,
2015-06-03,22:00,Série A,Matchweek 5,Wed,Home,L,1,4,Atlético Mineiro,45,7101,,4-4-1-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,
2015-06-07,19:30,Série A,Matchweek 6,Sun,Away,W,1,0,Goiás,45,1461,,3-4-1-2,4-2-3-1,Alisson Sidnei Furtado,Match Report,
2015-06-14,16:00,Série A,Matchweek 7,Sun,Home,D,1,1,Figueirense,58,7939,,4-1-2-1-2◆,4-1-2-1-2,Wagner Reway,Match Report,
2015-06-21,16:00,Série A,Matchweek 8,Sun,Away,D,1,1,São Paulo,43,21288,,4-3-1-2,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2015-06-27,16:00,Série A,Matchweek 9,Sat,Home,L,1,2,Grêmio,50,11221,,3-4-1-2,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2015-07-01,19:30,Série A,Matchweek 10,Wed,Away,L,0,1,Vasco da Gama,52,7333,,4-2-3-1,4-4-2,Marcos Andre Gomes da Penha,Match Report,
2015-07-05,11:00,Série A,Matchweek 11,Sun,Home,D,2,2,Sport Recife,51,8116,,4-1-2-1-2◆,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2015-07-08,21:00,Série A,Matchweek 12,Wed,Away,L,0,3,Palmeiras,44,37530,,4-4-2,4-2-3-1,Igor Junior Benevenuto,Match Report,
