Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Nino Paraíba,br BRA,DF,29.0,35,35,3108.0,34.5,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches
Vagner,br BRA,GK,25.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Romário,br BRA,DF,22.0,31,29,2654.0,29.5,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.03,0.03,0.0,0.03,Matches
Antonio Carlos,br BRA,DF,21.0,29,29,2609.0,29.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.03,0.03,0.07,0.03,0.07,Matches
Eduardo Neto,br BRA,"DF,MF",26.0,28,27,2264.0,25.2,0.0,1.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.04,0.04,0.0,0.04,Matches
Emerson,br BRA,DF,31.0,26,26,2295.0,25.5,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Renan,br BRA,MF,17.0,21,21,1789.0,19.9,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Anderson Lopes,br BRA,"FW,MF",21.0,26,19,1807.0,20.1,5.0,2.0,7.0,4.0,1.0,1.0,6.0,0.0,0.25,0.1,0.35,0.2,0.3,Matches
Jeci,br BRA,DF,34.0,19,19,1595.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo,br BRA,"DF,FW",25.0,27,17,1735.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Renan Oliveira,br BRA,"FW,MF",25.0,23,17,1456.0,16.2,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.06,0.25,0.31,0.06,0.31,Matches
Rômulo,br BRA,"FW,MF",19.0,29,15,1490.0,16.6,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.18,0.06,0.24,0.18,0.24,Matches
André Lima,br BRA,FW,29.0,25,14,1302.0,14.5,10.0,2.0,12.0,10.0,0.0,1.0,5.0,0.0,0.69,0.14,0.83,0.69,0.83,Matches
Adriano Bispo,br BRA,MF,27.0,16,14,1134.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marquinhos,br BRA,MF,33.0,14,13,1053.0,11.7,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.17,0.09,0.26,0.17,0.26,Matches
Léo Gamalho,br BRA,FW,29.0,14,12,1019.0,11.3,5.0,1.0,6.0,4.0,1.0,2.0,0.0,0.0,0.44,0.09,0.53,0.35,0.44,Matches
Tinga,br BRA,MF,24.0,19,9,1075.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
