Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-04-10,19:00,Série A,Matchweek 1,Sun,Home,W,1,0,América (MG),1.0,0.3,58,5081.0,Bressan,4-3-3,4-1-4-1,Luiz Flávio de Oliveira,Match Report,
2022-04-16,19:00,Série A,Matchweek 2,Sat,Away,L,0,3,Corinthians,1.4,1.5,46,30497.0,Bressan,4-3-3,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2022-04-25,20:00,Série A,Matchweek 3,Mon,Home,W,3,2,Goiás,2.1,2.1,41,5883.0,Douglas Friedrich,4-3-3,4-3-3,Antonio Dib Moraes de Sousa,Match Report,
2022-05-01,19:00,Série A,Matchweek 4,Sun,Away,D,0,0,Internacional,0.7,1.3,40,20808.0,Bruno Cortez,4-3-3,4-3-3,Wilton Sampaio,Match Report,
2022-05-09,20:00,Série A,Matchweek 5,Mon,Home,W,2,1,Coritiba,2.2,1.0,58,8548.0,Muriqui,4-3-3,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,
2022-05-15,18:00,Série A,Matchweek 6,Sun,Home,L,1,2,Juventude,0.8,0.4,64,9355.0,Bressan,4-3-3,4-4-2,Douglas Marques das Flores,Match Report,
2022-05-22,19:00,Série A,Matchweek 7,Sun,Away,L,1,2,Ath Paranaense,1.3,1.4,58,15949.0,Douglas Friedrich,4-3-3,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2022-05-29,19:00,Série A,Matchweek 8,Sun,Away,L,1,2,Atlético Mineiro,1.1,1.4,39,31551.0,Bruno Cortez,4-1-4-1,4-4-2,Jefferson Ferreira de Moraes,Match Report,
2022-06-04,19:00,Série A,Matchweek 9,Sat,Home,D,1,1,São Paulo,1.8,2.2,53,,Vladimir,4-3-3,3-4-3,Anderson Daronco,Match Report,
2022-06-08,20:30,Série A,Matchweek 10,Wed,Away,L,1,2,Atl Goianiense,0.8,1.4,47,5251.0,Muriqui,4-3-3,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2022-06-13,19:00,Série A,Matchweek 11,Mon,Away,W,1,0,Botafogo (RJ),0.3,1.6,49,12627.0,Bruno Cortez,4-1-4-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2022-06-16,19:00,Série A,Matchweek 12,Thu,Home,W,3,2,Fortaleza,3.1,0.3,50,8937.0,Bressan,4-1-4-1,4-4-1-1,Raphael Claus,Match Report,
