Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
18,CSA,19,6,5,8,17,24,-7,23,1.21,22.4,28.9,-6.5,-0.34,19,2,3,14,7,34,-27,9,0.47,12.5,36.8,-24.3,-1.28
19,Chapecoense,19,4,5,10,16,22,-6,17,0.89,25.5,27.8,-2.2,-0.12,19,3,6,10,15,30,-15,15,0.79,16.1,39.9,-23.8,-1.25
20,Avaí,19,1,9,9,10,24,-14,12,0.63,21.6,20.9,0.7,0.04,19,2,2,15,8,38,-30,8,0.42,13.2,37.0,-23.8,-1.25
