Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Vladimir,br BRA,GK,29.0,34,3015.0,89.0,88.2,33.5,34,89.0,33.0,0,,0,0.56,15.0,53.0,-38.0,-1.13,0.2,31.6,53.3,-21.7,-0.65,-0.34,Matches
Betão,br BRA,DF,35.0,28,2491.0,89.0,72.8,27.7,28,89.0,26.0,0,,0,0.5,13.0,41.0,-28.0,-1.01,0.54,23.9,39.0,-15.1,-0.55,0.23,Matches
Igor,br BRA,DF,26.0,28,2475.0,88.0,72.4,27.5,28,88.0,27.0,0,,4,0.57,11.0,46.0,-35.0,-1.27,-0.42,24.3,39.4,-15.1,-0.56,0.16,Matches
Pedro Castro,br BRA,MF,25.0,27,2308.0,85.0,67.5,25.6,27,85.0,22.0,0,,1,0.67,13.0,36.0,-23.0,-0.9,0.8,22.2,33.4,-11.2,-0.44,0.53,Matches
Richard Franco,py PAR,MF,26.0,27,2281.0,84.0,66.7,25.3,26,86.0,21.0,1,45.0,1,0.59,13.0,45.0,-32.0,-1.26,-0.31,23.1,41.3,-18.2,-0.72,-0.33,Matches
Lourenço,br BRA,"DF,FW",21.0,27,2110.0,78.0,61.7,23.4,25,81.0,17.0,2,42.0,6,0.63,9.0,35.0,-26.0,-1.11,0.13,21.2,34.4,-13.2,-0.56,0.11,Matches
Caio Paulista,br BRA,"MF,FW",20.0,26,2014.0,77.0,58.9,22.4,23,82.0,14.0,3,39.0,2,0.62,9.0,38.0,-29.0,-1.3,-0.34,19.9,34.1,-14.2,-0.63,-0.07,Matches
João Paulo Alves,br BRA,"MF,FW",28.0,28,2085.0,74.0,61.0,23.2,22,87.0,15.0,6,27.0,5,0.54,13.0,33.0,-20.0,-0.86,0.75,22.9,34.3,-11.4,-0.49,0.29,Matches
Ricardo Thalheimer,br BRA,DF,26.0,21,1734.0,83.0,50.7,19.3,20,86.0,18.0,1,14.0,7,0.71,8.0,26.0,-18.0,-0.93,0.45,20.5,29.8,-9.3,-0.48,0.25,Matches
Marquinhos,br BRA,DF,36.0,19,1624.0,85.0,47.5,18.0,18,88.0,17.0,1,35.0,8,0.47,10.0,30.0,-20.0,-1.11,0.09,17.5,28.8,-11.3,-0.63,-0.04,Matches
Leonardo Morais,br BRA,DF,27.0,18,1307.0,73.0,38.2,14.5,15,77.0,8.0,3,52.0,3,0.67,7.0,22.0,-15.0,-1.03,0.2,15.2,21.1,-6.0,-0.4,0.34,Matches
Matheus Barbosa,br BRA,MF,24.0,18,1077.0,60.0,31.5,12.0,14,74.0,5.0,4,11.0,11,0.67,6.0,20.0,-14.0,-1.17,-0.02,10.8,17.6,-6.9,-0.58,0.05,Matches
Jonathan Júnior,br BRA,FW,19.0,16,1172.0,73.0,34.3,13.0,13,83.0,11.0,3,29.0,0,0.75,10.0,28.0,-18.0,-1.38,-0.34,13.5,19.3,-5.8,-0.45,0.24,Matches
Eduardo Kunde,br BRA,DF,21.0,12,1015.0,85.0,29.7,11.3,12,85.0,9.0,0,,12,0.33,4.0,21.0,-17.0,-1.51,-0.5,7.2,15.8,-8.6,-0.76,-0.22,Matches
Luanderson,br BRA,"MF,DF",29.0,12,943.0,79.0,27.6,10.5,12,79.0,7.0,0,,15,0.08,4.0,22.0,-18.0,-1.72,-0.77,8.0,18.4,-10.4,-0.99,-0.53,Matches
Brenner Marlos,br BRA,FW,24.0,14,928.0,66.0,27.1,10.3,12,73.0,4.0,2,28.0,9,0.57,4.0,11.0,-7.0,-0.68,0.66,11.0,11.4,-0.4,-0.04,0.78,Matches
Vinícius Araújo,br BRA,"FW,MF",25.0,15,1001.0,67.0,29.3,11.1,10,87.0,9.0,5,26.0,0,0.2,3.0,19.0,-16.0,-1.44,-0.4,10.8,20.6,-9.9,-0.89,-0.39,Matches
Iury,br BRA,DF,26.0,10,674.0,67.0,19.7,7.5,9,71.0,5.0,1,34.0,10,0.9,5.0,14.0,-9.0,-1.2,-0.05,5.7,13.8,-8.2,-1.02,-0.53,Matches
Wesley Soares,br BRA,"MF,DF",20.0,10,515.0,52.0,15.1,5.7,7,69.0,3.0,3,11.0,9,0.3,4.0,13.0,-9.0,-1.57,-0.49,5.3,11.5,-6.3,-1.1,-0.58,Matches
Julinho,br BRA,"MF,DF",32.0,9,524.0,58.0,15.3,5.8,6,71.0,2.0,3,32.0,15,0.44,2.0,11.0,-9.0,-1.55,-0.46,4.0,8.2,-4.2,-0.72,-0.14,Matches
Gegê,br BRA,MF,25.0,11,511.0,46.0,14.9,5.7,6,68.0,0.0,5,21.0,17,0.09,3.0,7.0,-4.0,-0.7,0.53,5.2,7.3,-2.1,-0.38,0.27,Matches
Paulinho Oliveira,br BRA,DF,30.0,6,510.0,85.0,14.9,5.7,6,85.0,5.0,0,,19,0.33,4.0,9.0,-5.0,-0.88,0.32,4.9,10.2,-5.3,-0.94,-0.39,Matches
Getúlio,br BRA,"FW,MF",21.0,8,488.0,61.0,14.3,5.4,6,75.0,3.0,2,20.0,1,0.5,2.0,7.0,-5.0,-0.92,0.28,2.9,7.6,-4.7,-0.86,-0.29,Matches
Gustavo Ferrareis,br BRA,"FW,MF",23.0,8,422.0,53.0,12.3,4.7,5,75.0,2.0,3,15.0,10,0.5,1.0,13.0,-12.0,-2.56,-1.6,4.1,8.2,-4.1,-0.88,-0.32,Matches
Luan Pereira,ae UAE,"MF,FW",18.0,17,603.0,35.0,17.6,6.7,4,82.0,2.0,13,21.0,10,0.47,2.0,8.0,-6.0,-0.9,0.32,6.7,10.8,-4.0,-0.6,0.01,Matches
Douglas dos Santos,br BRA,"MF,FW",36.0,12,505.0,42.0,14.8,5.6,4,82.0,2.0,8,22.0,10,0.25,3.0,9.0,-6.0,-1.07,0.1,6.6,7.9,-1.4,-0.25,0.42,Matches
Jonny Mosquera,co COL,MF,27.0,11,463.0,42.0,13.5,5.1,4,74.0,0.0,7,24.0,7,1.0,4.0,6.0,-2.0,-0.39,0.89,5.3,8.0,-2.7,-0.53,0.09,Matches
Lucas Frigeri,br BRA,GK,29.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,30,0.25,2.0,7.0,-5.0,-1.25,-0.1,2.9,3.7,-0.8,-0.19,0.47,Matches
