Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Igor Goularte,br BRA,"FW,MF",22.0,7,272.0,39.0,8.0,3.0,3,62.0,0.0,4,22.0,5,0.14,2.0,6.0,-4.0,-1.32,-0.18,3.2,6.4,-3.3,-1.08,-0.52,Matches
Ramon Pereira,br BRA,DF,19.0,3,270.0,90.0,7.9,3.0,3,90.0,3.0,0,,3,0.67,2.0,7.0,-5.0,-1.67,-0.55,2.8,5.3,-2.5,-0.84,-0.26,Matches
Bruno Sávio,br BRA,"FW,MF",24.0,5,212.0,42.0,6.2,2.4,3,61.0,0.0,2,14.0,6,0.2,2.0,5.0,-3.0,-1.27,-0.12,2.4,4.1,-1.7,-0.72,-0.12,Matches
Zé Marcos,br BRA,DF,20.0,3,208.0,69.0,6.1,2.3,3,69.0,2.0,0,,15,0.33,1.0,8.0,-7.0,-3.03,-1.99,1.7,2.9,-1.2,-0.52,0.1,Matches
Daniel Amorim,br BRA,FW,29.0,9,342.0,38.0,10.0,3.8,2,93.0,2.0,7,22.0,4,0.56,1.0,6.0,-5.0,-1.32,-0.18,2.3,5.6,-3.3,-0.86,-0.28,Matches
Feliciano Brizuela,py PAR,FW,22.0,4,170.0,43.0,5.0,1.9,1,75.0,0.0,3,32.0,1,0.5,1.0,2.0,-1.0,-0.53,0.66,1.1,1.8,-0.8,-0.4,0.21,Matches
Alex Silva,br BRA,DF,24.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,0,1.0,1.0,1.0,0.0,0.0,1.19,1.0,0.4,0.6,0.57,1.21,Matches
Marcinho,br BRA,MF,19.0,3,78.0,26.0,2.3,0.9,1,47.0,0.0,2,16.0,2,0.67,0.0,2.0,-2.0,-2.31,-1.18,0.9,1.5,-0.6,-0.69,-0.08,Matches
Matheus Matias,br BRA,FW,20.0,2,64.0,32.0,1.9,0.7,1,46.0,0.0,1,18.0,5,0.0,0.0,0.0,0.0,0.0,1.18,0.6,0.8,-0.2,-0.28,0.33,Matches
Gabriel Lima,br BRA,"MF,FW",22.0,6,197.0,33.0,5.8,2.2,0,,0.0,6,33.0,4,0.33,1.0,7.0,-6.0,-2.74,-1.68,3.4,6.5,-3.1,-1.39,-0.83,Matches
Matheus Lucas,br BRA,"FW,MF",20.0,4,118.0,30.0,3.5,1.3,0,,0.0,4,29.0,1,0.5,0.0,1.0,-1.0,-0.76,0.41,1.4,2.4,-1.0,-0.77,-0.16,Matches
André Moritz,br BRA,MF,32.0,4,110.0,28.0,3.2,1.2,0,,0.0,4,27.0,9,0.5,1.0,0.0,1.0,0.82,2.04,1.7,0.6,1.1,0.91,1.57,Matches
Jones Carioca,br BRA,"FW,MF",30.0,3,58.0,19.0,1.7,0.6,0,,0.0,3,18.0,0,0.67,1.0,0.0,1.0,1.55,2.76,1.1,0.6,0.5,0.84,1.47,Matches
Glédson,br BRA,GK,35.0,1,45.0,45.0,1.3,0.5,0,,0.0,1,45.0,13,0.0,1.0,2.0,-1.0,-2.0,-0.85,0.3,0.9,-0.6,-1.23,-0.63,Matches
Falcão,br BRA,MF,20.0,0,,,,,0,,0.0,0,,4,,,,,,,,,,,,Matches
Nuno,br BRA,DF,20.0,0,,,,,0,,0.0,0,,4,,,,,,,,,,,,Matches
Squad Total,,,26.7,38,3420.0,90.0,100.0,38.0,418,83.0,,113,25.0,298,0.53,18.0,62.0,-44.0,-1.16,,34.8,57.9,-23.1,-0.61,,
Opponent Total,,,27.3,38,3420.0,90.0,100.0,38.0,418,83.0,,114,23.0,307,2.18,62.0,18.0,44.0,1.16,,57.9,34.8,23.1,0.61,,
