Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Raniele,br BRA,"MF,DF",25.0,31.3,1194,1543,77.4,24025,8229,370,450,82.2,649,745,87.1,156,265,58.9,0,0.9,1.3,-0.9,13,101,13,1,110,Matches
Kevin,br BRA,DF,24.0,29.2,1445,1951,74.1,26012,10591,639,723,88.4,610,778,78.4,162,349,46.4,1,1.9,2.2,-0.9,38,113,17,9,138,Matches
Bruno Silva,br BRA,MF,35.0,28.9,1162,1387,83.8,19574,4573,543,614,88.4,509,576,88.4,88,125,70.4,1,0.9,1.2,0.1,18,93,8,2,117,Matches
Guilherme Bissoli,br BRA,FW,24.0,27.1,386,545,70.8,5481,890,213,273,78.0,122,163,74.8,24,32,75.0,0,1.0,0.8,-1.0,23,19,14,2,39,Matches
Bruno Cortez,br BRA,DF,34.0,27.0,1191,1482,80.4,20349,7567,532,606,87.8,562,675,83.3,77,125,61.6,0,0.9,1.8,-0.9,12,87,14,6,115,Matches
Eduardo,br BRA,MF,25.0,20.8,659,789,83.5,10545,3103,345,387,89.1,231,265,87.2,51,76,67.1,2,2.1,2.2,-0.1,24,81,20,3,124,Matches
William Pottker,br BRA,"FW,MF",28.0,21.9,579,755,76.7,8513,1856,337,399,84.5,176,226,77.9,37,65,56.9,1,4.0,4.2,-3.0,39,28,28,9,63,Matches
Vladimir,br BRA,GK,32.0,22.5,551,668,82.5,13249,8148,123,124,99.2,306,308,99.4,119,230,51.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Bressan,br BRA,DF,29.0,20.6,875,1046,83.7,20144,8295,184,199,92.5,507,549,92.3,178,272,65.4,0,0.1,0.2,-0.1,3,61,1,0,46,Matches
Muriqui,br BRA,"FW,MF",35.0,14.3,277,376,73.7,4005,1112,154,182,84.6,91,129,70.5,15,27,55.6,0,0.7,0.9,-0.7,9,33,9,0,53,Matches
Arthur Chaves,br BRA,DF,21.0,16.5,720,829,86.9,13598,4459,213,235,90.6,447,479,93.3,53,94,56.4,0,0.1,0.1,-0.1,1,16,0,0,20,Matches
Rafael Vaz,br BRA,DF,33.0,15.5,668,850,78.6,15850,7455,139,157,88.5,383,435,88.0,143,245,58.4,0,0.3,0.8,-0.3,3,64,7,1,56,Matches
Natanael,br BRA,"DF,FW",31.0,13.4,345,537,64.2,6388,2588,147,180,81.7,133,188,70.7,55,141,39.0,3,1.8,1.9,1.2,15,24,16,13,26,Matches
Nonoca,br BRA,MF,23.0,11.5,441,503,87.7,7501,1919,207,225,92.0,190,210,90.5,38,53,71.7,0,0.4,0.2,-0.4,9,37,1,0,41,Matches
Douglas Friedrich,br BRA,GK,33.0,10.4,201,261,77.0,5291,3620,60,60,100.0,84,86,97.7,57,114,50.0,0,0.0,0.0,0.0,0,7,1,0,1,Matches
Renato,br BRA,"DF,MF",32.0,11.3,351,467,75.2,5484,2076,199,219,90.9,118,143,82.5,26,75,34.7,0,1.7,0.8,-1.7,18,19,7,5,29,Matches
Morato,br BRA,"FW,MF",29.0,7.3,168,214,78.5,2315,698,107,121,88.4,50,65,76.9,5,11,45.5,1,1.0,0.7,0.0,8,14,13,2,29,Matches
Jean Cléber,br BRA,MF,31.0,9.6,316,401,78.8,5213,1771,160,187,85.6,127,147,86.4,23,37,62.2,0,1.2,0.8,-1.2,13,39,7,1,52,Matches
Jean Pyerre,br BRA,MF,23.0,8.4,510,611,83.5,8274,2021,247,283,87.3,208,236,88.1,41,66,62.1,0,0.3,0.8,-0.3,10,83,7,0,86,Matches
Thales Oleques,br BRA,DF,27.0,6.2,202,282,71.6,3426,1376,101,114,88.6,81,123,65.9,18,36,50.0,0,0.4,0.3,-0.4,6,17,7,4,19,Matches
Marcinho,br BRA,"FW,MF",26.0,5.8,186,224,83.0,2800,747,99,110,90.0,62,76,81.6,13,20,65.0,0,1.4,0.8,-1.4,19,12,9,2,25,Matches
Rodrigo Freitas,br BRA,DF,23.0,5.3,249,287,86.8,5446,1879,58,66,87.9,145,158,91.8,44,57,77.2,0,0.2,0.0,-0.2,1,12,0,0,17,Matches
Glédson,br BRA,GK,38.0,5.0,98,128,76.6,2377,1401,22,22,100.0,52,53,98.1,24,52,46.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Mateus Sarará,br BRA,MF,19.0,4.8,212,261,81.2,4161,1214,77,90,85.6,100,115,87.0,33,44,75.0,0,0.0,0.2,0.0,1,27,2,0,29,Matches
Pablo Dyego,br BRA,FW,27.0,5.4,108,130,83.1,1656,425,57,64,89.1,41,49,83.7,7,10,70.0,0,0.3,0.5,-0.3,3,8,4,2,15,Matches
Paolo Guerrero,pe PER,FW,38.0,4.8,79,111,71.2,1100,182,48,63,76.2,27,38,71.1,1,3,33.3,0,0.8,0.5,-0.8,6,7,3,0,8,Matches
Vitinho,br BRA,"FW,MF",21.0,4.0,73,96,76.0,1177,363,37,46,80.4,28,35,80.0,7,9,77.8,0,0.2,0.1,-0.2,2,6,1,0,8,Matches
Matheus Galdezani,br BRA,MF,29.0,3.2,106,142,74.6,1670,364,54,63,85.7,39,51,76.5,8,11,72.7,0,0.3,0.1,-0.3,3,8,0,0,14,Matches
Jonathan Copete,co COL,FW,34.0,3.1,56,81,69.1,834,256,30,37,81.1,23,27,85.2,1,5,20.0,0,0.3,0.2,-0.3,3,1,3,1,6,Matches
Felipe Silva Lipe,br BRA,DF,19.0,3.0,94,109,86.2,1970,813,27,29,93.1,55,60,91.7,12,19,63.2,0,0.2,0.0,-0.2,1,2,0,0,4,Matches
Wellington,br BRA,DF,26.0,3.0,108,131,82.4,2337,907,18,22,81.8,77,84,91.7,13,23,56.5,0,0.0,0.0,0.0,1,14,0,0,4,Matches
Rômulo,br BRA,"FW,MF",26.0,4.7,100,140,71.4,1469,379,58,69,84.1,31,41,75.6,5,15,33.3,0,0.2,0.5,-0.2,3,11,4,1,18,Matches
Vinícius Leite,br BRA,MF,28.0,1.5,50,65,76.9,955,302,16,20,80.0,27,32,84.4,5,10,50.0,0,0.1,0.3,-0.1,2,6,1,0,8,Matches
Dentinho,br BRA,"FW,MF",24.0,3.2,84,107,78.5,1097,284,52,62,83.9,27,33,81.8,0,2,0.0,0,0.5,0.6,-0.5,7,4,5,0,13,Matches
Raphael Rodrigues,br BRA,DF,23.0,1.4,84,96,87.5,1605,385,26,27,96.3,54,59,91.5,4,9,44.4,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Diego Matos,br BRA,DF,25.0,1.2,40,62,64.5,585,182,23,29,79.3,17,23,73.9,0,10,0.0,0,0.0,0.0,0.0,0,3,1,0,2,Matches
Lucas Silva,br BRA,"FW,MF",24.0,1.2,19,30,63.3,310,64,10,12,83.3,7,14,50.0,2,2,100.0,0,0.0,0.0,0.0,1,0,1,1,2,Matches
Nathan,br BRA,"FW,MF",22.0,1.1,16,21,76.2,192,57,11,13,84.6,4,5,80.0,0,0,,1,0.0,0.1,1.0,0,1,1,0,2,Matches
Felipe Rocha,br BRA,FW,19.0,0.5,7,11,63.6,119,32,3,5,60.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,1,0,3,Matches
Gaspar,br BRA,FW,19.0,0.4,5,9,55.6,81,27,2,2,100.0,3,5,60.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Andrey,br BRA,MF,19.0,0.3,4,7,57.1,34,25,4,4,100.0,0,1,0.0,0,2,0.0,0,0.0,0.0,0.0,1,1,0,0,1,Matches
Gustavo Santos,br BRA,FW,19.0,0.2,9,11,81.8,125,26,6,6,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Matheus Ribeiro,br BRA,DF,28.0,0.2,0,2,0.0,0,0,0,1,0.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Vinícius Jaú,br BRA,MF,23.0,0.1,3,4,75.0,39,0,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Gabriel Kazu,br BRA,MF,22.0,0.0,5,5,100.0,80,19,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,28.7,38.0,14036,17767,79.0,257456,92680,5762,6605,87.2,6412,7495,85.6,1546,2746,56.3,10,24.0,25.5,-14.0,316,1064,226,65,1345,
Opponent Total,,,27.6,38.0,13924,17630,79.0,250257,93601,6116,6941,88.1,5916,6942,85.2,1535,2772,55.4,35,40.8,42.4,-5.8,420,1197,353,104,1600,
