Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Vladimir,br BRA,GK,29.0,33.5,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,8,1,Matches
Betão,br BRA,DF,35.0,27.7,37,22,27,8,2,18,29,62.1,11,28,20,8,63,100,133,3,Matches
Igor,br BRA,DF,26.0,27.5,47,29,26,17,4,18,29,62.1,11,32,13,19,52,99,81,0,Matches
Pedro Castro,br BRA,MF,25.0,25.6,50,28,18,30,2,19,45,42.2,26,23,6,17,40,90,41,2,Matches
Richard Franco,py PAR,MF,26.0,25.3,54,32,22,26,6,16,60,26.7,44,33,10,23,31,85,39,0,Matches
Lourenço,br BRA,"DF,FW",21.0,23.4,35,22,16,15,4,20,40,50.0,20,24,3,21,39,74,50,0,Matches
Caio Paulista,br BRA,"MF,FW",20.0,22.4,35,22,14,13,8,15,31,48.4,16,17,2,15,22,57,19,0,Matches
João Paulo Alves,br BRA,"MF,FW",28.0,23.2,51,37,21,28,2,14,43,32.6,29,17,2,15,18,69,15,0,Matches
Ricardo Thalheimer,br BRA,DF,26.0,19.3,29,20,24,5,0,18,37,48.6,19,26,18,8,35,64,93,0,Matches
Marquinhos,br BRA,DF,36.0,18.0,23,15,16,7,0,15,22,68.2,7,17,10,7,36,59,72,2,Matches
Leonardo Morais,br BRA,DF,27.0,14.5,38,28,25,12,1,11,30,36.7,19,21,4,17,28,66,30,2,Matches
Matheus Barbosa,br BRA,MF,24.0,12.0,20,13,7,11,2,10,29,34.5,19,17,5,12,14,34,23,1,Matches
Jonathan Júnior,br BRA,FW,19.0,13.0,11,7,2,6,3,2,12,16.7,10,9,2,7,3,14,10,0,Matches
Eduardo Kunde,br BRA,DF,21.0,11.3,18,10,12,5,1,7,12,58.3,5,6,4,2,17,35,57,2,Matches
Luanderson,br BRA,"MF,DF",29.0,10.5,21,14,11,10,0,11,30,36.7,19,11,6,5,22,43,26,1,Matches
Brenner Marlos,br BRA,FW,24.0,10.3,5,3,1,4,0,1,4,25.0,3,7,1,6,1,6,11,0,Matches
Vinícius Araújo,br BRA,"FW,MF",25.0,11.1,8,3,4,2,2,3,12,25.0,9,3,0,3,3,11,7,0,Matches
Iury,br BRA,DF,26.0,7.5,11,5,5,6,0,7,17,41.2,10,16,2,14,24,35,30,0,Matches
Wesley Soares,br BRA,"MF,DF",20.0,5.7,9,5,4,3,2,3,13,23.1,10,3,1,2,5,14,3,0,Matches
Julinho,br BRA,"MF,DF",32.0,5.8,14,6,6,7,1,8,18,44.4,10,6,3,3,8,22,9,0,Matches
Gegê,br BRA,MF,25.0,5.7,16,11,6,8,2,7,19,36.8,12,4,0,4,6,22,2,0,Matches
Paulinho Oliveira,br BRA,DF,30.0,5.7,5,4,3,2,0,2,6,33.3,4,5,2,3,8,13,11,0,Matches
Getúlio,br BRA,"FW,MF",21.0,5.4,11,7,6,4,1,5,14,35.7,9,2,0,2,5,16,6,0,Matches
Gustavo Ferrareis,br BRA,"FW,MF",23.0,4.7,4,4,2,1,1,1,9,11.1,8,7,0,7,2,6,4,0,Matches
Luan Pereira,ae UAE,"MF,FW",18.0,6.7,14,9,6,6,2,3,14,21.4,11,4,0,4,8,22,5,0,Matches
Douglas dos Santos,br BRA,"MF,FW",36.0,5.6,3,2,0,2,1,2,11,18.2,9,1,0,1,0,3,0,0,Matches
Jonny Mosquera,co COL,MF,27.0,5.1,9,8,5,4,0,4,7,57.1,3,5,2,3,14,23,5,0,Matches
Lucas Frigeri,br BRA,GK,29.0,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Igor Goularte,br BRA,"FW,MF",22.0,3.0,2,2,0,2,0,1,5,20.0,4,2,0,2,0,2,2,0,Matches
Ramon Pereira,br BRA,DF,19.0,3.0,11,10,5,5,1,7,7,100.0,0,2,0,2,1,12,5,0,Matches
Bruno Sávio,br BRA,"FW,MF",24.0,2.4,5,3,1,4,0,3,7,42.9,4,4,0,4,1,6,4,0,Matches
Zé Marcos,br BRA,DF,20.0,2.3,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,6,0,Matches
Daniel Amorim,br BRA,FW,29.0,3.8,1,1,0,0,1,0,2,0.0,2,2,1,1,0,1,6,0,Matches
Feliciano Brizuela,py PAR,FW,22.0,1.9,3,3,1,0,2,0,1,0.0,1,0,0,0,2,5,3,0,Matches
Alex Silva,br BRA,DF,24.0,1.0,1,0,0,1,0,0,2,0.0,2,3,0,3,3,4,2,0,Matches
Marcinho,br BRA,MF,19.0,0.9,5,2,1,3,1,2,3,66.7,1,1,0,1,0,5,2,0,Matches
Matheus Matias,br BRA,FW,20.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Gabriel Lima,br BRA,"MF,FW",22.0,2.2,5,2,4,1,0,1,3,33.3,2,2,0,2,0,5,1,0,Matches
Matheus Lucas,br BRA,"FW,MF",20.0,1.3,1,1,0,1,0,0,1,0.0,1,2,0,2,0,1,1,0,Matches
André Moritz,br BRA,MF,32.0,1.2,2,0,0,2,0,0,6,0.0,6,0,0,0,0,2,1,0,Matches
Jones Carioca,br BRA,"FW,MF",30.0,0.6,4,3,1,2,1,1,2,50.0,1,0,0,0,1,5,1,0,Matches
Glédson,br BRA,GK,35.0,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Squad Total,,,26.7,38.0,619,393,303,263,53,256,635,40.3,379,364,117,247,513,1132,827,14,
Opponent Total,,,27.3,38.0,660,427,307,276,77,259,721,35.9,462,398,120,278,435,1095,724,4,
