Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Raniele,br BRA,"MF,DF",25.0,33,2817.0,85.0,82.4,31.3,33,85.0,19,0,,0,0.79,27.0,49.0,-22.0,-0.7,-0.11,34.6,53.3,-18.7,-0.6,-0.61,Matches
Kevin,br BRA,DF,24.0,32,2630.0,82.0,76.9,29.2,32,82.0,23,0,,2,0.81,26.0,46.0,-20.0,-0.68,0.0,31.8,46.4,-14.6,-0.5,-0.04,Matches
Bruno Silva,br BRA,MF,35.0,31,2603.0,84.0,76.1,28.9,31,84.0,19,0,,0,0.94,24.0,44.0,-20.0,-0.69,-0.03,30.3,47.5,-17.2,-0.59,-0.44,Matches
Guilherme Bissoli,br BRA,FW,24.0,32,2443.0,76.0,71.4,27.1,29,80.0,9,3,42.0,0,0.84,25.0,41.0,-16.0,-0.59,0.33,28.9,47.0,-18.1,-0.67,-0.62,Matches
Bruno Cortez,br BRA,DF,34.0,27,2430.0,90.0,71.1,27.0,27,90.0,27,0,,0,1.04,26.0,40.0,-14.0,-0.52,0.57,32.3,43.2,-10.9,-0.4,0.3,Matches
Eduardo,br BRA,MF,25.0,31,1871.0,60.0,54.7,20.8,24,72.0,3,7,19.0,4,1.0,16.0,26.0,-10.0,-0.48,0.45,20.5,32.2,-11.6,-0.56,-0.16,Matches
William Pottker,br BRA,"FW,MF",28.0,27,1967.0,73.0,57.5,21.9,23,82.0,12,4,22.0,0,0.81,20.0,34.0,-14.0,-0.64,0.1,25.5,36.0,-10.5,-0.48,0.03,Matches
Vladimir,br BRA,GK,32.0,23,2025.0,88.0,59.2,22.5,22,90.0,22,1,45.0,9,0.78,18.0,37.0,-19.0,-0.84,-0.39,24.9,43.5,-18.6,-0.83,-0.82,Matches
Bressan,br BRA,DF,29.0,21,1851.0,88.0,54.1,20.6,21,88.0,18,0,,1,1.05,21.0,33.0,-12.0,-0.58,0.22,25.2,30.4,-5.1,-0.25,0.52,Matches
Muriqui,br BRA,"FW,MF",35.0,26,1289.0,50.0,37.7,14.3,18,63.0,1,8,20.0,4,0.96,16.0,18.0,-2.0,-0.14,0.87,19.1,19.0,0.2,0.01,0.81,Matches
Arthur Chaves,br BRA,DF,21.0,17,1485.0,87.0,43.4,16.5,17,87.0,16,0,,0,1.06,19.0,26.0,-7.0,-0.42,0.46,20.5,26.7,-6.2,-0.37,0.21,Matches
Rafael Vaz,br BRA,DF,33.0,18,1398.0,78.0,40.9,15.5,16,86.0,12,2,9.0,7,0.67,8.0,26.0,-18.0,-1.16,-0.8,14.9,27.2,-12.3,-0.79,-0.51,Matches
Natanael,br BRA,"DF,FW",31.0,16,1207.0,75.0,35.3,13.4,14,84.0,9,2,17.0,5,0.81,11.0,21.0,-10.0,-0.75,-0.09,15.5,23.1,-7.6,-0.57,-0.12,Matches
Nonoca,br BRA,MF,23.0,21,1036.0,49.0,30.3,11.5,12,78.0,6,9,11.0,11,1.05,10.0,20.0,-10.0,-0.87,-0.26,15.6,20.1,-4.5,-0.39,0.14,Matches
Douglas Friedrich,br BRA,GK,33.0,11,939.0,85.0,27.5,10.4,11,85.0,9,0,,0,1.18,12.0,16.0,-4.0,-0.38,0.41,12.8,13.0,-0.2,-0.02,0.65,Matches
