Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Gabriel,br BRA,GK,31.0,33.5,862,1114,77.4,22989,14343,135,137,98.5,481,490,98.2,241,480,50.2,0,0.1,0.1,-0.1,3,16,1,0,0,Matches
Jadson,br BRA,MF,30.0,31.6,1154,1380,83.6,20805,6429,492,558,88.2,506,568,89.1,128,180,71.1,5,3.7,2.3,1.3,57,141,18,2,182,Matches
Danilo Boza,br BRA,DF,25.0,31.4,1528,1697,90.0,28883,9936,546,577,94.6,821,876,93.7,148,205,72.2,1,0.3,0.6,0.7,4,72,4,0,88,Matches
Lucas Barbosa,br BRA,FW,22.0,27.1,579,843,68.7,10369,2614,282,361,78.1,210,289,72.7,74,128,57.8,2,3.4,3.8,-1.4,28,59,29,6,103,Matches
João Lucas,br BRA,DF,25.0,28.5,974,1422,68.5,18644,7607,368,424,86.8,450,595,75.6,134,301,44.5,6,4.4,4.6,1.6,43,90,42,28,107,Matches
Erick,br BRA,FW,27.0,23.5,386,519,74.4,5413,1208,241,288,83.7,103,145,71.0,22,31,71.0,3,2.6,2.0,0.4,21,21,11,4,35,Matches
Alan Ruschel,br BRA,DF,34.0,24.9,997,1280,77.9,17373,7071,441,483,91.3,436,555,78.6,96,172,55.8,1,1.7,2.0,-0.7,26,73,18,10,119,Matches
Zé Marcos,br BRA,DF,25.0,21.7,836,1013,82.5,16904,5966,244,280,87.1,477,520,91.7,101,178,56.7,0,0.1,0.1,-0.1,4,36,0,0,40,Matches
Nenê,br BRA,"MF,FW",42.0,16.7,410,677,60.6,9021,3256,149,191,78.0,158,230,68.7,97,203,47.8,4,4.3,4.9,-0.3,47,42,21,11,73,Matches
Caíque de Jesus Gonçalves,br BRA,MF,28.0,15.8,764,841,90.8,14176,3679,297,327,90.8,355,376,94.4,97,107,90.7,0,0.3,0.3,-0.3,6,61,5,1,59,Matches
Lucas Freitas,br BRA,DF,23.0,14.0,578,673,85.9,11614,4545,183,210,87.1,307,330,93.0,79,117,67.5,0,0.1,0.2,-0.1,5,42,2,0,43,Matches
Gilberto,br BRA,FW,34.0,12.3,123,208,59.1,1928,308,64,101,63.4,42,60,70.0,10,17,58.8,1,1.5,0.4,-0.5,13,11,3,1,14,Matches
Ronaldo,br BRA,MF,27.0,12.6,483,560,86.3,8979,2474,196,215,91.2,222,245,90.6,57,77,74.0,2,1.2,0.6,0.8,7,41,6,0,47,Matches
Jean Carlos Vicente,br BRA,"MF,FW",31.0,11.5,262,418,62.7,5016,1947,113,149,75.8,96,137,70.1,46,105,43.8,2,2.7,2.5,-0.7,25,37,17,8,52,Matches
Ewerton,br BRA,"DF,FW",23.0,13.2,406,568,71.5,7149,2632,196,231,84.8,164,218,75.2,40,90,44.4,2,1.5,1.0,0.5,9,27,6,1,35,Matches
Luis Mandaca,br BRA,MF,22.0,12.2,236,321,73.5,3577,1221,123,153,80.4,91,112,81.3,12,26,46.2,2,1.6,2.0,0.4,19,30,9,2,41,Matches
