Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2024-04-13,18:30,Série A,Matchweek 1,Sat,Away,D,1,1,Criciúma,0.6,0.7,53,12804.0,Nenê,4-4-2,4-3-1-2,,Match Report,
2024-04-17,20:00,Série A,Matchweek 2,Wed,Home,W,2,0,Corinthians,1.6,1.1,44,7478.0,Nenê,4-2-3-1,4-3-3,,Match Report,
2024-04-21,18:30,Série A,Matchweek 3,Sun,Away,L,1,5,Botafogo (RJ),0.3,2.9,45,13273.0,Nenê,4-2-3-1,4-4-2,,Match Report,
2024-04-28,18:30,Série A,Matchweek 4,Sun,Home,D,1,1,Ath Paranaense,1.2,1.3,55,5032.0,Nenê,4-2-3-1,4-2-3-1,,Match Report,
2024-06-01,18:30,Série A,Matchweek 7,Sat,Away,D,1,1,Fluminense,1.3,2.3,38,21037.0,Nenê,4-2-3-1,4-2-3-1,,Match Report,
2024-06-05,19:00,Série A,Matchweek 5,Wed,Home,W,1,0,Atl Goianiense,1.3,1.6,42,5123.0,Nenê,4-2-3-1,4-3-3,,Match Report,
2024-06-11,19:00,Série A,Matchweek 8,Tue,Home,D,1,1,Vitória,0.7,0.5,60,6186.0,Nenê,4-2-3-1,4-1-4-1,,Match Report,
2024-06-15,18:30,Série A,Matchweek 9,Sat,Away,L,1,2,RB Bragantino,2.1,0.5,63,3338.0,Alan Ruschel,4-2-3-1,4-3-3,,Match Report,
2024-06-19,20:00,Série A,Matchweek 10,Wed,Home,W,2,0,Vasco da Gama,1.3,0.3,54,4838.0,Nenê,4-2-3-1,4-2-3-1,Paulo Zanovelli,Match Report,
2024-06-23,18:30,Série A,Matchweek 11,Sun,Away,L,1,3,Palmeiras,1.4,2.9,44,38258.0,Nenê,4-2-3-1,4-2-3-1,,Match Report,
2024-06-26,20:00,Série A,Matchweek 12,Wed,Home,W,2,1,Flamengo,2.2,1.6,53,12675.0,Nenê,4-2-3-1,4-2-3-1,,Match Report,
2024-06-30,16:00,Série A,Matchweek 13,Sun,Away,L,1,2,Fortaleza,1.1,2.6,62,33717.0,Jadson,4-2-3-1,4-2-3-1,,Match Report,
2024-07-04,19:00,Série A,Matchweek 14,Thu,Away,L,0,2,Bahia,0.7,1.8,44,40442.0,Alan Ruschel,4-2-3-1,4-1-3-2,,Match Report,
2024-07-07,16:00,Série A,Matchweek 15,Sun,Home,W,3,0,Grêmio,1.7,0.8,48,7984.0,Alan Ruschel,4-2-3-1,4-4-2,Matheus Delgado Candançan,Match Report,
2024-07-16,19:00,Série A,Matchweek 17,Tue,Home,D,1,1,Atlético Mineiro,0.9,1.8,26,9788.0,Alan Ruschel,4-2-3-1,4-2-3-1,Alex Gomes Stefano,Match Report,
2024-07-21,18:30,Série A,Matchweek 18,Sun,Home,D,0,0,São Paulo,0.8,0.5,38,26476.0,Alan Ruschel,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2024-07-24,19:00,Série A,Matchweek 19,Wed,Away,L,0,2,Cruzeiro,0.9,2.4,45,46603.0,Alan Ruschel,4-2-3-1,4-3-3,Maguielson Lima Barbosa,Match Report,
2024-07-27,19:00,Série A,Matchweek 20,Sat,Home,L,1,2,Criciúma,0.5,1.7,59,6564.0,Jadson,4-2-3-1,4-2-3-1,João Vitor Gobi,Match Report,
2024-08-04,16:00,Série A,Matchweek 21,Sun,Away,D,1,1,Corinthians,0.7,2.4,36,43947.0,Alan Ruschel,4-2-3-1,4-2-3-1,Lucas Paulo Torezin,Match Report,
2024-08-11,11:00,Série A,Matchweek 22,Sun,Home,W,3,2,Botafogo (RJ),1.7,1.8,37,5288.0,Jadson,4-4-2,4-2-3-1,Flavio Rodrigues de Souza,Match Report,
2024-08-14,19:30,Série A,Matchweek 6,Wed,Away,L,1,2,Internacional,0.7,3.3,51,11920.0,Alan Ruschel,4-4-2,4-2-3-1,Gustavo Ervino Bauermann,Match Report,
2024-08-18,18:30,Série A,Matchweek 23,Sun,Away,W,2,1,Ath Paranaense,1.1,1.5,40,22926.0,Alan Ruschel,4-2-3-1,4-3-3,João Vitor Gobi,Match Report,
2024-08-24,16:00,Série A,Matchweek 24,Sat,Away,L,1,2,Atl Goianiense,0.6,2.5,60,4407.0,Alan Ruschel,4-2-3-1,4-2-3-1,Bruno Pereira Vasconcelos,Match Report,
2024-09-01,18:30,Série A,Matchweek 25,Sun,Home,L,1,3,Internacional,0.6,2.9,37,10721.0,Alan Ruschel,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2024-09-05,19:00,Série A,Matchweek 16,Thu,Away,D,0,0,Cuiabá,0.6,0.7,48,4826.0,Alan Ruschel,4-2-3-1,4-3-3,Felipe Fernandes de Lima,Match Report,
2024-09-15,16:00,Série A,Matchweek 26,Sun,Home,W,2,1,Fluminense,0.6,0.7,53,6232.0,Alan Ruschel,4-2-3-1,4-2-3-1,Flavio Rodrigues de Souza,Match Report,
2024-09-21,16:00,Série A,Matchweek 27,Sat,Away,L,0,1,Vitória,0.9,1.1,64,24479.0,Alan Ruschel,4-2-3-1,4-2-3-1,Braulio Machado,Match Report,
2024-09-29,11:00,Série A,Matchweek 28,Sun,Home,D,1,1,RB Bragantino,1.0,1.2,52,6285.0,Alan Ruschel,4-2-3-1,4-1-4-1,Alex Gomes Stefano,Match Report,
2024-10-05,21:00,Série A,Matchweek 29,Sat,Away,D,1,1,Vasco da Gama,1.6,1.2,45,18036.0,Alan Ruschel,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2024-10-20,20:00,Série A,Matchweek 30,Sun,Home,L,3,5,Palmeiras,2.1,2.6,52,10102.0,Alan Ruschel,4-2-3-1,4-2-3-1,Alex Gomes Stefano,Match Report,
2024-10-26,16:30,Série A,Matchweek 31,Sat,Away,L,2,4,Flamengo,0.6,2.4,26,65700.0,Alan Ruschel,4-2-3-1,4-2-3-1,Braulio Machado,Match Report,
2024-11-02,18:30,Série A,Matchweek 32,Sat,Home,L,0,3,Fortaleza,1.2,0.9,59,7419.0,Jadson,4-2-3-1,3-1-4-2,Raphael Claus,Match Report,
2024-11-09,19:00,Série A,Matchweek 33,Sat,Home,W,2,1,Bahia,2.2,0.7,39,6091.0,Jadson,4-2-3-1,4-3-3,Wilton Sampaio,Match Report,
2024-11-20,19:00,Série A,Matchweek 34,Wed,Away,D,2,2,Grêmio,1.5,0.7,43,40426.0,Jadson,4-2-3-1,4-2-2-2,Bruno Arleu,Match Report,
2024-11-23,19:30,Série A,Matchweek 35,Sat,Home,D,1,1,Cuiabá,1.4,0.6,59,6932.0,Alan Ruschel,4-3-3,3-4-3,Matheus Delgado Candançan,Match Report,
2024-11-26,21:30,Série A,Matchweek 36,Tue,Away,W,3,2,Atlético Mineiro,1.0,3.1,36,,Jadson,4-3-3,3-4-3,Flavio Rodrigues de Souza,Match Report,
2024-12-04,20:00,Série A,Matchweek 37,Wed,Away,W,2,1,São Paulo,1.1,0.5,31,31442.0,Jadson,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2024-12-08,16:00,Série A,Matchweek 38,Sun,Home,L,0,1,Cruzeiro,1.4,0.8,50,13518.0,Jadson,4-2-3-1,4-2-3-1,Edina Alves,Match Report,
