Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Rodrigo Alves Soares,br BRA,DF,29.0,31.0,4,0,0,24,6,0,110,13,25,0,0,0,180,12,32,27.3,Matches
Jadson,br BRA,MF,28.0,29.1,9,1,0,39,50,1,31,24,46,0,0,0,181,7,18,28.0,Matches
Isidro Pitta,py PAR,FW,22.0,26.8,2,0,0,27,51,18,31,4,6,0,0,0,51,35,59,37.2,Matches
Chico,br BRA,"MF,FW",30.0,24.2,3,1,0,54,69,3,145,25,31,0,0,0,132,21,34,38.2,Matches
César Reis,br BRA,GK,26.0,24.3,1,0,0,0,4,0,0,0,0,0,0,0,18,5,0,100.0,Matches
Thalisson Kelven,br BRA,DF,23.0,20.0,3,0,0,17,7,0,0,31,13,0,0,1,64,40,39,50.6,Matches
Capixaba,br BRA,"FW,MF",25.0,18.4,6,0,0,24,41,0,58,19,27,0,0,0,68,11,23,32.4,Matches
Vitor Mendes,br BRA,DF,22.0,18.3,10,1,1,16,15,0,0,28,9,0,1,1,71,37,26,58.7,Matches
Rafael Forster,br BRA,DF,31.0,18.1,1,0,0,15,14,0,7,26,18,0,0,0,116,36,32,52.9,Matches
Yuri Oliveira Lima,br BRA,MF,27.0,16.8,6,1,0,42,13,0,6,20,15,0,0,0,73,14,19,42.4,Matches
Paulo Henrique,br BRA,"DF,MF",25.0,16.7,3,0,0,33,13,3,94,11,27,0,1,0,130,19,17,52.8,Matches
Paulo Miranda,br BRA,DF,33.0,16.4,4,0,0,18,7,0,0,22,4,0,3,1,63,52,28,65.0,Matches
Moraes,br BRA,"DF,MF",24.0,15.2,4,0,0,12,15,3,53,31,19,0,0,0,103,14,18,43.8,Matches
Jean,br BRA,MF,27.0,13.1,6,0,0,24,15,1,5,39,30,0,0,0,69,27,24,52.9,Matches
Pegorari,br BRA,GK,30.0,12.7,3,0,0,0,2,0,0,0,0,0,0,0,11,3,0,100.0,Matches
Elton,br BRA,MF,31.0,12.9,5,0,0,25,9,1,0,20,18,0,0,0,71,14,12,53.8,Matches
Óscar Ruiz,py PAR,"MF,FW",30.0,11.0,1,0,0,4,15,5,29,5,7,1,0,0,32,15,28,34.9,Matches
William Matheus,br BRA,DF,31.0,10.1,4,1,0,14,6,0,16,5,6,0,2,0,39,18,12,60.0,Matches
Ricardo Bueno,br BRA,FW,34.0,9.0,3,0,0,14,30,4,11,0,8,1,0,0,32,34,47,42.0,Matches
Felipe Pires,br BRA,"MF,FW",26.0,7.4,5,0,0,14,16,3,9,0,1,0,0,0,23,2,4,33.3,Matches
Marlon,br BRA,"MF,FW",31.0,4.5,1,0,0,13,6,0,10,6,2,0,0,0,23,2,4,33.3,Matches
Bruno Nazário,br BRA,MF,26.0,6.5,4,0,0,11,13,0,46,1,6,0,0,0,21,3,22,12.0,Matches
Vitor Gabriel,br BRA,"FW,MF",22.0,8.6,6,0,0,30,12,3,3,0,3,0,0,0,25,37,42,46.8,Matches
Ygor Nogueira,br BRA,DF,26.0,5.0,1,0,0,3,3,0,0,9,5,0,1,0,23,10,6,62.5,Matches
Rafinha Rech,br BRA,"FW,MF",19.0,4.2,0,0,0,3,1,0,5,4,2,0,0,0,14,6,5,54.5,Matches
Guilherme Parede,br BRA,"FW,MF",26.0,6.6,3,0,0,8,6,1,28,3,1,0,0,0,19,5,3,62.5,Matches
Paulinho Moccelin,br BRA,"MF,FW",27.0,4.3,2,2,0,14,8,2,14,4,7,0,0,0,25,4,11,26.7,Matches
Edinho,br BRA,MF,27.0,4.1,0,0,0,4,7,0,18,2,0,0,0,0,16,2,2,50.0,Matches
Busanello,br BRA,DF,23.0,3.2,0,0,0,6,2,0,12,8,4,0,0,0,15,6,2,75.0,Matches
Gabriel Tota,br BRA,MF,20.0,2.4,2,0,0,7,6,0,2,4,1,0,0,0,10,4,5,44.4,Matches
Renato Chaves,br BRA,DF,31.0,1.8,0,0,0,1,0,0,0,5,0,0,0,0,7,5,0,100.0,Matches
Dudu,br BRA,DF,19.0,1.2,0,0,0,3,1,0,1,3,0,0,0,0,6,1,2,33.3,Matches
Ruan,br BRA,"FW,MF",16.0,2.5,1,0,0,3,6,0,5,0,5,0,0,0,12,3,2,60.0,Matches
Romulo,br BRA,DF,21.0,1.9,1,0,0,1,2,0,6,2,1,0,0,0,16,3,2,60.0,Matches
Darlan Mendes,br BRA,"MF,FW",23.0,1.3,1,0,0,1,2,0,2,1,1,0,0,0,8,0,1,0.0,Matches
Bruninho,br BRA,"MF,FW",21.0,1.3,0,0,0,4,5,0,7,1,0,0,0,0,11,1,1,50.0,Matches
Felipe Alves Raymundo,br BRA,GK,33.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Pará,br BRA,MF,19.0,0.9,1,0,0,2,0,0,0,1,1,0,0,0,6,0,1,0.0,Matches
Anderson Leite,br BRA,MF,28.0,0.8,0,0,0,3,1,0,1,4,1,0,0,0,5,1,0,100.0,Matches
Vitor Leque,br BRA,"MF,DF",21.0,0.6,2,1,1,2,3,1,1,0,0,0,0,0,1,1,1,50.0,Matches
Cauã,br BRA,DF,18.0,0.5,0,0,0,1,1,0,0,0,3,0,0,0,4,0,1,0.0,Matches
Kelvi,br BRA,MF,19.0,0.5,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,,Matches
Lucas Ramires,br BRA,DF,19.0,0.3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,100.0,Matches
Guilherme Gehring,br BRA,MF,16.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Weliton,cl CHI,MF,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Squad Total,,,27.4,38.0,109,8,2,538,485,49,766,381,354,2,9,3,1795,511,586,46.6,
Opponent Total,,,27.3,38.0,97,1,0,507,509,54,842,349,339,6,4,2,1895,586,511,53.4,
