Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Vitor Mendes,br BRA,DF,21.0,34.0,1574,1488,84,82,0,5,1,1,0,0,0,0,1344,2,13,Matches
Guilherme Carvalho,br BRA,MF,21.0,29.1,1196,1037,155,80,3,11,132,7,67,25,31,2,898,4,21,Matches
William Matheus,br BRA,DF,30.0,31.5,1546,1173,365,62,1,2,33,301,0,0,0,0,1229,8,21,Matches
Michel,br BRA,DF,30.0,30.1,1421,1137,278,18,0,0,95,260,0,0,0,0,1077,6,23,Matches
Rafael Forster,br BRA,DF,30.0,29.3,1460,1336,123,113,0,18,1,10,0,0,0,0,1170,1,10,Matches
Marcos Vinicios Sorriso,br BRA,"FW,MF",19.0,25.4,562,549,13,3,1,0,44,3,1,0,0,0,404,0,20,Matches
Dawhan,br BRA,MF,24.0,20.7,915,875,38,35,1,10,0,2,0,0,0,0,804,2,7,Matches
Jadson,br BRA,MF,27.0,18.9,878,829,47,29,0,16,18,8,1,1,0,0,766,2,14,Matches
Marcelo Carné,br BRA,GK,30.0,21.0,615,383,232,50,0,3,0,0,0,0,0,0,416,0,1,Matches
Ricardo Bueno,br BRA,FW,33.0,17.5,457,435,19,2,0,1,15,1,0,0,0,0,342,3,10,Matches
Wescley,br BRA,"FW,MF",29.0,18.2,622,577,41,17,2,22,27,4,12,4,5,0,493,4,10,Matches
Capixaba,br BRA,"FW,MF",24.0,17.0,418,371,47,10,1,1,74,17,20,9,5,0,272,0,28,Matches
Douglas Friedrich,br BRA,GK,32.0,17.0,443,259,183,44,0,1,0,0,0,0,0,0,303,1,0,Matches
Paulinho Bóia,br BRA,"FW,MF",22.0,14.8,416,406,9,4,1,7,19,2,0,0,0,0,317,1,8,Matches
Matheus Jesus,br BRA,MF,23.0,10.2,378,362,14,6,0,6,3,1,0,0,0,0,308,2,9,Matches
Matheus Peixoto,br BRA,FW,25.0,10.5,194,175,19,0,0,1,1,0,0,0,0,0,132,0,6,Matches
Juan Quintero,co COL,DF,25.0,10.1,464,442,22,22,0,2,0,0,0,0,0,0,397,0,2,Matches
Chico,br BRA,"MF,FW",29.0,13.4,534,455,77,34,4,1,76,6,34,14,15,0,414,2,6,Matches
Elton,br BRA,MF,30.0,8.3,420,394,26,24,2,0,3,1,0,0,0,0,359,0,9,Matches
Paulo Henrique,br BRA,"DF,MF",24.0,8.6,397,325,72,4,0,1,45,68,0,0,0,0,273,0,14,Matches
Wágner,br BRA,"MF,FW",36.0,5.7,275,257,16,9,0,1,14,0,6,4,1,1,211,2,4,Matches
Alyson Neves,br BRA,DF,24.0,4.0,147,111,35,1,0,0,10,34,0,0,0,0,92,1,6,Matches
Vinicius José Ignácio,br BRA,DF,29.0,4.1,180,170,10,10,0,0,0,0,0,0,0,0,158,0,0,Matches
Roberson,br BRA,FW,31.0,3.5,87,79,8,0,0,1,1,0,0,0,0,0,66,0,5,Matches
Ricardinho,br BRA,MF,31.0,3.4,116,112,4,3,0,0,0,1,0,0,0,0,101,0,1,Matches
João Paulo,br BRA,MF,35.0,1.8,155,147,8,6,0,1,0,0,0,0,0,0,143,0,0,Matches
Cleberson,br BRA,DF,28.0,1.5,42,38,4,4,0,0,0,0,0,0,0,0,30,0,1,Matches
Guilherme Santos,br BRA,DF,32.0,1.3,58,42,16,3,0,0,3,13,0,0,0,0,45,0,0,Matches
Fernando Pacheco Rivas,pe PER,"MF,FW",21.0,2.6,60,59,1,0,0,0,12,1,0,0,0,0,39,0,3,Matches
Bruninho,br BRA,"MF,FW",20.0,2.3,86,80,6,3,0,0,4,0,3,1,1,0,71,0,1,Matches
Rafael Bilu,br BRA,"DF,FW",21.0,0.6,34,33,1,1,1,0,4,0,0,0,0,0,26,0,1,Matches
Nicolás Castillo,cl CHI,"FW,DF",27.0,0.3,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Matheus Cotulio Bossa,br BRA,MF,27.0,0.2,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
Edwin Mosquera,co COL,MF,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Eltinho,br BRA,DF,33.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,27.2,38.0,16168,14153,1974,679,17,111,635,741,144,58,58,3,12716,41,254,
Opponent Total,,,26.8,38.0,20206,18302,1867,572,24,147,818,756,191,80,94,1,16596,37,308,
