Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Gabriel,br BRA,GK,31.0,33.5,10,0.3,8,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Jadson,br BRA,MF,30.0,31.6,120,3.8,98,3,3,1,11,4,13,0.41,10,0,0,0,2,1,Matches
Danilo Boza,br BRA,DF,25.0,31.4,24,0.76,17,1,0,4,1,1,1,0.03,0,0,0,1,0,0,Matches
Lucas Barbosa,br BRA,FW,22.0,27.1,69,2.5,57,0,3,5,4,0,4,0.15,3,0,0,1,0,0,Matches
João Lucas,br BRA,DF,25.0,28.5,86,3.01,69,5,4,3,4,1,10,0.35,8,1,0,0,1,0,Matches
Erick,br BRA,FW,27.0,23.5,42,1.79,30,0,7,2,1,2,3,0.13,3,0,0,0,0,0,Matches
Alan Ruschel,br BRA,DF,34.0,24.9,56,2.25,32,19,0,0,4,1,5,0.2,2,1,0,0,1,1,Matches
Zé Marcos,br BRA,DF,25.0,21.7,10,0.46,8,1,0,1,0,0,2,0.09,1,0,0,1,0,0,Matches
Nenê,br BRA,"MF,FW",42.0,16.7,75,4.48,40,31,0,1,3,0,4,0.24,2,2,0,0,0,0,Matches
Caíque de Jesus Gonçalves,br BRA,MF,28.0,15.8,13,0.82,12,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Lucas Freitas,br BRA,DF,23.0,14.0,13,0.93,12,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gilberto,br BRA,FW,34.0,12.3,24,1.95,19,1,0,3,1,0,3,0.24,2,0,0,1,0,0,Matches
Ronaldo,br BRA,MF,27.0,12.6,20,1.59,19,0,0,1,0,0,3,0.24,3,0,0,0,0,0,Matches
Jean Carlos Vicente,br BRA,"MF,FW",31.0,11.5,48,4.19,23,16,4,2,1,2,7,0.61,3,2,0,0,0,2,Matches
Ewerton,br BRA,"DF,FW",23.0,13.2,29,2.19,22,4,0,3,0,0,4,0.3,3,1,0,0,0,0,Matches
Luis Mandaca,br BRA,MF,22.0,12.2,47,3.84,29,0,5,5,5,3,4,0.33,2,0,0,1,0,1,Matches
Marcelinho,br BRA,"FW,MF",21.0,11.1,42,3.55,23,4,3,5,7,0,8,0.68,3,2,0,2,1,0,Matches
Edson Carioca,br BRA,FW,26.0,8.2,20,2.68,11,0,4,1,2,2,4,0.54,2,0,2,0,0,0,Matches
Ronie Carrillo,ec ECU,FW,27.0,7.5,19,2.51,14,0,2,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Taliari,br BRA,FW,26.0,10.2,30,2.95,15,0,3,7,3,2,4,0.39,2,0,1,0,1,0,Matches
Rodrigo Sam,br BRA,DF,28.0,8.9,3,0.34,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Inocêncio,br BRA,DF,29.0,9.8,14,1.43,10,1,1,0,2,0,1,0.1,1,0,0,0,0,0,Matches
Luis Oyama,br BRA,MF,27.0,7.6,13,1.71,12,0,0,0,1,0,2,0.26,2,0,0,0,0,0,Matches
Mateus Claus,br BRA,GK,29.0,4.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Thiaguinho,br BRA,MF,26.0,3.4,5,1.46,2,2,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Dudu Vieira,br BRA,MF,29.0,3.0,2,0.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Yan Souto,br BRA,"DF,MF",22.0,2.6,2,0.76,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Abner,br BRA,DF,19.0,1.2,1,0.83,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Davi Goes,br BRA,MF,18.0,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Diego Gonçalves,br BRA,"FW,MF",29.0,2.1,4,1.87,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Rildo,br BRA,"FW,MF",24.0,1.3,3,2.29,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Ruan,br BRA,"FW,MF",18.0,1.1,2,1.82,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
David,br BRA,"MF,FW",24.0,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Werik Popó,br BRA,FW,22.0,0.5,3,6.43,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Kleiton,br BRA,FW,24.0,0.3,3,9.31,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Peixoto,br BRA,MF,26.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.1,38.0,852,22.42,599,91,42,48,53,19,83,2.18,53,9,3,7,6,5,
Opponent Total,,,27.7,38.0,1020,26.84,717,90,62,81,52,18,101,2.66,72,2,7,9,9,2,
