Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
César Reis,br BRA,GK,26.0,24.3,41,4,0,3,1,36.2,0.26,-3.8,-0.16,91,265,34.3,483,105,34.2,33.9,230,43.5,37.7,448,17,3.8,11,0.45,10.6,Matches
Pegorari,br BRA,GK,30.0,12.7,28,2,1,4,2,21.7,0.24,-4.3,-0.34,57,143,39.9,256,50,30.1,32.9,128,51.6,41.2,210,7,3.3,12,0.95,14.2,Matches
Felipe Alves Raymundo,br BRA,GK,33.0,1.0,0,0,0,0,0,0.4,0.09,0.4,0.35,10,16,62.5,24,2,33.3,33.2,16,50.0,39.8,23,0,0.0,0,0.0,6.0,Matches
Squad Total,,,27.4,38.0,69,6,1,7,3,58.2,0.25,-7.8,-0.2,158,424,37.3,747,157,31.7,,390,47.9,39.4,681,24,3.5,23,0.61,,
Opponent Total,,,27.3,38.0,29,2,0,2,2,33.9,0.24,6.9,0.18,144,361,39.9,683,136,36.2,34.1,311,36.7,33.6,606,27,4.5,34,0.89,13.8,
