Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Rodrigo Alves Soares,br BRA,DF,29.0,31.0,1903,109,672,834,413,16,1903,50,28,56.0,22,44.0,1042,5294,2567,44,32,4,29,11,1184,99,Matches
Jadson,br BRA,MF,28.0,29.1,1579,36,359,935,302,16,1579,37,23,62.2,12,32.4,975,3848,1783,22,28,3,34,22,1102,87,Matches
Isidro Pitta,py PAR,FW,22.0,26.8,755,22,56,338,376,110,754,43,20,46.5,21,48.8,430,3106,1373,45,40,20,58,27,567,163,Matches
Chico,br BRA,"MF,FW",30.0,24.2,1279,30,213,642,442,28,1278,38,17,44.7,19,50.0,737,4592,1879,46,39,4,40,22,803,85,Matches
César Reis,br BRA,GK,26.0,24.3,764,647,761,4,0,0,764,0,0,,0,,389,2281,1543,0,0,0,1,1,270,0,Matches
Thalisson Kelven,br BRA,DF,23.0,20.0,979,225,679,281,22,16,979,1,0,0.0,1,100.0,498,2235,1203,2,2,0,6,2,621,0,Matches
Capixaba,br BRA,"FW,MF",25.0,18.4,682,23,173,264,259,32,682,60,18,30.0,34,56.7,448,3474,1488,47,31,10,35,18,440,108,Matches
Vitor Mendes,br BRA,DF,22.0,18.3,965,139,567,375,31,17,965,2,0,0.0,2,100.0,525,2354,1257,8,3,0,13,2,600,1,Matches
Rafael Forster,br BRA,DF,31.0,18.1,1121,174,705,386,48,13,1121,15,10,66.7,5,33.3,612,3369,2142,11,6,0,10,3,662,4,Matches
Yuri Oliveira Lima,br BRA,MF,27.0,16.8,1018,37,256,626,140,9,1018,15,12,80.0,2,13.3,592,2502,1039,12,18,1,17,11,707,12,Matches
Paulo Henrique,br BRA,"DF,MF",25.0,16.7,836,40,268,310,278,26,836,84,47,56.0,35,41.7,467,3280,1931,55,35,10,31,23,460,114,Matches
Paulo Miranda,br BRA,DF,33.0,16.4,933,144,504,397,36,22,933,1,0,0.0,1,100.0,513,2572,1182,5,5,0,6,1,586,3,Matches
Moraes,br BRA,"DF,MF",24.0,15.2,897,58,303,360,247,21,897,41,17,41.5,23,56.1,443,2580,1246,30,20,1,21,17,449,61,Matches
Jean,br BRA,MF,27.0,13.1,603,62,245,289,75,9,603,4,3,75.0,0,0.0,233,896,426,4,11,1,15,6,247,4,Matches
Pegorari,br BRA,GK,30.0,12.7,416,365,416,0,0,0,416,0,0,,0,,190,1002,666,0,0,0,0,0,140,0,Matches
Elton,br BRA,MF,31.0,12.9,663,47,218,381,71,12,663,5,3,60.0,2,40.0,368,1577,605,7,8,1,11,5,423,7,Matches
Óscar Ruiz,py PAR,"MF,FW",30.0,11.0,392,7,44,170,182,33,392,30,11,36.7,19,63.3,218,1330,620,22,15,5,24,16,263,70,Matches
William Matheus,br BRA,DF,31.0,10.1,597,63,234,267,101,10,597,7,3,42.9,4,57.1,289,1248,646,9,6,0,6,7,319,26,Matches
Ricardo Bueno,br BRA,FW,34.0,9.0,379,15,42,194,146,43,377,19,13,68.4,6,31.6,225,1230,346,15,5,2,30,23,290,43,Matches
Felipe Pires,br BRA,"MF,FW",26.0,7.4,288,1,33,128,130,14,288,16,4,25.0,7,43.8,200,1733,1017,30,22,4,7,7,225,51,Matches
Marlon,br BRA,"MF,FW",31.0,4.5,198,6,48,106,46,3,198,3,1,33.3,2,66.7,111,530,187,2,2,0,13,7,114,12,Matches
Bruno Nazário,br BRA,MF,26.0,6.5,367,3,43,172,156,17,367,20,8,40.0,7,35.0,229,1100,481,11,4,4,16,7,253,47,Matches
Vitor Gabriel,br BRA,"FW,MF",22.0,8.6,284,18,45,114,130,57,284,20,4,20.0,15,75.0,146,888,347,13,11,6,33,10,190,40,Matches
Ygor Nogueira,br BRA,DF,26.0,5.0,279,44,170,106,4,2,279,1,1,100.0,0,0.0,157,704,420,1,0,0,1,0,175,1,Matches
Rafinha Rech,br BRA,"FW,MF",19.0,4.2,184,1,30,76,81,13,184,16,7,43.8,9,56.3,123,810,306,14,10,6,13,6,124,23,Matches
Guilherme Parede,br BRA,"FW,MF",26.0,6.6,251,7,30,111,112,17,251,4,1,25.0,3,75.0,143,585,251,8,3,3,16,7,170,50,Matches
Paulinho Moccelin,br BRA,"MF,FW",27.0,4.3,183,5,36,77,72,12,183,11,1,9.1,10,90.9,85,650,361,12,13,2,11,5,94,20,Matches
Edinho,br BRA,MF,27.0,4.1,154,1,17,64,75,6,154,10,7,70.0,3,30.0,116,762,410,13,7,2,7,9,118,28,Matches
Busanello,br BRA,DF,23.0,3.2,177,5,53,82,42,2,177,0,0,,0,,75,243,115,2,0,0,2,0,97,13,Matches
Gabriel Tota,br BRA,MF,20.0,2.4,102,5,15,73,15,1,102,8,3,37.5,5,62.5,65,380,174,3,3,1,2,3,68,8,Matches
Renato Chaves,br BRA,DF,31.0,1.8,60,15,39,15,6,4,60,0,0,,0,,28,128,59,0,1,1,2,0,29,0,Matches
