Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Vitor Mendes,br BRA,DF,21.0,34.0,2,21,6,28.6,0.62,0.18,0.1,0.33,14.3,0,0,0,2.7,2.7,0.13,-0.7,-0.7,Matches
Guilherme Carvalho,br BRA,MF,21.0,29.1,4,55,15,27.3,1.89,0.51,0.07,0.27,23.0,15,0,0,5.0,5.0,0.09,-1.0,-1.0,Matches
William Matheus,br BRA,DF,30.0,31.5,1,11,1,9.1,0.35,0.03,0.09,1.0,12.4,0,0,0,0.7,0.7,0.06,0.3,0.3,Matches
Michel,br BRA,DF,30.0,30.1,0,8,2,25.0,0.27,0.07,0.0,0.0,18.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Rafael Forster,br BRA,DF,30.0,29.3,0,11,1,9.1,0.38,0.03,0.0,0.0,21.5,4,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
Marcos Vinicios Sorriso,br BRA,"FW,MF",19.0,25.4,2,60,22,36.7,2.36,0.87,0.03,0.09,18.4,0,0,0,5.0,5.0,0.08,-3.0,-3.0,Matches
Dawhan,br BRA,MF,24.0,20.7,3,11,5,45.5,0.53,0.24,0.27,0.6,19.0,0,0,0,1.1,1.1,0.1,1.9,1.9,Matches
Jadson,br BRA,MF,27.0,18.9,0,11,1,9.1,0.58,0.05,0.0,0.0,27.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Marcelo Carné,br BRA,GK,30.0,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ricardo Bueno,br BRA,FW,33.0,17.5,7,42,16,38.1,2.4,0.92,0.14,0.38,17.8,0,1,2,6.1,4.5,0.11,0.9,1.5,Matches
Wescley,br BRA,"FW,MF",29.0,18.2,1,24,8,33.3,1.32,0.44,0.04,0.13,22.9,1,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
Capixaba,br BRA,"FW,MF",24.0,17.0,0,22,3,13.6,1.29,0.18,0.0,0.0,21.4,1,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches
Douglas Friedrich,br BRA,GK,32.0,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
