Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Rodrigo Alves Soares,br BRA,DF,29.0,35,2789.0,80.0,81.5,31.0,32,85.0,22,3,25.0,1,0.57,21.0,58.0,-37.0,-1.19,-0.77,25.4,47.9,-22.5,-0.73,-0.56,Matches
Jadson,br BRA,MF,28.0,33,2618.0,79.0,76.5,29.1,32,82.0,17,1,4.0,1,0.52,20.0,55.0,-35.0,-1.2,-0.64,23.2,40.8,-17.7,-0.61,0.06,Matches
Isidro Pitta,py PAR,FW,22.0,32,2413.0,75.0,70.6,26.8,27,82.0,15,5,38.0,1,0.59,21.0,42.0,-21.0,-0.78,0.91,24.4,34.3,-9.9,-0.37,0.86,Matches
Chico,br BRA,"MF,FW",30.0,33,2177.0,66.0,63.7,24.2,26,76.0,6,7,30.0,3,0.64,20.0,36.0,-16.0,-0.66,1.08,21.0,34.1,-13.1,-0.54,0.22,Matches
César Reis,br BRA,GK,26.0,25,2188.0,88.0,64.0,24.3,24,90.0,24,1,28.0,13,0.6,19.0,41.0,-22.0,-0.9,0.41,22.3,36.2,-13.9,-0.57,0.14,Matches
Thalisson Kelven,br BRA,DF,23.0,25,1800.0,72.0,52.6,20.0,20,87.0,18,5,14.0,11,0.72,14.0,34.0,-20.0,-1.0,0.11,16.1,32.8,-16.7,-0.83,-0.45,Matches
Capixaba,br BRA,"FW,MF",25.0,27,1652.0,61.0,48.3,18.4,20,72.0,3,7,30.0,3,0.44,11.0,34.0,-23.0,-1.25,-0.39,13.6,30.0,-16.3,-0.89,-0.52,Matches
Vitor Mendes,br BRA,DF,22.0,19,1647.0,87.0,48.2,18.3,19,87.0,16,0,,4,0.65,14.0,31.0,-17.0,-0.93,0.24,16.9,20.2,-3.3,-0.18,0.85,Matches
Rafael Forster,br BRA,DF,31.0,19,1631.0,86.0,47.7,18.1,19,86.0,17,0,,4,0.58,15.0,33.0,-18.0,-0.99,0.11,19.6,27.5,-7.9,-0.44,0.36,Matches
Yuri Oliveira Lima,br BRA,MF,27.0,22,1515.0,69.0,44.3,16.8,19,75.0,9,3,29.0,4,0.55,14.0,32.0,-18.0,-1.07,-0.03,12.8,27.3,-14.5,-0.86,-0.43,Matches
Paulo Henrique,br BRA,"DF,MF",25.0,26,1502.0,58.0,43.9,16.7,17,79.0,9,9,18.0,3,0.69,13.0,25.0,-12.0,-0.72,0.59,16.4,22.4,-6.0,-0.36,0.47,Matches
Paulo Miranda,br BRA,DF,33.0,19,1476.0,78.0,43.2,16.4,16,85.0,13,3,41.0,7,0.63,12.0,30.0,-18.0,-1.1,-0.08,11.9,25.4,-13.5,-0.83,-0.36,Matches
Moraes,br BRA,"DF,MF",24.0,19,1366.0,72.0,39.9,15.2,14,88.0,11,5,27.0,7,0.58,11.0,30.0,-19.0,-1.25,-0.33,14.0,25.7,-11.7,-0.77,-0.25,Matches
Jean,br BRA,MF,27.0,25,1183.0,47.0,34.6,13.1,13,75.0,5,12,18.0,6,0.6,11.0,17.0,-6.0,-0.46,0.91,14.4,17.5,-3.1,-0.24,0.59,Matches
Pegorari,br BRA,GK,30.0,13,1142.0,88.0,33.4,12.7,13,88.0,12,0,,4,0.31,9.0,28.0,-19.0,-1.5,-0.67,10.4,19.6,-9.2,-0.72,-0.15,Matches
Elton,br BRA,MF,31.0,18,1163.0,65.0,34.0,12.9,12,79.0,3,6,37.0,2,0.5,9.0,28.0,-19.0,-1.47,-0.63,10.0,20.8,-10.7,-0.83,-0.32,Matches
Óscar Ruiz,py PAR,"MF,FW",30.0,24,990.0,41.0,28.9,11.0,11,62.0,0,13,23.0,9,0.54,12.0,21.0,-9.0,-0.82,0.33,11.9,18.8,-6.9,-0.62,0.0,Matches
William Matheus,br BRA,DF,31.0,14,907.0,65.0,26.5,10.1,11,80.0,8,3,10.0,7,0.67,7.0,17.0,-10.0,-0.99,0.08,8.1,13.5,-5.5,-0.54,0.11,Matches
Ricardo Bueno,br BRA,FW,34.0,16,806.0,50.0,23.6,9.0,9,73.0,3,7,21.0,4,0.5,7.0,17.0,-10.0,-1.12,-0.08,9.4,16.4,-6.9,-0.77,-0.2,Matches
Felipe Pires,br BRA,"MF,FW",26.0,11,668.0,61.0,19.5,7.4,8,77.0,2,3,17.0,2,0.36,6.0,14.0,-8.0,-1.08,-0.03,5.4,12.3,-6.9,-0.94,-0.39,Matches
Marlon,br BRA,"MF,FW",31.0,10,405.0,41.0,11.8,4.5,7,49.0,0,3,20.0,2,0.6,1.0,8.0,-7.0,-1.56,-0.57,2.9,7.3,-4.4,-0.98,-0.41,Matches
Bruno Nazário,br BRA,MF,26.0,12,584.0,49.0,17.1,6.5,6,70.0,1,6,27.0,1,0.58,5.0,10.0,-5.0,-0.77,0.34,5.3,10.7,-5.4,-0.83,-0.26,Matches
Vitor Gabriel,br BRA,"FW,MF",22.0,22,774.0,35.0,22.6,8.6,5,81.0,4,17,22.0,5,0.73,7.0,15.0,-8.0,-0.93,0.16,9.5,10.3,-0.8,-0.1,0.68,Matches
Ygor Nogueira,br BRA,DF,26.0,5,450.0,90.0,13.2,5.0,5,90.0,5,0,,11,0.4,3.0,12.0,-9.0,-1.8,-0.86,3.0,9.0,-6.0,-1.2,-0.67,Matches
Rafinha Rech,br BRA,"FW,MF",19.0,11,379.0,34.0,11.1,4.2,5,58.0,0,6,15.0,3,0.27,2.0,10.0,-8.0,-1.9,-0.95,3.3,5.4,-2.1,-0.49,0.15,Matches
Guilherme Parede,br BRA,"FW,MF",26.0,16,594.0,37.0,17.4,6.6,4,74.0,1,12,25.0,11,0.5,5.0,15.0,-10.0,-1.52,-0.56,6.5,12.2,-5.7,-0.87,-0.3,Matches
Paulinho Moccelin,br BRA,"MF,FW",27.0,9,386.0,43.0,11.3,4.3,4,64.0,1,5,26.0,2,1.11,5.0,8.0,-3.0,-0.7,0.4,3.2,5.5,-2.3,-0.53,0.1,Matches
Edinho,br BRA,MF,27.0,10,366.0,37.0,10.7,4.1,4,50.0,0,6,28.0,0,0.7,5.0,7.0,-2.0,-0.49,0.63,6.4,5.1,1.3,0.33,1.07,Matches
Busanello,br BRA,DF,23.0,4,290.0,73.0,8.5,3.2,3,87.0,1,1,28.0,8,1.25,6.0,6.0,0.0,0.0,1.15,3.1,3.3,-0.2,-0.05,0.62,Matches
Gabriel Tota,br BRA,MF,20.0,7,213.0,30.0,6.2,2.4,2,80.0,0,5,11.0,13,0.25,2.0,10.0,-8.0,-3.38,-2.48,1.2,3.5,-2.3,-0.97,-0.37,Matches
Renato Chaves,br BRA,DF,31.0,2,164.0,82.0,4.8,1.8,2,82.0,1,0,,3,0.5,2.0,3.0,-1.0,-0.55,0.53,3.0,2.6,0.4,0.22,0.88,Matches
Dudu,br BRA,DF,19.0,2,112.0,56.0,3.3,1.2,2,56.0,0,0,,1,0.5,2.0,3.0,-1.0,-0.8,0.26,0.7,2.5,-1.9,-1.49,-0.9,Matches
Ruan,br BRA,"FW,MF",16.0,11,222.0,20.0,6.5,2.5,1,48.0,0,10,17.0,2,0.45,2.0,4.0,-2.0,-0.81,0.26,2.9,2.6,0.2,0.1,0.77,Matches
Romulo,br BRA,DF,21.0,4,171.0,43.0,5.0,1.9,1,73.0,0,3,33.0,7,0.5,3.0,5.0,-2.0,-1.05,0.0,2.6,3.3,-0.7,-0.38,0.26,Matches
Darlan Mendes,br BRA,"MF,FW",23.0,5,119.0,24.0,3.5,1.3,1,45.0,0,4,19.0,14,0.6,0.0,3.0,-3.0,-2.27,-1.26,1.1,1.5,-0.4,-0.28,0.36,Matches
Bruninho,br BRA,"MF,FW",21.0,5,113.0,23.0,3.3,1.3,1,45.0,0,4,17.0,8,0.4,0.0,2.0,-2.0,-1.59,-0.56,0.6,0.8,-0.2,-0.18,0.46,Matches
Felipe Alves Raymundo,br BRA,GK,33.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,10,3.0,1.0,0.0,1.0,1.0,2.11,0.7,1.3,-0.6,-0.58,0.05,Matches
