Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Marcelo Carné,br BRA,GK,30.0,21.0,23,2,1,4,2,18.8,0.27,-2.2,-0.11,102,286,35.7,433,70,44.6,37.2,182,51.1,38.8,371,16,4.3,18,0.86,12.3,Matches
Douglas Friedrich,br BRA,GK,32.0,17.0,21,2,1,2,0,20.2,0.28,-0.8,-0.05,55,184,29.9,303,63,38.9,35.1,139,47.5,39.9,279,8,2.9,7,0.41,12.3,Matches
Squad Total,,,27.2,38.0,44,4,2,6,2,39.2,0.28,-2.8,-0.07,157,473,33.2,734,134,42.4,,328,49.4,39.3,650,24,3.7,25,0.66,,
Opponent Total,,,26.8,38.0,36,5,1,4,2,35.2,0.25,1.2,0.03,131,358,36.6,712,133,33.4,33.5,274,43.8,36.2,506,25,4.9,25,0.66,12.6,
