Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Gabriel,br BRA,GK,31.0,34,3014.0,89.0,88.1,33.5,34,89.0,33,0,,0,1.12,39.0,49.0,-10.0,-0.3,-0.08,36.1,49.2,-13.2,-0.39,0.26,Matches
Jadson,br BRA,MF,30.0,33,2843.0,86.0,83.1,31.6,33,86.0,25,0,,0,1.36,41.0,43.0,-2.0,-0.06,1.34,35.5,46.2,-10.7,-0.34,0.5,Matches
Danilo Boza,br BRA,DF,25.0,32,2829.0,88.0,82.7,31.4,32,88.0,29,0,,0,1.31,42.0,52.0,-10.0,-0.32,-0.17,37.0,50.5,-13.4,-0.43,-0.02,Matches
Lucas Barbosa,br BRA,FW,22.0,33,2443.0,74.0,71.4,27.1,32,75.0,4,1,45.0,0,1.15,29.0,37.0,-8.0,-0.29,-0.02,30.4,36.9,-6.5,-0.24,0.68,Matches
João Lucas,br BRA,DF,25.0,30,2569.0,86.0,75.1,28.5,30,86.0,26,0,,0,1.17,36.0,46.0,-10.0,-0.35,-0.24,32.5,41.3,-8.8,-0.31,0.46,Matches
Erick,br BRA,FW,27.0,35,2112.0,60.0,61.8,23.5,26,69.0,4,9,35.0,1,1.17,28.0,36.0,-8.0,-0.34,-0.13,23.4,36.5,-13.2,-0.56,-0.36,Matches
Alan Ruschel,br BRA,DF,34.0,28,2243.0,80.0,65.6,24.9,25,86.0,20,3,35.0,3,1.0,29.0,38.0,-9.0,-0.36,-0.21,28.2,39.6,-11.4,-0.46,-0.1,Matches
Zé Marcos,br BRA,DF,25.0,25,1951.0,78.0,57.0,21.7,22,87.0,18,3,10.0,3,1.24,27.0,35.0,-8.0,-0.37,-0.19,23.6,36.2,-12.6,-0.58,-0.37,Matches
Nenê,br BRA,"MF,FW",42.0,28,1506.0,54.0,44.0,16.7,19,67.0,1,9,26.0,5,1.25,19.0,21.0,-2.0,-0.12,0.3,17.7,22.4,-4.6,-0.28,0.26,Matches
Caíque de Jesus Gonçalves,br BRA,MF,28.0,17,1422.0,84.0,41.6,15.8,17,84.0,11,0,,0,1.18,18.0,20.0,-2.0,-0.13,0.28,17.6,21.0,-3.3,-0.21,0.36,Matches
Lucas Freitas,br BRA,DF,23.0,16,1256.0,79.0,36.7,14.0,15,83.0,12,1,9.0,14,1.44,20.0,19.0,1.0,0.07,0.57,18.7,18.0,0.7,0.05,0.75,Matches
Gilberto,br BRA,FW,34.0,24,1110.0,46.0,32.5,12.3,15,54.0,0,9,33.0,3,1.28,16.0,18.0,-2.0,-0.16,0.19,14.0,16.8,-2.9,-0.23,0.28,Matches
Ronaldo,br BRA,MF,27.0,13,1135.0,87.0,33.2,12.6,13,87.0,11,0,,1,1.23,18.0,22.0,-4.0,-0.32,-0.04,15.4,15.0,0.3,0.03,0.67,Matches
Jean Carlos Vicente,br BRA,"MF,FW",31.0,22,1031.0,47.0,30.1,11.5,13,64.0,2,9,21.0,4,0.86,11.0,17.0,-6.0,-0.52,-0.34,10.9,19.3,-8.4,-0.73,-0.44,Matches
Ewerton,br BRA,"DF,FW",23.0,24,1189.0,50.0,34.8,13.2,12,74.0,3,12,26.0,4,1.21,19.0,24.0,-5.0,-0.38,-0.14,16.5,23.3,-6.8,-0.51,-0.14,Matches
Luis Mandaca,br BRA,MF,22.0,30,1101.0,37.0,32.2,12.2,10,69.0,1,20,21.0,4,1.23,20.0,25.0,-5.0,-0.41,-0.18,18.4,21.7,-3.4,-0.27,0.22,Matches
Marcelinho,br BRA,"FW,MF",21.0,25,1002.0,40.0,29.3,11.1,9,67.0,1,16,25.0,5,1.23,19.0,20.0,-1.0,-0.09,0.28,13.7,19.3,-5.6,-0.48,-0.08,Matches
Edson Carioca,br BRA,FW,26.0,16,740.0,46.0,21.6,8.2,9,65.0,0,7,22.0,1,1.25,13.0,15.0,-2.0,-0.24,0.06,8.8,11.8,-3.0,-0.4,0.03,Matches
Ronie Carrillo,ec ECU,FW,27.0,14,678.0,48.0,19.8,7.5,9,63.0,2,5,21.0,6,1.0,9.0,10.0,-1.0,-0.13,0.2,8.1,12.1,-4.0,-0.52,-0.13,Matches
Gabriel Taliari,br BRA,FW,26.0,21,914.0,44.0,26.7,10.2,8,62.0,0,13,32.0,2,1.19,15.0,17.0,-2.0,-0.2,0.13,13.0,15.3,-2.3,-0.23,0.27,Matches
Rodrigo Sam,br BRA,DF,28.0,13,803.0,62.0,23.5,8.9,8,79.0,6,5,35.0,4,1.31,7.0,14.0,-7.0,-0.78,-0.65,7.2,12.3,-5.1,-0.57,-0.19,Matches
Gabriel Inocêncio,br BRA,DF,29.0,17,883.0,52.0,25.8,9.8,7,90.0,7,10,25.0,16,1.24,11.0,17.0,-6.0,-0.61,-0.43,9.2,18.5,-9.3,-0.95,-0.7,Matches
Luis Oyama,br BRA,MF,27.0,17,684.0,40.0,20.0,7.6,6,75.0,2,11,21.0,16,0.94,11.0,15.0,-4.0,-0.53,-0.3,9.1,16.7,-7.6,-1.0,-0.71,Matches
Mateus Claus,br BRA,GK,29.0,5,406.0,81.0,11.9,4.5,4,90.0,4,1,46.0,29,1.6,9.0,10.0,-1.0,-0.22,0.08,6.8,9.8,-2.9,-0.65,-0.26,Matches
Thiaguinho,br BRA,MF,26.0,7,308.0,44.0,9.0,3.4,3,72.0,0,4,23.0,13,1.43,4.0,5.0,-1.0,-0.29,0.0,3.6,6.1,-2.5,-0.73,-0.34,Matches
Dudu Vieira,br BRA,MF,29.0,5,268.0,54.0,7.8,3.0,3,78.0,0,2,18.0,10,0.8,2.0,5.0,-3.0,-1.01,-0.78,1.9,6.2,-4.3,-1.43,-1.09,Matches
Yan Souto,br BRA,"DF,MF",22.0,4,237.0,59.0,6.9,2.6,2,73.0,0,2,46.0,12,1.5,4.0,5.0,-1.0,-0.38,-0.1,2.5,4.6,-2.2,-0.82,-0.42,Matches
Abner,br BRA,DF,19.0,3,108.0,36.0,3.2,1.2,1,90.0,1,2,9.0,24,1.33,2.0,1.0,1.0,0.83,1.16,1.3,2.5,-1.3,-1.07,-0.67,Matches
Davi Goes,br BRA,MF,18.0,3,66.0,22.0,1.9,0.7,1,45.0,0,2,11.0,8,1.0,2.0,0.0,2.0,2.73,3.08,1.1,0.5,0.6,0.85,1.3,Matches
Diego Gonçalves,br BRA,"FW,MF",29.0,10,192.0,19.0,5.6,2.1,0,,0,10,19.0,5,0.9,5.0,4.0,1.0,0.47,0.8,3.0,5.1,-2.1,-1.0,-0.61,Matches
Rildo,br BRA,"FW,MF",24.0,6,119.0,20.0,3.5,1.3,0,,0,6,20.0,3,1.17,0.0,0.0,0.0,0.0,0.3,1.4,1.7,-0.3,-0.24,0.19,Matches
Ruan,br BRA,"FW,MF",18.0,6,99.0,17.0,2.9,1.1,0,,0,6,17.0,7,0.67,1.0,4.0,-3.0,-2.73,-2.51,1.0,2.2,-1.1,-1.04,-0.63,Matches
David,br BRA,"MF,FW",24.0,2,61.0,31.0,1.8,0.7,0,,0,2,31.0,6,0.5,0.0,0.0,0.0,0.0,0.29,0.6,0.7,-0.1,-0.08,0.35,Matches
Werik Popó,br BRA,FW,22.0,5,42.0,8.0,1.2,0.5,0,,0,5,8.0,2,1.6,1.0,0.0,1.0,2.14,2.46,1.7,0.9,0.8,1.73,2.18,Matches
Kleiton,br BRA,FW,24.0,1,29.0,29.0,0.8,0.3,0,,0,1,29.0,3,1.0,0.0,1.0,-1.0,-3.1,-2.84,0.9,0.5,0.5,1.4,1.84,Matches
Peixoto,br BRA,MF,26.0,2,20.0,10.0,0.6,0.2,0,,0,2,10.0,9,0.0,0.0,0.0,0.0,0.0,0.29,0.2,0.5,-0.3,-1.34,-0.92,Matches
Guilherme Carvalho,br BRA,MF,24.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Renan dos Santos,br BRA,GK,34.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Kelvi,br BRA,MF,21.0,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Mário,br BRA,GK,18.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Rafael Pinna,br BRA,FW,16.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Cauã da Rocha,br BRA,DF,19.0,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Romércio,br BRA,DF,26.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Mateus Schaffer,br BRA,,16.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
João Trevisol,br BRA,MF,18.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
João Vitor,br BRA,DF,21.0,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
Lucas Wingert,br BRA,GK,24.0,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Squad Total,,,28.1,38,3420.0,90.0,100.0,38.0,418,79.0,223,188,24.0,262,1.18,48.0,59.0,-11.0,-0.29,,42.9,59.0,-16.1,-0.42,,
Opponent Total,,,27.7,38,3420.0,90.0,100.0,38.0,418,79.0,239,177,23.0,270,1.5,59.0,48.0,11.0,0.29,,59.0,42.9,16.1,0.42,,
