Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Rodrigo Alves Soares,br BRA,DF,29.0,31.0,1683,1408,269,45,1,22,110,211,13,1,11,0,1360,6,21,Matches
Jadson,br BRA,MF,28.0,29.1,1357,1292,61,33,4,17,31,23,2,1,1,0,1115,4,23,Matches
Isidro Pitta,py PAR,FW,22.0,26.8,522,457,64,1,0,3,31,4,0,0,0,0,361,1,23,Matches
Chico,br BRA,"MF,FW",30.0,24.2,1018,860,156,61,1,10,145,2,83,35,41,0,724,2,23,Matches
César Reis,br BRA,GK,26.0,24.3,715,437,276,46,0,0,0,0,0,0,0,0,518,2,1,Matches
Thalisson Kelven,br BRA,DF,23.0,20.0,756,722,33,24,0,2,0,7,0,0,0,0,661,1,5,Matches
Capixaba,br BRA,"FW,MF",25.0,18.4,449,396,51,8,0,0,58,32,9,4,3,0,302,2,19,Matches
Vitor Mendes,br BRA,DF,22.0,18.3,793,762,31,27,0,2,0,3,0,0,0,0,651,0,8,Matches
Rafael Forster,br BRA,DF,31.0,18.1,939,860,76,65,0,10,7,4,0,0,0,0,738,3,7,Matches
Yuri Oliveira Lima,br BRA,MF,27.0,16.8,877,843,33,28,4,2,6,4,0,0,0,0,744,1,7,Matches
Paulo Henrique,br BRA,"DF,MF",25.0,16.7,621,529,91,4,1,4,94,87,0,0,0,0,416,1,23,Matches
Paulo Miranda,br BRA,DF,33.0,16.4,768,729,37,36,0,4,0,0,0,0,0,0,653,2,1,Matches
Moraes,br BRA,"DF,MF",24.0,15.2,701,556,142,10,0,3,53,118,14,1,9,0,494,3,23,Matches
Jean,br BRA,MF,27.0,13.1,392,375,17,15,0,12,5,0,0,0,0,0,282,0,6,Matches
Pegorari,br BRA,GK,30.0,12.7,385,225,159,31,0,2,0,0,0,0,0,0,286,1,0,Matches
Elton,br BRA,MF,31.0,12.9,539,517,21,20,0,3,0,1,0,0,0,0,482,1,8,Matches
Óscar Ruiz,py PAR,"MF,FW",30.0,11.0,270,247,22,5,1,3,29,8,8,5,3,0,187,1,8,Matches
William Matheus,br BRA,DF,31.0,10.1,495,381,113,17,0,2,16,96,0,0,0,0,369,1,10,Matches
Ricardo Bueno,br BRA,FW,34.0,9.0,262,241,19,0,0,3,11,0,0,0,0,0,197,2,7,Matches
Felipe Pires,br BRA,"MF,FW",26.0,7.4,243,214,28,2,0,1,9,22,3,0,0,0,204,1,3,Matches
Marlon,br BRA,"MF,FW",31.0,4.5,155,137,18,9,0,1,10,1,7,2,3,0,121,0,2,Matches
Bruno Nazário,br BRA,MF,26.0,6.5,293,247,44,15,2,7,46,3,25,8,15,0,199,2,13,Matches
Vitor Gabriel,br BRA,"FW,MF",22.0,8.6,143,130,10,0,1,0,3,1,0,0,0,0,73,3,4,Matches
Ygor Nogueira,br BRA,DF,26.0,5.0,225,219,5,5,0,0,0,0,0,0,0,0,188,1,2,Matches
