Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-05-29,18:00,Série A,Matchweek 1,Sat,Away,D,2,2,Cuiabá,1.3,1.4,41,,João Paulo,4-2-3-1,4-3-3,Denis Ribeiro Serafim,Match Report,
2021-06-06,18:15,Série A,Matchweek 2,Sun,Home,L,0,3,Ath Paranaense,0.9,0.8,58,,Rafael Forster,4-2-3-1,4-4-2,Paulo Cesar Zanovelli da Silva,Match Report,
2021-06-12,19:00,Série A,Matchweek 3,Sat,Away,D,0,0,Santos,0.1,0.9,26,,Marcelo Carné,4-4-2,4-3-3,Alexandre Vargas Tavares de Jesus,Match Report,
2021-06-16,21:30,Série A,Matchweek 4,Wed,Home,L,0,3,Palmeiras,0.7,1.0,43,,Wescley,4-1-2-1-2◆,4-1-4-1,Marielson Alves Silva,Match Report,
2021-06-20,20:30,Série A,Matchweek 5,Sun,Home,W,1,0,Sport Recife,0.5,1.0,50,,Elton,4-4-2,5-4-1,Edina Alves Batista,Match Report,
2021-06-24,16:00,Série A,Matchweek 6,Thu,Away,D,1,1,América (MG),1.1,1.6,46,,Michel,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2021-06-27,11:00,Série A,Matchweek 7,Sun,Home,W,1,0,Flamengo,0.4,0.8,36,,Elton,4-3-3,4-4-2,Thiago Luis Scarascati,Match Report,
2021-06-30,21:30,Série A,Matchweek 8,Wed,Home,W,2,0,Grêmio,0.9,0.6,30,,Elton,4-2-3-1,4-3-3,Vinicius Gonçalves Dias Araujo,Match Report,
2021-07-04,18:15,Série A,Matchweek 9,Sun,Away,L,0,2,Ceará,0.2,1.0,38,,Rafael Forster,4-2-3-1,4-2-3-1,Alisson Sidnei Furtado,Match Report,
2021-07-07,18:00,Série A,Matchweek 10,Wed,Away,L,0,1,Bahia,0.7,0.8,47,,Elton,4-1-4-1,4-3-3,Douglas Marques das Flores,Match Report,
