Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Rodrigo Alves Soares,br BRA,DF,29.0,31.0,1,13,4,30.8,0.42,0.13,0.08,0.25,25.2,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Jadson,br BRA,MF,28.0,29.1,2,16,5,31.3,0.55,0.17,0.13,0.4,17.7,0,0,0,1.4,1.4,0.09,0.6,0.6,Matches
Isidro Pitta,py PAR,FW,22.0,26.8,5,67,22,32.8,2.5,0.82,0.07,0.23,18.2,1,0,1,6.5,5.7,0.08,-1.5,-0.7,Matches
Chico,br BRA,"MF,FW",30.0,24.2,1,33,10,30.3,1.36,0.41,0.0,0.0,24.9,8,1,1,2.2,1.4,0.04,-1.2,-1.4,Matches
César Reis,br BRA,GK,26.0,24.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Thalisson Kelven,br BRA,DF,23.0,20.0,0,7,2,28.6,0.35,0.1,0.0,0.0,9.8,0,0,0,1.2,1.2,0.17,-1.2,-1.2,Matches
Capixaba,br BRA,"FW,MF",25.0,18.4,1,22,6,27.3,1.2,0.33,0.05,0.17,21.4,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Vitor Mendes,br BRA,DF,22.0,18.3,1,16,4,25.0,0.87,0.22,0.06,0.25,15.0,0,0,0,1.1,1.0,0.06,-0.1,0.0,Matches
Rafael Forster,br BRA,DF,31.0,18.1,0,11,4,36.4,0.61,0.22,0.0,0.0,25.0,4,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Yuri Oliveira Lima,br BRA,MF,27.0,16.8,0,16,6,37.5,0.95,0.36,0.0,0.0,24.4,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Paulo Henrique,br BRA,"DF,MF",25.0,16.7,2,13,4,30.8,0.78,0.24,0.15,0.5,21.5,0,0,0,1.2,1.2,0.09,0.8,0.8,Matches
Paulo Miranda,br BRA,DF,33.0,16.4,0,12,3,25.0,0.73,0.18,0.0,0.0,11.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Moraes,br BRA,"DF,MF",24.0,15.2,1,19,7,36.8,1.25,0.46,0.05,0.14,24.6,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
Jean,br BRA,MF,27.0,13.1,0,22,6,27.3,1.67,0.46,0.0,0.0,27.7,0,0,0,0.5,0.5,0.02,-0.5,-0.5,Matches
Pegorari,br BRA,GK,30.0,12.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Elton,br BRA,MF,31.0,12.9,0,11,1,9.1,0.85,0.08,0.0,0.0,17.3,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Óscar Ruiz,py PAR,"MF,FW",30.0,11.0,5,19,6,31.6,1.73,0.55,0.26,0.83,14.4,0,0,0,1.8,1.8,0.09,3.2,3.2,Matches
William Matheus,br BRA,DF,31.0,10.1,0,5,2,40.0,0.5,0.2,0.0,0.0,9.4,0,0,0,1.0,1.0,0.19,-1.0,-1.0,Matches
Ricardo Bueno,br BRA,FW,34.0,9.0,2,19,5,26.3,2.12,0.56,0.05,0.2,14.9,0,1,2,3.6,2.1,0.11,-1.6,-1.1,Matches
Felipe Pires,br BRA,"MF,FW",26.0,7.4,0,10,3,30.0,1.35,0.4,0.0,0.0,21.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Marlon,br BRA,"MF,FW",31.0,4.5,0,2,0,0.0,0.44,0.0,0.0,,15.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Bruno Nazário,br BRA,MF,26.0,6.5,1,10,3,30.0,1.54,0.46,0.1,0.33,22.2,1,0,0,0.5,0.5,0.05,0.5,0.5,Matches
Vitor Gabriel,br BRA,"FW,MF",22.0,8.6,2,32,11,34.4,3.72,1.28,0.06,0.18,17.0,0,0,0,2.5,2.5,0.08,-0.5,-0.5,Matches
Ygor Nogueira,br BRA,DF,26.0,5.0,0,1,1,100.0,0.2,0.2,0.0,0.0,10.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Rafinha Rech,br BRA,"FW,MF",19.0,4.2,0,16,2,12.5,3.8,0.47,0.0,0.0,23.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
Guilherme Parede,br BRA,"FW,MF",26.0,6.6,2,11,4,36.4,1.67,0.61,0.18,0.5,16.6,0,0,0,1.1,1.1,0.1,0.9,0.9,Matches
Paulinho Moccelin,br BRA,"MF,FW",27.0,4.3,0,7,2,28.6,1.63,0.47,0.0,0.0,20.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Edinho,br BRA,MF,27.0,4.1,0,5,0,0.0,1.23,0.0,0.0,,20.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Busanello,br BRA,DF,23.0,3.2,0,5,3,60.0,1.55,0.93,0.0,0.0,20.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Gabriel Tota,br BRA,MF,20.0,2.4,0,4,2,50.0,1.69,0.85,0.0,0.0,29.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Renato Chaves,br BRA,DF,31.0,1.8,0,4,2,50.0,2.2,1.1,0.0,0.0,8.6,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches
Dudu,br BRA,DF,19.0,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ruan,br BRA,"FW,MF",16.0,2.5,0,4,1,25.0,1.62,0.41,0.0,0.0,21.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Romulo,br BRA,DF,21.0,1.9,1,1,1,100.0,0.53,0.53,1.0,1.0,6.1,0,0,0,0.4,0.4,0.35,0.6,0.6,Matches
