Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Marcelo Carné,br BRA,GK,30.0,21,21,1890,21.0,23,1.1,63,42,66.7,5,9,7,6,28.6,3,2,0,1,0.0,Matches
Douglas Friedrich,br BRA,GK,32.0,17,17,1530,17.0,21,1.24,67,46,71.6,6,4,7,6,35.3,2,2,0,0,0.0,Matches
Squad Total,,,27.2,38,38,3420,38.0,44,1.16,131,89,69.5,11,13,14,12,31.6,5,4,0,1,0.0,
Opponent Total,,,26.8,38,38,3420,38.0,36,0.95,129,95,76.0,14,13,11,10,26.3,6,5,0,1,0.0,
