Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Gabriel,br BRA,GK,31.0,33.5,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,27,0,Matches
Jadson,br BRA,MF,30.0,31.6,90,51,34,51,5,32,62,51.6,30,33,9,24,37,127,19,2,Matches
Danilo Boza,br BRA,DF,25.0,31.4,24,13,16,7,1,11,23,47.8,12,40,32,8,33,57,130,1,Matches
Lucas Barbosa,br BRA,FW,22.0,27.1,68,40,21,31,16,31,70,44.3,39,59,4,55,19,87,21,1,Matches
João Lucas,br BRA,DF,25.0,28.5,74,38,33,29,12,37,58,63.8,21,28,10,18,28,102,55,0,Matches
Erick,br BRA,FW,27.0,23.5,29,22,13,13,3,16,24,66.7,8,21,6,15,15,44,16,2,Matches
Alan Ruschel,br BRA,DF,34.0,24.9,69,36,35,32,2,41,75,54.7,34,30,12,18,35,104,44,0,Matches
Zé Marcos,br BRA,DF,25.0,21.7,30,16,21,8,1,18,31,58.1,13,25,18,7,18,48,110,1,Matches
Nenê,br BRA,"MF,FW",42.0,16.7,10,9,6,3,1,4,22,18.2,18,8,1,7,4,14,6,0,Matches
Caíque de Jesus Gonçalves,br BRA,MF,28.0,15.8,44,24,20,24,0,17,32,53.1,15,19,6,13,24,68,33,1,Matches
Lucas Freitas,br BRA,DF,23.0,14.0,9,8,5,4,0,5,12,41.7,7,23,16,7,14,23,48,0,Matches
Gilberto,br BRA,FW,34.0,12.3,7,2,2,4,1,3,8,37.5,5,6,0,6,2,9,15,0,Matches
Ronaldo,br BRA,MF,27.0,12.6,36,23,14,16,6,16,26,61.5,10,11,7,4,13,49,28,0,Matches
Jean Carlos Vicente,br BRA,"MF,FW",31.0,11.5,8,4,0,7,1,3,9,33.3,6,6,1,5,6,14,4,0,Matches
Ewerton,br BRA,"DF,FW",23.0,13.2,28,19,20,6,2,19,33,57.6,14,8,5,3,21,49,46,1,Matches
Luis Mandaca,br BRA,MF,22.0,12.2,22,12,5,12,5,7,15,46.7,8,21,3,18,5,27,9,0,Matches
Marcelinho,br BRA,"FW,MF",21.0,11.1,12,7,6,5,1,4,19,21.1,15,4,0,4,10,22,7,0,Matches
Edson Carioca,br BRA,FW,26.0,8.2,22,14,7,8,7,7,14,50.0,7,18,0,18,6,28,6,0,Matches
Ronie Carrillo,ec ECU,FW,27.0,7.5,4,3,0,1,3,1,4,25.0,3,3,1,2,2,6,8,0,Matches
Gabriel Taliari,br BRA,FW,26.0,10.2,11,9,4,4,3,3,13,23.1,10,5,0,5,1,12,5,0,Matches
Rodrigo Sam,br BRA,DF,28.0,8.9,14,10,10,3,1,8,15,53.3,7,13,11,2,20,34,37,0,Matches
Gabriel Inocêncio,br BRA,DF,29.0,9.8,30,19,14,14,2,13,23,56.5,10,7,3,4,9,39,27,0,Matches
Luis Oyama,br BRA,MF,27.0,7.6,17,10,7,9,1,6,17,35.3,11,7,0,7,15,32,11,0,Matches
Mateus Claus,br BRA,GK,29.0,4.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,Matches
Thiaguinho,br BRA,MF,26.0,3.4,8,4,4,3,1,4,10,40.0,6,5,0,5,2,10,5,0,Matches
Dudu Vieira,br BRA,MF,29.0,3.0,4,3,1,3,0,1,2,50.0,1,6,3,3,4,8,5,1,Matches
Yan Souto,br BRA,"DF,MF",22.0,2.6,4,4,3,1,0,1,2,50.0,1,4,1,3,1,5,13,0,Matches
Abner,br BRA,DF,19.0,1.2,2,0,2,0,0,2,4,50.0,2,1,1,0,3,5,10,1,Matches
Davi Goes,br BRA,MF,18.0,0.7,3,3,1,2,0,2,3,66.7,1,0,0,0,0,3,2,0,Matches
Diego Gonçalves,br BRA,"FW,MF",29.0,2.1,4,3,0,2,2,1,8,12.5,7,3,0,3,1,5,5,0,Matches
Rildo,br BRA,"FW,MF",24.0,1.3,2,1,1,1,0,1,5,20.0,4,0,0,0,1,3,1,0,Matches
Ruan,br BRA,"FW,MF",18.0,1.1,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,1,0,Matches
David,br BRA,"MF,FW",24.0,0.7,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,2,0,Matches
Werik Popó,br BRA,FW,22.0,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Matches
Kleiton,br BRA,FW,24.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Peixoto,br BRA,MF,26.0,0.2,3,2,2,1,0,3,3,100.0,0,0,0,0,0,3,1,0,Matches
Squad Total,,,28.1,38.0,689,409,308,304,77,318,649,49.0,331,419,150,269,349,1038,761,13,
Opponent Total,,,27.7,38.0,561,345,227,243,91,249,509,48.9,260,427,110,317,285,846,736,8,
