Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
César Reis,br BRA,GK,26.0,25,24,2188,24.3,41,1.69,117,75,68.4,2,9,13,3,12.5,6,4,2,0,33.3,Matches
Pegorari,br BRA,GK,30.0,13,13,1142,12.7,28,2.21,78,51,66.7,0,4,9,0,0.0,3,2,1,0,33.3,Matches
Felipe Alves Raymundo,br BRA,GK,33.0,1,1,90,1.0,0,0.0,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
Squad Total,,,27.4,38,38,3420,38.0,69,1.82,199,130,68.3,3,13,22,4,10.5,9,6,3,0,33.3,
Opponent Total,,,27.3,38,38,3420,38.0,29,0.76,134,107,79.9,22,13,3,15,39.5,4,2,0,2,0.0,
