Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Marcelo Hermes,br BRA,"DF,MF",28.0,35.6,58,33,33,15,10,39,73,53.4,34,41,8,33,41,99,112,0,Matches
Gustavo,br BRA,GK,30.0,33.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,3,Matches
Rodrigo Fagundes,br BRA,DF,36.0,32.0,44,33,31,10,3,26,38,68.4,12,55,33,22,50,94,223,1,Matches
Barreto,br BRA,MF,28.0,25.3,58,40,29,24,5,28,59,47.5,31,51,15,36,18,76,36,0,Matches
Yannick Bolasie,cd COD,FW,34.0,26.4,26,18,7,6,13,7,17,41.2,10,19,2,17,4,30,14,0,Matches
Newton,br BRA,MF,23.0,25.5,52,31,25,22,5,23,47,48.9,24,16,4,12,32,84,61,1,Matches
Claudinho,br BRA,DF,23.0,22.7,58,39,35,17,6,36,85,42.4,49,40,12,28,26,84,48,0,Matches
Tobias Figueiredo,pt POR,DF,29.0,23.0,21,13,15,6,0,12,26,46.2,14,39,33,6,28,49,140,0,Matches
Fellipe Mateus,br BRA,"MF,FW",32.0,21.0,32,17,14,13,5,13,39,33.3,26,23,2,21,15,47,22,0,Matches
Matheusinho,br BRA,MF,25.0,17.6,19,10,14,4,1,7,21,33.3,14,16,0,16,10,29,12,0,Matches
Arthur,br BRA,FW,31.0,18.6,6,2,0,4,2,2,4,50.0,2,13,2,11,1,7,18,0,Matches
Miguel Trauco,pe PER,DF,31.0,16.1,34,25,22,11,1,17,32,53.1,15,14,6,8,9,43,49,0,Matches
Ronald,br BRA,MF,26.0,16.8,57,30,31,17,9,25,64,39.1,39,25,2,23,17,74,12,1,Matches
Allano,br BRA,"FW,MF",28.0,14.4,30,20,12,16,2,16,39,41.0,23,23,2,21,3,33,7,0,Matches
Higor Meritão,br BRA,MF,29.0,11.6,30,17,15,15,0,15,45,33.3,30,17,6,11,22,52,22,1,Matches
Wilker Ángel,ve VEN,DF,30.0,10.9,10,6,7,3,0,7,11,63.6,4,27,17,10,13,23,67,1,Matches
Marquinhos Gabriel,br BRA,MF,33.0,11.1,13,6,8,4,1,6,12,50.0,6,11,1,10,6,19,10,1,Matches
Walisson Maia,br BRA,DF,32.0,10.6,10,8,7,3,0,2,8,25.0,6,12,11,1,12,22,55,2,Matches
Éder,it ITA,FW,37.0,8.5,7,4,0,4,3,2,3,66.7,1,2,0,2,1,8,0,0,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,26.0,8.3,23,15,10,12,1,12,21,57.1,9,11,2,9,8,31,23,1,Matches
Jonathan,br BRA,DF,31.0,7.8,19,12,15,2,2,11,25,44.0,14,12,2,10,9,28,23,0,Matches
Felipe Vizeu,br BRA,FW,26.0,4.9,7,4,1,5,1,2,3,66.7,1,1,0,1,2,9,3,1,Matches
Alisson,br BRA,GK,28.0,4.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Patrick de Paula,br BRA,MF,24.0,3.0,10,6,5,4,1,9,13,69.2,4,3,0,3,4,14,7,0,Matches
Pedro Rocha Neves,br BRA,"FW,MF",29.0,1.9,2,1,1,1,0,0,1,0.0,1,1,0,1,0,2,0,0,Matches
Jhonata Robert,br BRA,MF,24.0,1.8,6,6,4,1,1,4,5,80.0,1,2,1,1,1,7,0,0,Matches
Renato Kayser,br BRA,FW,27.0,0.9,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
Eliédson,br BRA,MF,20.0,0.4,3,2,3,0,0,3,5,60.0,2,2,1,1,0,3,2,0,Matches
Yerson Candelo,co COL,DF,31.0,0.3,3,1,1,2,0,0,0,,0,0,0,0,1,4,0,0,Matches
João Carlos,br BRA,"MF,FW",22.0,0.3,2,2,0,1,1,2,2,100.0,0,0,0,0,1,3,1,0,Matches
Baltasar Barcia,uy URU,"MF,FW",22.0,0.3,4,3,1,3,0,3,5,60.0,2,0,0,0,1,5,1,0,Matches
Sergio Antonio De Luiz Junior,br BRA,"MF,FW",28.0,0.2,1,1,1,0,0,0,2,0.0,2,1,0,1,0,1,0,0,Matches
Eduardo Melo,br BRA,FW,22.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Werik Popó,br BRA,FW,22.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,30.0,38.0,645,405,347,225,73,329,705,46.7,376,478,162,316,335,980,978,13,
Opponent Total,,,27.7,38.0,662,406,261,304,97,278,587,47.4,309,383,120,263,341,1003,687,13,
