Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Gustavo,br BRA,GK,30.0,33.3,54,4,4,4,1,56.5,0.3,3.5,0.1,162,396,40.9,601,123,44.6,37.5,293,43.7,37.0,570,23,4.0,13,0.39,11.0,Matches
Alisson,br BRA,GK,28.0,4.7,7,0,0,1,0,7.1,0.28,0.1,0.02,22,74,29.7,98,22,46.9,38.3,54,51.9,43.4,84,5,6.0,1,0.21,8.9,Matches
Squad Total,,,30.0,38.0,61,4,4,5,1,63.5,0.29,3.5,0.09,184,470,39.1,690,145,44.8,,356,45.2,38.2,654,28,4.3,14,0.37,,
Opponent Total,,,27.7,38.0,42,0,2,7,0,48.9,0.3,6.9,0.18,111,303,36.6,762,155,30.6,32.3,261,26.8,29.3,523,28,5.4,35,0.92,14.8,
