Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Bruno Cortez,br BRA,DF,26.0,21,1568.0,75.0,45.8,17.4,17,87.0,15.0,4,24.0,11,0.76,10.0,29.0,-19.0,-1.09,-0.65,Matches
Luiz Silva Filho,br BRA,GK,30.0,15,1330.0,89.0,38.9,14.8,15,89.0,14.0,0,,0,1.13,8.0,15.0,-7.0,-0.47,0.43,Matches
Bruno Lopes,br BRA,"FW,MF",18.0,21,1301.0,62.0,38.0,14.5,15,71.0,5.0,6,39.0,7,0.95,13.0,18.0,-5.0,-0.35,0.63,Matches
Paulo Baier,br BRA,MF,39.0,22,1395.0,63.0,40.8,15.5,14,74.0,1.0,8,45.0,4,0.91,9.0,17.0,-8.0,-0.52,0.37,Matches
Souza,br BRA,FW,31.0,13,992.0,76.0,29.0,11.0,11,84.0,7.0,2,32.0,3,0.62,10.0,18.0,-8.0,-0.73,0.02,Matches
Gualberto,br BRA,DF,23.0,14,997.0,71.0,29.2,11.1,10,88.0,9.0,4,31.0,7,1.07,4.0,17.0,-13.0,-1.17,-0.62,Matches
Ronaldo Alves,br BRA,DF,24.0,12,913.0,76.0,26.7,10.1,10,79.0,8.0,2,60.0,12,0.92,11.0,14.0,-3.0,-0.3,0.6,Matches
Joílson,br BRA,DF,22.0,10,900.0,90.0,26.3,10.0,10,90.0,10.0,0,,8,0.7,13.0,20.0,-7.0,-0.7,0.05,Matches
Rafael Pereira,br BRA,DF,29.0,8,693.0,87.0,20.3,7.7,8,87.0,6.0,0,,5,0.63,8.0,13.0,-5.0,-0.65,0.11,Matches
Sergio Escudero,ar ARG,"DF,MF",30.0,8,667.0,83.0,19.5,7.4,8,83.0,7.0,0,,2,1.0,5.0,8.0,-3.0,-0.4,0.41,Matches
Luís Felipe,br BRA,DF,22.0,10,666.0,67.0,19.5,7.4,8,79.0,6.0,2,17.0,7,0.9,3.0,11.0,-8.0,-1.08,-0.43,Matches
Luís Fernando Martinez,br BRA,MF,33.0,11,584.0,53.0,17.1,6.5,7,75.0,4.0,4,14.0,4,0.91,3.0,9.0,-6.0,-0.92,-0.23,Matches
Rafael Costa,br BRA,MF,23.0,10,478.0,48.0,14.0,5.3,6,69.0,1.0,4,16.0,10,0.8,4.0,9.0,-5.0,-0.94,-0.24,Matches
Zé Carlos,br BRA,FW,30.0,9,443.0,49.0,13.0,4.9,5,77.0,3.0,4,15.0,2,0.78,4.0,5.0,-1.0,-0.2,0.61,Matches
Wellington Bruno,br BRA,MF,27.0,9,408.0,45.0,11.9,4.5,5,73.0,3.0,4,11.0,5,0.67,0.0,9.0,-9.0,-1.99,-1.42,Matches
Ricardinho,br BRA,MF,28.0,13,425.0,33.0,12.4,4.7,4,65.0,1.0,9,18.0,16,1.08,3.0,9.0,-6.0,-1.27,-0.61,Matches
Gustavo,br BRA,FW,19.0,7,334.0,48.0,9.8,3.7,3,75.0,0.0,4,27.0,5,0.71,4.0,7.0,-3.0,-0.81,-0.08,Matches
Maicon Silva,br BRA,DF,25.0,5,307.0,61.0,9.0,3.4,3,84.0,2.0,2,28.0,11,0.4,3.0,6.0,-3.0,-0.88,-0.16,Matches
Iago Maidana,br BRA,DF,17.0,3,270.0,90.0,7.9,3.0,3,90.0,3.0,0,,3,0.67,4.0,5.0,-1.0,-0.33,0.44,Matches
Barreto,br BRA,MF,18.0,3,258.0,86.0,7.5,2.9,3,86.0,2.0,0,,3,0.67,4.0,5.0,-1.0,-0.35,0.42,Matches
Edson Mardden,br BRA,GK,22.0,3,238.0,79.0,7.0,2.6,2,91.0,2.0,1,57.0,5,0.67,4.0,4.0,0.0,0.0,0.79,Matches
Roger Guedes,br BRA,"FW,MF",17.0,3,225.0,75.0,6.6,2.5,2,90.0,2.0,1,45.0,0,0.67,4.0,4.0,0.0,0.0,0.79,Matches
Rodrigo Galatto,br BRA,GK,30.0,3,200.0,67.0,5.8,2.2,2,91.0,2.0,1,19.0,21,1.33,0.0,6.0,-6.0,-2.7,-2.09,Matches
Dodi,br BRA,MF,17.0,3,180.0,60.0,5.3,2.0,2,68.0,1.0,1,45.0,1,0.67,2.0,3.0,-1.0,-0.5,0.25,Matches
Maylson,br BRA,MF,24.0,4,180.0,45.0,5.3,2.0,2,69.0,1.0,2,22.0,3,2.5,0.0,0.0,0.0,0.0,0.78,Matches
Alcides,br BRA,DF,28.0,2,110.0,55.0,3.2,1.2,2,55.0,1.0,0,,1,0.5,0.0,2.0,-2.0,-1.64,-0.93,Matches
Roger Gaúcho,br BRA,MF,27.0,3,68.0,23.0,2.0,0.8,2,12.0,0.0,1,45.0,0,1.0,2.0,3.0,-1.0,-1.32,-0.6,Matches
Danilo Almeida Alves,br BRA,FW,22.0,5,159.0,32.0,4.6,1.8,1,93.0,1.0,4,17.0,1,0.4,0.0,1.0,-1.0,-0.57,0.18,Matches
Ezequiel,br BRA,DF,20.0,2,132.0,66.0,3.9,1.5,1,91.0,1.0,1,41.0,6,2.0,1.0,0.0,1.0,0.68,1.48,Matches
Rodrigo Silva,br BRA,FW,30.0,2,120.0,60.0,3.5,1.3,1,91.0,1.0,1,29.0,0,1.5,0.0,6.0,-6.0,-4.5,-3.9,Matches
Michael,br BRA,FW,20.0,3,51.0,17.0,1.5,0.6,1,15.0,0.0,2,18.0,4,0.0,0.0,0.0,0.0,0.0,0.75,Matches
Maurinho,br BRA,FW,24.0,11,246.0,22.0,7.2,2.7,0,,0.0,11,22.0,11,0.55,1.0,3.0,-2.0,-0.73,0.01,Matches
Higor,br BRA,MF,20.0,1,73.0,73.0,2.1,0.8,0,,0.0,1,72.0,3,1.0,1.0,1.0,0.0,0.0,0.75,Matches
Cristiano Lopes,br BRA,FW,25.0,2,54.0,27.0,1.6,0.6,0,,0.0,2,26.0,0,1.5,0.0,3.0,-3.0,-5.0,-4.33,Matches
Andrew,br BRA,MF,17.0,2,51.0,26.0,1.5,0.6,0,,0.0,2,25.0,4,0.5,0.0,0.0,0.0,0.0,0.75,Matches
Ronaldo Mendes,br BRA,MF,21.0,1,35.0,35.0,1.0,0.4,0,,0.0,1,34.0,4,0.0,0.0,0.0,0.0,0.0,0.74,Matches
Rômulo,br BRA,DF,20.0,1,35.0,35.0,1.0,0.4,0,,0.0,1,34.0,1,0.0,0.0,3.0,-3.0,-7.71,-7.05,Matches
Vítor Michels,br BRA,FW,20.0,1,30.0,30.0,0.9,0.3,0,,0.0,1,29.0,5,0.0,0.0,2.0,-2.0,-6.0,-5.31,Matches
Leonardo Kalil,br BRA,FW,17.0,1,21.0,21.0,0.6,0.2,0,,0.0,1,20.0,1,0.0,0.0,0.0,0.0,0.0,0.74,Matches
Gabriel Ceará,br BRA,FW,18.0,2,20.0,10.0,0.6,0.2,0,,0.0,2,9.0,0,0.5,0.0,0.0,0.0,0.0,0.74,Matches
Everton,br BRA,"DF,MF",29.0,1,19.0,19.0,0.6,0.2,0,,0.0,1,18.0,0,0.0,0.0,2.0,-2.0,-9.47,-8.79,Matches
Lulinha,br BRA,"FW,MF",23.0,1,14.0,14.0,0.4,0.2,0,,0.0,1,13.0,3,0.0,0.0,1.0,-1.0,-6.43,-5.72,Matches
Cleiton,br BRA,MF,18.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
Ruan Costa,br BRA,MF,18.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Luizinho Mello,br BRA,MF,20.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Rogério,br BRA,DF,29.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Eli Sabiá,br BRA,DF,25.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
Squad Total,,,26.7,38,3420.0,90.0,100.0,38.0,418,83.0,,113,26.0,244,0.84,28.0,56.0,-28.0,-0.74,,
Opponent Total,,,26.3,38,3420.0,90.0,100.0,38.0,419,82.0,,110,23.0,251,1.87,56.0,28.0,28.0,0.74,,
