Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Gustavo,br BRA,GK,30.0,34,34,2997,33.3,54,1.62,174,119,71.3,8,9,17,6,17.6,6,4,2,0,33.3,Matches
Alisson,br BRA,GK,28.0,6,4,421,4.7,7,1.5,25,18,72.0,1,2,1,0,0.0,0,0,0,0,,Matches
Squad Total,,,30.0,38,38,3418,38.0,61,1.61,199,137,71.4,9,11,18,6,15.8,6,4,2,0,33.3,
Opponent Total,,,27.7,38,38,3419,38.0,42,1.11,166,124,74.7,18,11,9,9,23.7,0,0,0,0,,
