Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Luiz Silva Filho,br BRA,GK,30.0,15,15,1330.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Lopes,br BRA,"FW,MF",18.0,21,15,1301.0,14.5,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Paulo Baier,br BRA,MF,39.0,22,14,1395.0,15.5,4.0,2.0,6.0,2.0,2.0,2.0,3.0,0.0,0.26,0.13,0.39,0.13,0.26,Matches
Souza,br BRA,FW,31.0,13,11,992.0,11.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches
Gualberto,br BRA,DF,23.0,14,10,997.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ronaldo Alves,br BRA,DF,24.0,12,10,913.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
Joílson,br BRA,DF,22.0,10,10,900.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
Rafael Pereira,br BRA,DF,29.0,8,8,693.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
Sergio Escudero,ar ARG,"DF,MF",30.0,8,8,667.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Luís Felipe,br BRA,DF,22.0,10,8,666.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches
Luís Fernando Martinez,br BRA,MF,33.0,11,7,584.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Costa,br BRA,MF,23.0,10,6,478.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Zé Carlos,br BRA,FW,30.0,9,5,443.0,4.9,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Wellington Bruno,br BRA,MF,27.0,9,5,408.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ricardinho,br BRA,MF,28.0,13,4,425.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gustavo,br BRA,FW,19.0,7,3,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maicon Silva,br BRA,DF,25.0,5,3,307.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Iago Maidana,br BRA,DF,17.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Barreto,br BRA,MF,18.0,3,3,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edson Mardden,br BRA,GK,22.0,3,2,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Roger Guedes,br BRA,"FW,MF",17.0,3,2,225.0,2.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.4,0.8,Matches
Rodrigo Galatto,br BRA,GK,30.0,3,2,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dodi,br BRA,MF,17.0,3,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maylson,br BRA,MF,24.0,4,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alcides,br BRA,DF,28.0,2,2,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Roger Gaúcho,br BRA,MF,27.0,3,2,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Danilo Almeida Alves,br BRA,FW,22.0,5,1,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ezequiel,br BRA,DF,20.0,2,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Silva,br BRA,FW,30.0,2,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Michael,br BRA,FW,20.0,3,1,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maurinho,br BRA,FW,24.0,11,0,246.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Higor,br BRA,MF,20.0,1,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristiano Lopes,br BRA,FW,25.0,2,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrew,br BRA,MF,17.0,2,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ronaldo Mendes,br BRA,MF,21.0,1,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rômulo,br BRA,DF,20.0,1,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vítor Michels,br BRA,FW,20.0,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Kalil,br BRA,FW,17.0,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel Ceará,br BRA,FW,18.0,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Everton,br BRA,"DF,MF",29.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lulinha,br BRA,"FW,MF",23.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cleiton,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Ruan Costa,br BRA,MF,18.0,0,0,,,,,,,,,,,,,,,,Matches
Luizinho Mello,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches
Rogério,br BRA,DF,29.0,0,0,,,,,,,,,,,,,,,,Matches
Eli Sabiá,br BRA,DF,25.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.7,38,418,3420.0,38.0,28.0,16.0,44.0,26.0,2.0,3.0,120.0,5.0,0.74,0.42,1.16,0.68,1.11,
Opponent Total,,,26.3,38,419,3420.0,38.0,56.0,34.0,90.0,51.0,5.0,6.0,84.0,2.0,1.47,0.89,2.37,1.34,2.24,
