Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Marcelo Hermes,br BRA,"DF,MF",28.0,36,3205.0,89.0,93.7,35.6,36,89.0,33,0,,1,0.94,38.0,57.0,-19.0,-0.53,-0.53,34.0,54.1,-20.0,-0.56,-0.92,Matches
Gustavo,br BRA,GK,30.0,34,2997.0,88.0,87.6,33.3,34,88.0,32,0,,0,0.97,37.0,54.0,-17.0,-0.51,-0.08,33.5,50.1,-16.6,-0.5,0.04,Matches
Rodrigo Fagundes,br BRA,DF,36.0,32,2880.0,90.0,84.2,32.0,32,90.0,32,0,,1,1.0,37.0,47.0,-10.0,-0.31,1.19,32.0,46.6,-14.5,-0.45,0.32,Matches
Barreto,br BRA,MF,28.0,30,2281.0,76.0,66.7,25.3,29,78.0,15,1,20.0,2,1.0,30.0,40.0,-10.0,-0.39,0.32,25.3,34.9,-9.6,-0.38,0.38,Matches
Yannick Bolasie,cd COD,FW,34.0,34,2377.0,70.0,69.5,26.4,27,81.0,10,7,28.0,1,1.03,29.0,42.0,-13.0,-0.49,0.03,26.3,37.2,-10.9,-0.41,0.3,Matches
Newton,br BRA,MF,23.0,30,2299.0,77.0,67.2,25.5,26,86.0,19,4,17.0,2,1.07,24.0,40.0,-16.0,-0.63,-0.39,24.9,35.0,-10.1,-0.4,0.33,Matches
Claudinho,br BRA,DF,23.0,34,2047.0,60.0,59.9,22.7,23,75.0,6,11,30.0,1,1.06,26.0,28.0,-2.0,-0.09,1.03,21.8,32.7,-10.9,-0.48,0.06,Matches
Tobias Figueiredo,pt POR,DF,29.0,25,2066.0,83.0,60.4,23.0,22,90.0,22,3,29.0,5,1.08,23.0,42.0,-19.0,-0.83,-0.83,21.2,34.6,-13.4,-0.58,-0.2,Matches
Fellipe Mateus,br BRA,"MF,FW",32.0,31,1887.0,61.0,55.2,21.0,20,77.0,2,11,31.0,0,1.1,25.0,25.0,0.0,0.0,1.12,19.2,25.9,-6.7,-0.32,0.41,Matches
Matheusinho,br BRA,MF,25.0,28,1585.0,57.0,46.3,17.6,19,74.0,4,9,19.0,4,0.93,20.0,31.0,-11.0,-0.62,-0.23,19.4,25.1,-5.6,-0.32,0.35,Matches
Arthur,br BRA,FW,31.0,33,1671.0,51.0,48.9,18.6,18,76.0,4,15,20.0,2,0.85,22.0,31.0,-9.0,-0.48,0.03,18.8,27.0,-8.2,-0.44,0.12,Matches
Miguel Trauco,pe PER,DF,31.0,24,1446.0,60.0,42.3,16.1,17,80.0,9,7,12.0,7,1.0,18.0,20.0,-2.0,-0.12,0.65,15.6,24.1,-8.5,-0.53,-0.05,Matches
Ronald,br BRA,MF,26.0,30,1510.0,50.0,44.2,16.8,15,76.0,3,15,24.0,2,1.03,19.0,37.0,-18.0,-1.07,-1.03,16.8,26.7,-9.8,-0.59,-0.15,Matches
Allano,br BRA,"FW,MF",28.0,24,1296.0,54.0,37.9,14.4,13,80.0,3,11,23.0,3,1.21,15.0,17.0,-2.0,-0.14,0.58,14.3,20.8,-6.5,-0.45,0.09,Matches
Higor Meritão,br BRA,MF,29.0,17,1040.0,61.0,30.4,11.6,13,75.0,5,4,15.0,14,1.24,16.0,17.0,-1.0,-0.09,0.59,10.9,19.2,-8.3,-0.72,-0.31,Matches
Wilker Ángel,ve VEN,DF,30.0,13,985.0,76.0,28.8,10.9,12,82.0,10,1,3.0,1,1.08,15.0,15.0,0.0,0.0,0.7,11.6,19.5,-8.0,-0.73,-0.32,Matches
Marquinhos Gabriel,br BRA,MF,33.0,25,1003.0,40.0,29.3,11.1,11,72.0,2,14,15.0,11,1.0,11.0,18.0,-7.0,-0.63,-0.18,11.7,17.7,-5.9,-0.53,-0.04,Matches
Walisson Maia,br BRA,DF,32.0,16,955.0,60.0,27.9,10.6,10,90.0,9,6,10.0,20,1.25,10.0,21.0,-11.0,-1.04,-0.74,10.6,15.2,-4.6,-0.43,0.1,Matches
Éder,it ITA,FW,37.0,16,764.0,48.0,22.3,8.5,10,66.0,1,6,17.0,0,1.06,12.0,15.0,-3.0,-0.35,0.19,10.7,13.6,-2.9,-0.34,0.22,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,26.0,15,749.0,50.0,21.9,8.3,8,68.0,2,7,29.0,2,0.8,6.0,14.0,-8.0,-0.96,-0.59,6.3,11.0,-4.8,-0.57,-0.09,Matches
