Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Marcelo Hermes,br BRA,"DF,MF",28.0,35.6,1911,143,612,669,642,45,1911,36,16,44.4,16,44.4,809,4159,2253,51,42,9,27,14,968,134,Matches
Gustavo,br BRA,GK,30.0,33.3,965,816,958,7,1,1,965,0,0,,0,,462,2965,1949,0,0,0,1,0,328,0,Matches
Rodrigo Fagundes,br BRA,DF,36.0,32.0,1886,318,1024,788,91,31,1886,15,8,53.3,7,46.7,927,4839,2739,20,17,1,20,10,1024,9,Matches
Barreto,br BRA,MF,28.0,25.3,1138,80,346,608,193,33,1138,31,17,54.8,13,41.9,546,2773,1412,18,18,2,25,25,655,35,Matches
Yannick Bolasie,cd COD,FW,34.0,26.4,796,21,65,314,430,100,796,63,24,38.1,34,54.0,476,3120,1512,63,33,27,65,38,619,172,Matches
Newton,br BRA,MF,23.0,25.5,1267,64,343,710,231,23,1267,32,22,68.8,6,18.8,705,4003,2018,35,25,4,41,19,863,58,Matches
Claudinho,br BRA,DF,23.0,22.7,1373,83,411,600,377,20,1373,37,20,54.1,14,37.8,647,3536,1865,43,38,1,28,20,790,101,Matches
Tobias Figueiredo,pt POR,DF,29.0,23.0,1140,243,653,458,34,14,1140,1,1,100.0,0,0.0,520,2495,1180,2,3,0,8,3,616,1,Matches
Fellipe Mateus,br BRA,"MF,FW",32.0,21.0,983,26,176,467,360,43,983,43,23,53.5,15,34.9,539,2307,908,17,16,2,46,33,666,108,Matches
Matheusinho,br BRA,MF,25.0,17.6,884,12,136,394,372,44,884,87,38,43.7,44,50.6,560,2836,1106,21,32,4,51,31,611,114,Matches
Arthur,br BRA,FW,31.0,18.6,502,21,53,224,234,69,502,18,5,27.8,9,50.0,242,982,343,12,16,3,53,18,345,87,Matches
Miguel Trauco,pe PER,DF,31.0,16.1,951,52,354,443,170,4,951,18,8,44.4,10,55.6,413,1468,791,3,8,0,9,1,518,15,Matches
Ronald,br BRA,MF,26.0,16.8,860,26,197,451,233,29,860,69,38,55.1,25,36.2,505,3147,1358,34,21,8,39,36,556,58,Matches
Allano,br BRA,"FW,MF",28.0,14.4,725,9,79,320,344,61,725,69,31,44.9,29,42.0,453,3357,1642,62,37,19,57,41,549,134,Matches
Higor Meritão,br BRA,MF,29.0,11.6,638,34,190,378,79,7,638,11,6,54.5,3,27.3,349,1881,959,10,17,1,14,21,413,13,Matches
Wilker Ángel,ve VEN,DF,30.0,10.9,492,124,294,176,22,16,492,0,0,,0,,223,931,394,1,1,0,3,2,262,3,Matches
