Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Marcelo Hermes,br BRA,"DF,MF",28.0,36,36,3205.0,35.6,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,3.0,4.6,51.0,132.0,134.0,0.06,0.14,0.2,0.06,0.2,0.05,0.08,0.13,0.05,0.13,Matches
Gustavo,br BRA,GK,30.0,34,34,2997.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Fagundes,br BRA,DF,36.0,32,32,2880.0,32.0,3.0,1.0,4.0,3.0,0.0,0.0,9.0,0.0,2.1,2.1,1.1,3.2,20.0,113.0,9.0,0.09,0.03,0.12,0.09,0.12,0.07,0.03,0.1,0.07,0.1,Matches
Barreto,br BRA,MF,28.0,30,29,2281.0,25.3,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,3.1,3.1,0.9,4.0,18.0,92.0,35.0,0.08,0.08,0.16,0.08,0.16,0.12,0.04,0.16,0.12,0.16,Matches
Yannick Bolasie,cd COD,FW,34.0,34,27,2377.0,26.4,8.0,4.0,12.0,8.0,0.0,0.0,4.0,0.0,7.4,7.4,1.8,9.2,63.0,55.0,172.0,0.3,0.15,0.45,0.3,0.45,0.28,0.07,0.35,0.28,0.35,Matches
Newton,br BRA,MF,23.0,30,26,2299.0,25.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.6,1.6,1.0,2.6,35.0,80.0,58.0,0.04,0.04,0.08,0.04,0.08,0.06,0.04,0.1,0.06,0.1,Matches
Claudinho,br BRA,DF,23.0,34,23,2047.0,22.7,2.0,3.0,5.0,2.0,0.0,0.0,3.0,1.0,1.1,1.1,3.6,4.7,43.0,113.0,101.0,0.09,0.13,0.22,0.09,0.22,0.05,0.16,0.2,0.05,0.2,Matches
Tobias Figueiredo,pt POR,DF,29.0,25,22,2066.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.3,0.3,0.5,0.8,2.0,49.0,1.0,0.04,0.0,0.04,0.04,0.04,0.01,0.02,0.03,0.01,0.03,Matches
Fellipe Mateus,br BRA,"MF,FW",32.0,31,20,1887.0,21.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,1.9,1.9,0.9,2.9,17.0,60.0,108.0,0.14,0.0,0.14,0.14,0.14,0.09,0.05,0.14,0.09,0.14,Matches
Matheusinho,br BRA,MF,25.0,28,19,1585.0,17.6,5.0,3.0,8.0,5.0,0.0,0.0,3.0,0.0,4.0,4.0,2.2,6.1,21.0,88.0,114.0,0.28,0.17,0.45,0.28,0.45,0.22,0.12,0.35,0.22,0.35,Matches
Arthur,br BRA,FW,31.0,33,18,1671.0,18.6,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,5.0,5.0,1.7,6.7,12.0,26.0,87.0,0.27,0.05,0.32,0.27,0.32,0.27,0.09,0.36,0.27,0.36,Matches
Miguel Trauco,pe PER,DF,31.0,24,17,1446.0,16.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.3,0.3,0.5,0.8,3.0,81.0,15.0,0.12,0.0,0.12,0.12,0.12,0.02,0.03,0.05,0.02,0.05,Matches
Ronald,br BRA,MF,26.0,30,15,1510.0,16.8,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,1.5,2.4,34.0,64.0,58.0,0.06,0.12,0.18,0.06,0.18,0.05,0.09,0.14,0.05,0.14,Matches
Allano,br BRA,"FW,MF",28.0,24,13,1296.0,14.4,1.0,2.0,3.0,1.0,0.0,0.0,10.0,2.0,2.1,2.1,1.9,4.0,62.0,59.0,134.0,0.07,0.14,0.21,0.07,0.21,0.15,0.13,0.28,0.15,0.28,Matches
Higor Meritão,br BRA,MF,29.0,17,13,1040.0,11.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.3,1.3,0.1,1.4,10.0,52.0,13.0,0.17,0.0,0.17,0.17,0.17,0.11,0.01,0.12,0.11,0.12,Matches
Wilker Ángel,ve VEN,DF,30.0,13,12,985.0,10.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.0,0.6,1.0,15.0,3.0,0.09,0.0,0.09,0.09,0.09,0.06,0.0,0.06,0.06,0.06,Matches
Marquinhos Gabriel,br BRA,MF,33.0,25,11,1003.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,1.8,2.4,22.0,46.0,55.0,0.0,0.0,0.0,0.0,0.0,0.05,0.16,0.21,0.05,0.21,Matches
Walisson Maia,br BRA,DF,32.0,16,10,955.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.7,1.0,2.0,14.0,2.0,0.0,0.09,0.09,0.0,0.09,0.03,0.06,0.09,0.03,0.09,Matches
Éder,it ITA,FW,37.0,16,10,764.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.1,1.1,1.3,2.3,13.0,22.0,60.0,0.0,0.0,0.0,0.0,0.0,0.13,0.15,0.28,0.13,0.28,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,26.0,15,8,749.0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.5,1.7,22.0,58.0,55.0,0.0,0.12,0.12,0.0,0.12,0.02,0.18,0.2,0.02,0.2,Matches
Jonathan,br BRA,DF,31.0,17,8,705.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.7,0.8,8.0,40.0,13.0,0.0,0.13,0.13,0.0,0.13,0.02,0.09,0.11,0.02,0.11,Matches
Felipe Vizeu,br BRA,FW,26.0,17,5,445.0,4.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,1.2,6.0,9.0,19.0,0.4,0.0,0.4,0.4,0.4,0.2,0.04,0.25,0.2,0.25,Matches
Alisson,br BRA,GK,28.0,6,4,421.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Patrick de Paula,br BRA,MF,24.0,5,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,3.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
Pedro Rocha Neves,br BRA,"FW,MF",29.0,7,1,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,5.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.29,0.02,0.31,0.29,0.31,Matches
Jhonata Robert,br BRA,MF,24.0,6,1,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,9.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.16,0.14,0.16,Matches
Renato Kayser,br BRA,FW,27.0,1,1,85.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.5,0.0,4.0,3.0,1.06,0.0,1.06,1.06,1.06,0.48,0.07,0.56,0.48,0.56,Matches
Eliédson,br BRA,MF,20.0,5,0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yerson Candelo,co COL,DF,31.0,2,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches
João Carlos,br BRA,"MF,FW",22.0,5,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches
Baltasar Barcia,uy URU,"MF,FW",22.0,4,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sergio Antonio De Luiz Junior,br BRA,"MF,FW",28.0,3,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Eduardo Melo,br BRA,FW,22.0,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Werik Popó,br BRA,FW,22.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.52,1.52,1.52,Matches
Ruan Costa,br BRA,MF,28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eliel,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Adriano Filho,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Erick Garcia,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Léo Gonçalves,br BRA,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Guilherme,br BRA,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Hiago,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jaja Jackson Henrique,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kauã Moroso,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ruan,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Matheus Teixeira,br BRA,GK,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,30.0,38,418,3420.0,38.0,42.0,27.0,69.0,42.0,0.0,0.0,99.0,6.0,37.4,37.4,26.9,64.3,485.0,1310.0,1296.0,1.11,0.71,1.82,1.11,1.82,0.98,0.71,1.69,0.98,1.69,
Opponent Total,,,27.7,38,418,3420.0,38.0,60.0,49.0,109.0,56.0,4.0,6.0,75.0,2.0,56.6,52.0,41.5,93.5,770.0,1818.0,1801.0,1.58,1.29,2.87,1.47,2.76,1.49,1.09,2.58,1.37,2.46,
