Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Marcelo Hermes,br BRA,"DF,MF",28.0,35.6,4,0,0,32,19,2,221,41,33,0,0,0,119,38,47,44.7,Matches
Gustavo,br BRA,GK,30.0,33.3,4,1,1,1,3,0,0,0,0,0,0,0,25,9,2,81.8,Matches
Rodrigo Fagundes,br BRA,DF,36.0,32.0,9,0,0,35,11,3,5,50,33,0,2,0,153,96,43,69.1,Matches
Barreto,br BRA,MF,28.0,25.3,5,0,0,50,24,2,6,18,40,0,1,0,138,29,13,69.0,Matches
Yannick Bolasie,cd COD,FW,34.0,26.4,4,0,0,37,26,15,59,4,18,0,0,0,71,43,50,46.2,Matches
Newton,br BRA,MF,23.0,25.5,7,0,0,54,25,2,35,32,31,0,0,0,106,28,33,45.9,Matches
Claudinho,br BRA,DF,23.0,22.7,3,1,0,15,8,4,62,26,39,0,0,0,117,7,14,33.3,Matches
Tobias Figueiredo,pt POR,DF,29.0,23.0,6,0,0,18,8,0,0,28,13,0,1,1,75,76,24,76.0,Matches
Fellipe Mateus,br BRA,"MF,FW",32.0,21.0,6,0,0,26,52,2,30,15,17,0,1,0,96,33,34,49.3,Matches
Matheusinho,br BRA,MF,25.0,17.6,3,0,0,15,32,2,43,10,10,0,0,0,102,3,23,11.5,Matches
Arthur,br BRA,FW,31.0,18.6,4,0,0,28,30,16,4,1,2,0,0,0,41,58,64,47.5,Matches
Miguel Trauco,pe PER,DF,31.0,16.1,3,1,0,16,3,0,32,9,25,0,0,0,60,13,14,48.1,Matches
Ronald,br BRA,MF,26.0,16.8,6,0,0,38,23,0,28,17,30,0,0,0,124,7,18,28.0,Matches
Allano,br BRA,"FW,MF",28.0,14.4,10,2,2,35,46,7,21,3,20,0,0,0,72,22,28,44.0,Matches
Higor Meritão,br BRA,MF,29.0,11.6,3,0,0,17,13,0,2,22,17,0,0,0,73,5,6,45.5,Matches
Wilker Ángel,ve VEN,DF,30.0,10.9,3,0,0,18,4,2,0,13,6,0,0,0,13,30,11,73.2,Matches
Marquinhos Gabriel,br BRA,MF,33.0,11.1,4,0,0,7,13,4,20,6,6,0,0,0,58,5,13,27.8,Matches
Walisson Maia,br BRA,DF,32.0,10.6,4,0,0,14,4,0,0,12,8,0,1,0,28,27,13,67.5,Matches
Éder,it ITA,FW,37.0,8.5,5,0,0,5,9,3,16,1,4,0,0,0,26,4,16,20.0,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,26.0,8.3,0,0,0,10,3,1,46,8,15,0,0,0,39,8,7,53.3,Matches
Jonathan,br BRA,DF,31.0,7.8,2,0,0,11,4,0,17,9,12,0,0,0,36,7,12,36.8,Matches
Felipe Vizeu,br BRA,FW,26.0,4.9,1,1,0,6,9,2,0,2,4,0,0,0,17,11,19,36.7,Matches
Alisson,br BRA,GK,28.0,4.7,2,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,Matches
Patrick de Paula,br BRA,MF,24.0,3.0,1,0,0,5,4,0,0,4,6,0,0,0,22,2,1,66.7,Matches
Pedro Rocha Neves,br BRA,"FW,MF",29.0,1.9,0,0,0,3,2,0,3,0,1,0,0,0,6,1,3,25.0,Matches
Jhonata Robert,br BRA,MF,24.0,1.8,0,0,0,1,10,0,11,1,6,0,0,0,14,1,5,16.7,Matches
Renato Kayser,br BRA,FW,27.0,0.9,0,0,0,0,2,2,0,0,0,0,0,0,1,3,2,60.0,Matches
Eliédson,br BRA,MF,20.0,0.4,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,,Matches
Yerson Candelo,co COL,DF,31.0,0.3,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,,Matches
João Carlos,br BRA,"MF,FW",22.0,0.3,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,,Matches
Baltasar Barcia,uy URU,"MF,FW",22.0,0.3,0,0,0,3,0,0,1,1,3,0,0,0,1,1,3,25.0,Matches
Sergio Antonio De Luiz Junior,br BRA,"MF,FW",28.0,0.2,0,0,0,1,1,0,2,0,1,0,0,0,2,0,0,,Matches
Eduardo Melo,br BRA,FW,22.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
Werik Popó,br BRA,FW,22.0,0.1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0.0,Matches
Squad Total,,,30.0,38.0,99,6,3,503,391,70,669,335,405,0,6,1,1646,568,521,52.2,
Opponent Total,,,27.7,38.0,75,2,0,416,480,47,812,341,406,4,0,0,1674,519,572,47.6,
