Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Bruno Brigido,br BRA,GK,22.0,19,19,1653,18.4,,,0,0.0,,3,3,13,2,10.5,4,3,1,0,25.0,Matches
Luiz Silva Filho,br BRA,GK,30.0,15,15,1331,14.8,,,0,0.0,,4,5,6,7,46.7,2,2,0,0,0.0,Matches
Edson Mardden,br BRA,GK,22.0,3,2,237,2.6,,,0,0.0,,0,2,0,0,0.0,0,0,0,0,,Matches
Rodrigo Galatto,br BRA,GK,30.0,3,2,199,2.2,,,0,0.0,,0,1,1,2,100.0,0,0,0,0,,Matches
Squad Total,,,26.7,38,38,3420,38.0,0.0,0.0,0,0.0,,7,11,20,10,26.3,6,5,1,0,16.7,
Opponent Total,,,26.3,38,38,3420,38.0,,,0,,,20,11,7,18,47.4,3,2,1,0,33.3,
