Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
16,RB Bragantino,38,10,14,14,44,48,-4,44,1.16,39.4,48.1,-8.8,-0.23,6044,Eduardo Sasha - 8,Cleiton Schwengber,
17,Ath Paranaense,38,11,9,18,40,46,-6,42,1.11,47.0,46.7,0.3,0.01,31923,"Nikão, Julimar - 6",Mycael,Relegated
18,Criciúma,38,9,11,18,42,61,-19,38,1.0,37.4,56.6,-19.2,-0.5,14624,Yannick Bolasie - 8,Gustavo,Relegated
19,Atl Goianiense,38,7,9,22,29,58,-29,30,0.79,40.6,52.3,-11.7,-0.31,7460,Luiz Fernando - 8,Ronaldo,Relegated
20,Cuiabá,38,6,12,20,29,49,-20,30,0.79,31.9,49.4,-17.5,-0.46,7491,Isidro Pitta - 7,Walter,Relegated
