Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,Attendance,Top Team Scorer,Goalkeeper,Notes
18,Bahia,38,9,10,19,31,43,-12,37,0.97,12579,Kieza - 6,Marcelo Lomba,Relegated
19,Botafogo (RJ),38,9,7,22,31,48,-17,34,0.89,12483,"Pablo Zeballos, Emerson Sheik - 6",Jefferson,Relegated
20,Criciúma,38,7,11,20,28,56,-28,32,0.84,9104,Lucca - 5,Bruno Brigido,Relegated
