Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Marcelo Lomba,br BRA,GK,27.0,37,3291.0,89.0,96.2,36.6,37,89.0,36.0,0,,0,1.0,31.0,40.0,-9.0,-0.25,1.85,Matches
Rafael Miranda,br BRA,MF,29.0,30,2501.0,83.0,73.1,27.8,29,85.0,22.0,1,45.0,7,0.93,19.0,31.0,-12.0,-0.43,-0.43,Matches
Demerson,br BRA,DF,27.0,28,2478.0,89.0,72.5,27.5,28,89.0,27.0,0,,3,1.07,24.0,28.0,-4.0,-0.15,0.62,Matches
Titi,br BRA,DF,25.0,24,2120.0,88.0,62.0,23.6,24,88.0,23.0,0,,9,0.83,16.0,25.0,-9.0,-0.38,-0.17,Matches
Guilherme Santos,br BRA,"DF,MF",25.0,25,2067.0,83.0,60.4,23.0,22,90.0,20.0,3,30.0,3,0.96,21.0,28.0,-7.0,-0.3,0.03,Matches
Lucas Fonseca,br BRA,DF,28.0,22,1980.0,90.0,57.9,22.0,22,90.0,22.0,0,,14,1.09,22.0,28.0,-6.0,-0.27,0.1,Matches
Fahel,br BRA,MF,32.0,25,1891.0,76.0,55.3,21.0,22,85.0,17.0,3,7.0,7,1.12,15.0,21.0,-6.0,-0.29,0.07,Matches
Kieza,br BRA,FW,27.0,19,1659.0,87.0,48.5,18.4,19,87.0,16.0,0,,0,1.11,13.0,17.0,-4.0,-0.22,0.19,Matches
Pará,br BRA,DF,18.0,20,1636.0,82.0,47.8,18.2,19,85.0,15.0,1,14.0,14,1.05,11.0,18.0,-7.0,-0.39,-0.13,Matches
Uelliton,br BRA,MF,26.0,19,1596.0,84.0,46.7,17.7,19,84.0,14.0,0,,6,1.25,17.0,19.0,-2.0,-0.11,0.38,Matches
Railan,br BRA,DF,19.0,19,1583.0,83.0,46.3,17.6,18,88.0,17.0,1,7.0,12,1.21,18.0,19.0,-1.0,-0.06,0.48,Matches
Roniery,br BRA,DF,26.0,17,1354.0,80.0,39.6,15.0,16,84.0,12.0,1,18.0,9,0.94,9.0,17.0,-8.0,-0.53,-0.36,Matches
Maxi Biancucchi,ar ARG,"FW,MF",29.0,22,1263.0,57.0,36.9,14.0,14,75.0,4.0,8,27.0,5,1.05,11.0,15.0,-4.0,-0.29,0.05,Matches
Léo Gago,br BRA,MF,30.0,15,1115.0,74.0,32.6,12.4,14,76.0,9.0,1,45.0,7,1.0,10.0,12.0,-2.0,-0.16,0.23,Matches
Emanuel Biancucchi,ar ARG,MF,25.0,23,1140.0,50.0,33.3,12.7,13,71.0,2.0,10,21.0,6,0.96,11.0,13.0,-2.0,-0.16,0.24,Matches
Henrique Almeida,br BRA,FW,22.0,25,1194.0,48.0,34.9,13.3,12,76.0,6.0,13,22.0,7,0.8,15.0,16.0,-1.0,-0.08,0.37,Matches
Diego Macedo,br BRA,"DF,MF",26.0,14,917.0,66.0,26.8,10.2,12,73.0,4.0,2,20.0,5,1.0,5.0,12.0,-7.0,-0.69,-0.51,Matches
