Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Gabriel,br BRA,DF,22.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.4,1.4,0.2,1.5,20.0,115.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches
Luciano Juba,br BRA,DF,24.0,37,35,3114.0,34.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.2,1.2,4.2,5.5,46.0,149.0,107.0,0.09,0.03,0.12,0.09,0.12,0.04,0.12,0.16,0.04,0.16,Matches
Jean Lucas,br BRA,MF,25.0,36,35,2901.0,32.2,3.0,6.0,9.0,3.0,0.0,0.0,7.0,0.0,5.4,5.4,2.8,8.2,53.0,126.0,149.0,0.09,0.19,0.28,0.09,0.28,0.17,0.09,0.25,0.17,0.25,Matches
Caio Alexandre,br BRA,MF,24.0,36,35,2774.0,30.8,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.1,1.1,2.3,3.4,80.0,236.0,52.0,0.06,0.0,0.06,0.06,0.06,0.03,0.07,0.11,0.03,0.11,Matches
Marcos Felipe,br BRA,GK,27.0,34,34,2996.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Everton Ribeiro,br BRA,MF,34.0,37,34,2681.0,29.8,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,1.5,1.5,4.6,6.1,85.0,325.0,162.0,0.07,0.17,0.23,0.07,0.23,0.05,0.15,0.2,0.05,0.2,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",28.0,38,34,2676.0,29.7,4.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,3.5,3.5,5.4,8.9,65.0,138.0,179.0,0.13,0.2,0.34,0.13,0.34,0.12,0.18,0.3,0.12,0.3,Matches
Thaciano,br BRA,"FW,MF",28.0,35,32,2343.0,26.0,7.0,2.0,9.0,7.0,0.0,0.0,6.0,0.0,5.7,5.7,2.6,8.3,20.0,50.0,124.0,0.27,0.08,0.35,0.27,0.35,0.22,0.1,0.32,0.22,0.32,Matches
Kanu,br BRA,DF,26.0,30,30,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.3,0.3,0.0,0.3,18.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
