Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2017-05-14,16:00,Série A,Matchweek 1,Sun,Home,W,6,2,Ath Paranaense,40,8127,Tiago Pagnussat,4-2-3-1,3-4-1-2,Flavio Rodrigues De Souza,Match Report,
2017-05-21,11:00,Série A,Matchweek 2,Sun,Away,L,1,2,Vasco da Gama,40,19030,Edson,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,
2017-05-28,19:00,Série A,Matchweek 3,Sun,Away,L,0,1,Botafogo (RJ),52,7886,Tiago Pagnussat,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2017-06-05,20:00,Série A,Matchweek 4,Mon,Home,W,3,0,Atl Goianiense,59,13364,Tiago Pagnussat,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,
2017-06-08,21:00,Série A,Matchweek 5,Thu,Home,W,1,0,Cruzeiro,59,18917,Tiago Pagnussat,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2017-06-12,20:00,Série A,Matchweek 6,Mon,Away,L,0,1,Grêmio,36,22103,Tiago Pagnussat,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2017-06-15,16:00,Série A,Matchweek 7,Thu,Away,D,0,0,Coritiba,52,19534,Tiago Pagnussat,4-2-3-1,4-4-2,Wagner Reway,Match Report,
2017-06-18,16:00,Série A,Matchweek 8,Sun,Home,L,2,4,Palmeiras,62,33186,Tiago Pagnussat,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2017-06-22,19:30,Série A,Matchweek 9,Thu,Away,L,0,3,Corinthians,51,34250,Tiago Pagnussat,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2017-06-25,18:30,Série A,Matchweek 10,Sun,Home,L,0,1,Flamengo,43,21929,Tiago Pagnussat,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
2017-07-02,16:00,Série A,Matchweek 11,Sun,Away,D,0,0,Vitória,45,10741,Tiago Pagnussat,4-2-3-1,4-1-3-2,Raphael Claus,Match Report,
2017-07-09,16:00,Série A,Matchweek 12,Sun,Home,D,1,1,Fluminense,72,18267,Tiago Pagnussat,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2017-07-12,19:30,Série A,Matchweek 13,Wed,Away,W,3,0,Ponte Preta,34,4181,Tiago Pagnussat,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,
2017-07-16,19:00,Série A,Matchweek 14,Sun,Home,D,1,1,Avaí,67,12389,Lucas Fonseca,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,
2017-07-19,21:45,Série A,Matchweek 15,Wed,Away,W,2,0,Atlético Mineiro,31,12177,Tiago Pagnussat,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2017-07-23,11:00,Série A,Matchweek 16,Sun,Away,L,0,3,Santos,49,32869,Tiago Pagnussat,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2017-07-30,16:00,Série A,Matchweek 17,Sun,Home,L,1,3,Sport Recife,57,17869,Tiago Pagnussat,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2017-08-02,19:30,Série A,Matchweek 18,Wed,Away,D,1,1,Chapecoense,52,3466,Tiago Pagnussat,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,
2017-08-06,16:00,Série A,Matchweek 19,Sun,Home,W,2,1,São Paulo,32,24072,Tiago Pagnussat,4-2-3-1,4-1-4-1,Joao Batista de Arruda,Match Report,
2017-08-13,19:00,Série A,Matchweek 20,Sun,Away,L,1,4,Ath Paranaense,43,11964,Tiago Pagnussat,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,
2017-08-20,16:00,Série A,Matchweek 21,Sun,Home,W,3,0,Vasco da Gama,44,21691,Tiago Pagnussat,4-2-3-1,3-4-3,Raphael Claus,Match Report,
2017-08-27,16:00,Série A,Matchweek 22,Sun,Home,L,1,2,Botafogo (RJ),39,22585,Tiago Pagnussat,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2017-09-11,20:00,Série A,Matchweek 23,Mon,Away,D,1,1,Atl Goianiense,57,3818,Edson,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2017-09-17,19:00,Série A,Matchweek 24,Sun,Away,L,0,1,Cruzeiro,49,11754,Tiago Pagnussat,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2017-09-24,19:00,Série A,Matchweek 25,Sun,Home,W,1,0,Grêmio,42,12789,Tiago Pagnussat,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,
2017-09-30,16:00,Série A,Matchweek 26,Sat,Home,D,1,1,Coritiba,54,20860,Tiago Pagnussat,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2017-10-12,21:00,Série A,Matchweek 27,Thu,Away,D,2,2,Palmeiras,55,25234,Renê Júnior,4-2-3-1,4-3-3,Rafael Traci,Match Report,
2017-10-15,18:00,Série A,Matchweek 28,Sun,Home,W,2,0,Corinthians,47,23413,Tiago Pagnussat,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2017-10-19,21:00,Série A,Matchweek 29,Thu,Away,L,1,4,Flamengo,38,8282,Tiago Pagnussat,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2017-10-22,16:00,Série A,Matchweek 30,Sun,Home,W,2,1,Vitória,54,31185,Tiago Pagnussat,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2017-10-29,17:00,Série A,Matchweek 31,Sun,Away,D,1,1,Fluminense,32,12841,Tiago Pagnussat,4-2-3-1,4-3-3,Wilton Sampaio,Match Report,
2017-11-05,17:00,Série A,Matchweek 32,Sun,Home,W,2,0,Ponte Preta,51,20539,Tiago Pagnussat,4-1-4-1,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,
2017-11-08,19:30,Série A,Matchweek 33,Wed,Away,W,2,1,Avaí,55,4412,Tiago Pagnussat,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2017-11-12,17:00,Série A,Matchweek 34,Sun,Home,D,2,2,Atlético Mineiro,56,29769,Tiago Pagnussat,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2017-11-16,20:00,Série A,Matchweek 35,Thu,Home,W,3,1,Santos,41,22896,Tiago Pagnussat,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,
2017-11-19,16:00,Série A,Matchweek 36,Sun,Away,L,0,1,Sport Recife,54,5556,Tiago Pagnussat,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2017-11-26,18:00,Série A,Matchweek 37,Sun,Home,L,0,1,Chapecoense,62,35437,Tiago Pagnussat,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2017-12-03,17:00,Série A,Matchweek 38,Sun,Away,D,1,1,São Paulo,41,60485,Tiago Pagnussat,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
