Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Marcelo Lomba,br BRA,GK,27.0,37,37,3291.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Miranda,br BRA,MF,29.0,30,29,2501.0,27.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches
Demerson,br BRA,DF,27.0,28,28,2478.0,27.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Titi,br BRA,DF,25.0,24,24,2120.0,23.6,1.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,0.04,0.04,0.08,0.04,0.08,Matches
Guilherme Santos,br BRA,"DF,MF",25.0,25,22,2067.0,23.0,2.0,3.0,5.0,2.0,0.0,0.0,12.0,2.0,0.09,0.13,0.22,0.09,0.22,Matches
Lucas Fonseca,br BRA,DF,28.0,22,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fahel,br BRA,MF,32.0,25,22,1891.0,21.0,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0,0.14,0.05,0.19,0.14,0.19,Matches
Kieza,br BRA,FW,27.0,19,19,1659.0,18.4,6.0,0.0,6.0,6.0,0.0,0.0,8.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches
Pará,br BRA,DF,18.0,20,19,1636.0,18.2,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.06,0.17,0.22,0.06,0.22,Matches
Uelliton,br BRA,MF,26.0,19,19,1596.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.06,0.06,0.0,0.06,Matches
Railan,br BRA,DF,19.0,19,18,1583.0,17.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Roniery,br BRA,DF,26.0,17,16,1354.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Maxi Biancucchi,ar ARG,"FW,MF",29.0,22,14,1263.0,14.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
Léo Gago,br BRA,MF,30.0,15,14,1115.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emanuel Biancucchi,ar ARG,MF,25.0,23,13,1140.0,12.7,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.16,0.08,0.24,0.08,0.16,Matches
Henrique Almeida,br BRA,FW,22.0,25,12,1194.0,13.3,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.15,0.15,0.3,0.15,0.3,Matches
Diego Macedo,br BRA,"DF,MF",26.0,14,12,917.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rhayner,br BRA,"FW,MF",23.0,12,11,926.0,10.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches
Talisca,br BRA,"FW,MF",19.0,9,9,766.0,8.5,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.23,0.0,0.23,0.12,0.12,Matches
Rafael Lima Pereira,br BRA,FW,20.0,19,8,827.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Aurélio,br BRA,"FW,MF",29.0,13,8,713.0,7.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.13,0.13,0.25,0.13,0.25,Matches
Bruno Paulista,br BRA,MF,18.0,8,8,660.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
William Barbio,br BRA,"FW,MF",21.0,25,6,1010.0,11.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches
Branquinho,br BRA,"FW,MF",31.0,12,5,471.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches
Lincoln,br BRA,MF,35.0,9,5,461.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches
Rafael Galhardo,br BRA,DF,22.0,5,5,404.0,4.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.22,0.45,0.67,0.22,0.67,Matches
Wilson Pittoni,py PAR,MF,28.0,7,4,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adaílton,br BRA,DF,30.0,3,2,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rômulo,br BRA,"FW,MF",18.0,3,2,209.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.43,0.0,0.43,0.43,0.43,Matches
Feijão,br BRA,MF,19.0,5,1,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Douglas Pires,br BRA,GK,23.0,2,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Potita,br BRA,FW,29.0,3,1,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Raul,br BRA,DF,28.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hélder,br BRA,MF,29.0,1,1,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jeam,br BRA,FW,19.0,7,0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Erick Luis,br BRA,FW,21.0,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Nunes,br BRA,FW,31.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jacó,br BRA,FW,17.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anderson Conceição,br BRA,DF,24.0,0,0,,,,,,,,,,,,,,,,Matches
Diego Felipe,br BRA,MF,25.0,0,0,,,,,,,,,,,,,,,,Matches
Guido,br BRA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches
Róbson,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.2,38,418,3420.0,38.0,30.0,19.0,49.0,28.0,2.0,2.0,107.0,7.0,0.79,0.5,1.29,0.74,1.24,
Opponent Total,,,26.2,38,418,3420.0,38.0,42.0,30.0,72.0,39.0,3.0,3.0,104.0,8.0,1.11,0.79,1.89,1.03,1.82,
