Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Jean,br BRA,GK,21.0,38.0,0,4,0,0.0,0.11,0.0,0.0,,,0,0,Matches
Eduardo,br BRA,DF,30.0,34.3,0,14,1,7.1,0.41,0.03,0.0,0.0,,0,0,Matches
Tiago Pagnussat,br BRA,DF,26.0,34.1,2,16,5,31.3,0.47,0.15,0.13,0.4,,0,0,Matches
Zé Rafael,br BRA,MF,23.0,31.6,3,58,28,48.3,1.83,0.89,0.05,0.11,,0,0,Matches
Renê Júnior,br BRA,MF,27.0,29.3,4,47,14,29.8,1.6,0.48,0.09,0.29,,0,0,Matches
Stiven Mendoza,co COL,"FW,MF",24.0,26.8,8,67,24,35.8,2.5,0.9,0.09,0.25,,2,2,Matches
Lucas Fonseca,br BRA,DF,31.0,24.4,0,9,2,22.2,0.37,0.08,0.0,0.0,,0,0,Matches
Edigar Junio,br BRA,FW,25.0,21.2,12,47,29,61.7,2.21,1.37,0.19,0.31,,3,4,Matches
Edson,br BRA,"DF,MF",25.0,18.3,1,20,4,20.0,1.1,0.22,0.05,0.25,,0,0,Matches
Agustín Allione,ar ARG,MF,22.0,17.3,0,15,4,26.7,0.87,0.23,0.0,0.0,,0,0,Matches
Matheus Reis,br BRA,"DF,MF",21.0,18.0,0,3,1,33.3,0.17,0.06,0.0,0.0,,0,0,Matches
Juninho,br BRA,MF,30.0,19.9,2,60,16,26.7,3.01,0.8,0.02,0.06,,1,1,Matches
Vinícius,br BRA,"FW,MF",25.0,14.5,3,30,11,36.7,2.06,0.76,0.1,0.27,,0,0,Matches
Juninho Capixaba,br BRA,"DF,MF",19.0,16.3,0,5,0,0.0,0.31,0.0,0.0,,,0,0,Matches
Régis,br BRA,MF,24.0,13.4,4,13,6,46.2,0.97,0.45,0.31,0.67,,0,0,Matches
Rodrigão,br BRA,FW,23.0,11.8,5,34,17,50.0,2.89,1.44,0.12,0.24,,1,1,Matches
Matheus Sales,br BRA,MF,21.0,8.9,0,9,1,11.1,1.01,0.11,0.0,0.0,,0,0,Matches
Thiago Martins,br BRA,DF,21.0,8.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Eder,br BRA,DF,21.0,6.1,1,7,2,28.6,1.15,0.33,0.14,0.5,,0,0,Matches
Rodrigo Becão,br BRA,DF,21.0,5.4,0,4,0,0.0,0.74,0.0,0.0,,,0,0,Matches
Pablo Armero,co COL,"DF,MF",30.0,3.7,0,2,1,50.0,0.55,0.27,0.0,0.0,,0,0,Matches
João Paulo,br BRA,FW,20.0,3.0,2,11,5,45.5,3.63,1.65,0.18,0.4,,0,0,Matches
Gustavo,br BRA,FW,22.0,1.7,1,7,2,28.6,4.2,1.2,0.14,0.5,,0,0,Matches
Hernane,br BRA,FW,30.0,1.5,0,1,0,0.0,0.67,0.0,0.0,,,0,0,Matches
Feijão,br BRA,MF,22.0,1.1,0,1,0,0.0,0.94,0.0,0.0,,,0,0,Matches
Diego Rosa,br BRA,MF,27.0,0.9,0,1,1,100.0,1.11,1.11,0.0,0.0,,0,0,Matches
Everson,br BRA,DF,19.0,0.9,0,0,0,,0.0,0.0,,,,0,0,Matches
Maikon Leite,br BRA,"FW,MF",28.0,0.9,0,1,1,100.0,1.17,1.17,0.0,0.0,,0,0,Matches
Régis,br BRA,DF,27.0,0.8,0,1,0,0.0,1.23,0.0,0.0,,,0,0,Matches
Gustavo Ferrareis,br BRA,"DF,FW",21.0,3.2,1,11,3,27.3,3.43,0.93,0.09,0.33,,0,0,Matches
Júnior Brumado,br BRA,FW,17.0,0.7,0,4,1,25.0,5.63,1.41,0.0,0.0,,0,0,Matches
Douglas Santos DG,br BRA,FW,18.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Yuri,br BRA,MF,22.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,25.2,38.0,49,502,179,35.7,13.21,4.71,0.08,0.23,,7,8,
Opponent Total,,,26.8,38.0,47,495,182,36.8,13.03,4.79,0.09,0.24,,4,5,
