Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Marcelo Lomba,br BRA,GK,27.0,37,37,3291,36.6,,,0,0.0,,9,10,18,10,27.0,2,2,0,0,0.0,Matches
Douglas Pires,br BRA,GK,23.0,4,1,126,1.4,,,0,0.0,,0,0,1,0,0.0,1,1,0,0,0.0,Matches
Squad Total,,,26.2,38,38,3417,38.0,0.0,0.0,0,0.0,,9,10,19,10,26.3,3,3,0,0,0.0,
Opponent Total,,,26.2,38,38,3420,38.0,,,0,,,19,10,9,14,36.8,2,2,0,0,0.0,
